kepid_plnt,fpp_prob,fpp_score,fpp_spec_occrate
11176127.03,0.00011,92.0,0.19699999999999998
11075279.01,0.18,0.77,0.053
11014932.01,0.00082,110.0,0.214
11014932.02,0.00057,90.0,0.18600000000000003
11014932.03,1.6e-05,910.0,0.124
11014932.04,0.00022999999999999998,22.0,0.18100000000000002
6607447.01,0.62,22.0,0.07
6677256.01,0.99,180.0,0.215
8030148.01,1.8000000000000001e-06,320.0,0.18100000000000002
6692833.01,0.002,230.0,0.207
6693640.01,2.9999999999999997e-05,230.0,0.205
10973814.01,0.00043,150.0,0.163
10973814.02,0.05,95.0,0.215
6541920.05,4.6e-05,5.0,0.149
6541920.06,5.4000000000000005e-05,520.0,0.188
6541920.01,5.9e-05,850.0,0.193
6541920.02,0.00093,53.0,0.168
6541920.03,0.00011999999999999999,240.0,0.107
6541920.04,0.0034,15.0,0.2
10586208.01,0.0035,10.0,0.196
7174351.01,0.0053,2400.0,0.17300000000000001
6932987.01,8.1e-05,350.0,0.191
6932987.02,0.0076,10.0,0.125
11288505.01,0.00018999999999999998,16.0,0.20600000000000002
11493431.01,0.00022,360.0,0.115
6441738.01,0.00053,53.0,0.20800000000000002
8801343.01,0.73,140.0,0.006999999999999999
8488878.01,0.42,31.0,0.013999999999999999
8620565.01,0.96,1200.0,0.001
8616873.01,1.0,1600.0,0.001
10854768.01,3.9e-05,310.0,0.114
10964440.01,1e-05,320.0,0.218
10713616.01,0.00047999999999999996,38.0,0.14300000000000002
10963242.01,3.1e-05,620.0,0.212
8191672.01,4.0999999999999997e-08,180.0,0.061
6851425.01,4.8e-06,1300.0,0.207
6934291.01,2.8000000000000003e-05,48000.0,0.14300000000000002
7357531.01,0.99,14.0,0.001
6185711.01,0.011000000000000001,63.0,0.19399999999999998
11037335.01,2.9999999999999997e-05,63.0,0.19699999999999998
11037335.02,0.0031,400.0,0.209
11389771.01,2.1e-05,300.0,0.16
11389771.02,0.0019,120.0,0.215
11389771.03,0.024,0.14,0.158
8462258.01,1.0,0.095,0.044000000000000004
10925104.01,1.6e-05,2400.0,0.166
10925104.02,4.9e-05,760.0,0.125
10925104.03,1.4999999999999999e-05,1900.0,0.204
8494263.01,0.067,38.0,0.076
8848271.01,1.0,59.0,0.001
10585852.01,2.4e-05,370.0,0.098
10928043.01,0.00027,39.0,0.16899999999999998
10794087.01,1.4e-07,0.0049,0.138
7287415.01,1.7e-05,710.0,0.19
6924203.01,0.0005200000000000001,800.0,0.217
6878167.01,1.0,0.8,0.001
6863839.01,1.0,1.1,0.14800000000000002
7296086.01,0.99,8.8,0.153
11599038.01,0.00013000000000000002,320.0,0.18
11193263.01,4.8e-05,88.0,0.18899999999999997
11027624.01,0.0011,1.3,0.052000000000000005
11032227.01,1.3000000000000001e-05,34.0,0.198
8751933.01,6.2e-05,30.0,0.053
8630788.01,0.58,0.83,0.051
8630788.02,0.00011999999999999999,64.0,0.209
8630788.03,0.0058,8.2,0.071
8823426.01,1.0,0.36,0.013000000000000001
4070376.01,1.0,7.7,0.006
4078157.01,1.0,5.1,0.073
4164994.01,0.00075,330.0,0.07
4480676.01,1.0,8.4,0.009000000000000001
4079535.01,0.81,39.0,0.01
6766634.01,0.0062,0.74,0.052000000000000005
6774826.01,1.0,2.8,0.001
5652237.01,1.0,1.3,0.19399999999999998
7211469.01,0.00053,160.0,0.193
7375795.01,0.016,31.0,0.135
7375795.02,1.0,0.092,0.011000000000000001
7255336.01,0.99,100.0,0.001
7831264.01,6e-06,600.0,0.141
7831264.02,0.00047999999999999996,500.0,0.214
7802136.01,0.57,88.0,0.01
7532973.01,0.98,35.0,0.037000000000000005
9632895.01,0.61,30.0,0.006999999999999999
7449844.01,0.58,520.0,0.012
8678594.01,0.00018,3.4,0.052000000000000005
8678594.02,5.5e-05,51.0,0.183
8703884.01,0.0086,260.0,0.09300000000000001
8560840.01,0.99,0.038,0.091
4076098.01,9e-05,1100.0,0.067
4282872.01,3.2e-05,570.0,0.062
4639868.01,0.94,130.0,0.036000000000000004
10555375.01,0.0009699999999999999,100.0,0.059000000000000004
4372768.01,0.82,0.38,0.12300000000000001
7211221.01,8.7e-05,150.0,0.122
9451127.01,0.47,9.1,0.012
9446824.01,0.45,220.0,0.012
11356260.01,6.4e-05,640.0,0.172
11044770.01,0.96,1.6,0.077
11600889.01,2.2e-05,34000.0,0.106
11197126.01,1.0,14.0,0.001
11043167.01,0.0077,18.0,0.20600000000000002
8612847.01,7.6e-06,560.0,0.19699999999999998
8552583.01,1.0,3.2,0.001
8547140.01,2.6000000000000002e-05,9.9,0.201
8519253.01,1.0,46.0,0.001
8813698.01,0.021,2.2,0.068
4072526.01,7.900000000000001e-05,160.0,0.2
4150539.01,1.0,4.1,0.21600000000000003
4150539.02,0.44,0.03,0.19899999999999998
4274548.01,0.013999999999999999,56.0,0.182
4455231.01,0.00057,1.6,0.174
4455231.02,0.00022999999999999998,200.0,0.172
4455231.03,0.25,1.2,0.13
8953257.01,0.94,250.0,0.001
8971432.01,1.0,340.0,0.001
9278553.01,0.95,230.0,0.001
9527915.01,1.4000000000000001e-05,1300.0,0.20199999999999999
9143254.01,1.0,77.0,0.001
8949247.01,0.98,450.0,0.001
11336883.01,5e-06,670.0,0.182
7622486.01,0.99,320.0,0.001
7622486.02,0.97,3.9,0.027000000000000003
9705459.01,0.022000000000000002,1900.0,0.031
8564587.01,0.0058,1500.0,0.185
8564587.02,1.0,84.0,0.001
8631160.01,0.73,3.2,0.071
8806072.01,0.0017,21.0,0.124
4285107.01,1.0,0.51,0.006
4150624.01,1.0,21.0,0.001
4150624.02,0.011000000000000001,0.12,0.21899999999999997
8972058.01,3.3e-05,490.0,0.209
8972058.02,0.015,360.0,0.10099999999999999
9346253.01,0.17,7.6,0.04
9002237.01,0.83,550.0,0.012
9288786.01,0.013999999999999999,260.0,0.052000000000000005
9040849.01,0.00026000000000000003,450.0,0.051
9202151.01,0.043,530.0,0.209
7842610.01,1.0,180.0,0.002
4760746.01,0.8,270.0,0.022000000000000002
7832356.01,1.2999999999999999e-11,130.0,0.06
9643874.01,0.0011,380.0,0.068
8583696.01,1.3000000000000001e-05,2.9,0.113
8804283.01,9.2e-05,140.0,0.212
8804283.02,0.0041,35.0,0.129
8552565.01,1.0,3.2,0.052000000000000005
4155328.01,2.4e-05,1.8,0.052000000000000005
4077526.01,0.018000000000000002,68.0,0.076
4077526.02,0.22,11.0,0.083
4077526.03,0.78,11.0,0.066
4077526.04,0.0076,370.0,0.20600000000000002
8937021.01,0.00041,51.0,0.19699999999999998
8935810.01,5e-05,1300.0,0.13
2441495.01,0.00013000000000000002,1700.0,0.21600000000000003
9455556.01,4e-06,890.0,0.195
9455556.02,1.2e-05,3100.0,0.183
9427402.01,0.00061,140.0,0.21899999999999997
3732821.01,0.0034,310.0,0.218
3962357.01,0.025,13.0,0.15
9110357.01,0.0063,45.0,0.052000000000000005
8609450.01,0.013999999999999999,0.62,0.215
8609450.02,0.00033,16.0,0.205
8609450.03,0.0019,7.1,0.098
8609450.04,0.0008300000000000001,3.4,0.11800000000000001
4243911.01,4.9e-05,4900.0,0.125
5177104.01,0.00021,450.0,0.2
4466677.01,4.5e-05,940.0,0.184
4466677.02,0.06,3.1,0.21899999999999997
4466677.03,0.1,5.5,0.146
4135665.01,0.0028,75.0,0.159
9269281.01,0.00015,1300.0,0.20199999999999999
9100484.01,0.00016999999999999999,440.0,0.204
9157908.01,1.0,7.9,0.001
9034103.01,1.4999999999999999e-05,52.0,0.218
9214942.01,6.2e-05,93.0,0.201
3858704.01,1.0,0.24,0.006999999999999999
3749134.01,6.6e-05,7.4,0.217
3556220.01,1.0,0.015,0.218
3660924.01,0.00066,530.0,0.14400000000000002
3939150.01,1.4e-06,28.0,0.19699999999999998
3939150.02,0.00011,100.0,0.20199999999999999
8628758.01,1.4e-07,4.6,0.19699999999999998
8628758.02,0.0019,1.3,0.115
8509361.01,1.0,17.0,0.159
8742590.01,0.095,14.0,0.21
8822366.01,6.5000000000000004e-06,43.0,0.19899999999999998
4386059.01,1.0,1.4,0.11599999999999999
4650674.01,2.3e-05,1200.0,0.217
4275721.01,3.2e-05,500.0,0.156
4275721.02,0.00026000000000000003,860.0,0.212
8874090.01,3.2e-05,380.0,0.2
8874090.02,0.0046,24.0,0.132
11666881.01,3.7000000000000006e-06,1400.0,0.198
9264949.01,0.00037,260.0,0.195
9271752.01,2.4e-06,610.0,0.195
9150827.01,0.04,0.52,0.142
3839488.01,9.8e-05,380.0,0.218
3542588.01,1.0,2.0,0.18
3442055.01,0.0043,24.0,0.17
12252424.01,9.6e-06,1600.0,0.20600000000000002
12252424.02,0.00028,200.0,0.196
8700771.01,4.4e-07,44.0,0.107
4570931.01,0.34,4200.0,0.217
4136466.01,0.00042,550.0,0.128
7199774.01,0.98,1300.0,0.001
7037540.01,0.00016,130.0,0.052000000000000005
7037540.02,0.08800000000000001,28.0,0.016
9391208.01,0.00074,250.0,0.20600000000000002
9391506.01,1.4000000000000001e-05,190.0,0.19899999999999998
8950853.01,7.3e-05,73.0,0.20199999999999999
9006449.01,0.0027,0.84,0.139
9006449.02,6.9e-05,0.0075,0.111
4043190.01,5.6000000000000006e-05,750.0,0.125
3640905.01,0.00026000000000000003,0.19,0.11
3640905.02,1.0,0.27,0.187
6613006.01,0.9,13.0,0.07
10790387.01,0.0072,22.0,0.07200000000000001
10748393.01,0.00015,2200.0,0.06
10874226.01,1.0,9.1,0.001
10924853.01,1.0,73.0,0.001
10874926.01,1.0,310.0,0.001
6631721.01,0.048,13.0,0.051
7220322.01,0.99,3.7,0.001
6956233.01,5e-06,0.9,0.107
7303287.01,0.07,19.0,0.075
7303287.02,0.00018,5.3,0.21100000000000002
8916492.01,1.0,0.75,0.111
11517719.01,0.0007700000000000001,86.0,0.040999999999999995
6620003.01,0.97,320.0,0.008
6621116.01,0.97,62.0,0.004
6629332.01,0.96,810.0,0.001
6387450.01,0.09300000000000001,62.0,0.076
10549562.01,0.98,2.4,0.053
10874614.01,5.4e-11,4400.0,0.07200000000000001
10666230.01,1.0,45.0,0.001
10971674.01,0.3,9.2,0.04
6891543.01,1.0,0.44,0.001
7211141.01,0.00044,44.0,0.051
6719086.01,0.1,5.7,0.203
7376983.01,5.6999999999999996e-05,3000.0,0.193
7376983.02,0.0068,270.0,0.204
7376983.03,0.004,1900.0,0.145
7376983.04,0.045,400.0,0.12300000000000001
5084942.01,4.3e-07,4800.0,0.21
11026304.01,0.00015,290.0,0.096
11497958.01,2e-05,1200.0,0.14800000000000002
11497958.02,4.7e-05,160.0,0.161
11497958.03,1.0,5.7,0.001
11497958.04,0.00073,3.8,0.11599999999999999
11497958.05,0.28,15.0,0.10099999999999999
6665223.01,0.8,11.0,0.062
6545358.01,1.0,5.9,0.054000000000000006
6390824.01,1.0,22.0,0.001
6546528.01,1.0,9.5,0.157
10676923.01,1.0,0.41,0.17800000000000002
10604335.01,0.028999999999999998,79.0,0.203
10604335.02,1.0,0.71,0.001
10864656.01,0.48,0.15,0.077
10975146.01,2.9999999999999997e-05,82000.0,0.14
10538176.01,0.00013000000000000002,820.0,0.205
10538176.02,0.00016,64.0,0.192
6946199.01,0.0034,45.0,0.132
6946199.02,0.14,8.7,0.052000000000000005
11177707.01,0.00011,1.5,0.062
11611600.01,2.2e-05,21000.0,0.158
11254382.01,1.7e-05,9100.0,0.19899999999999998
6677841.01,0.78,0.49,0.051
6677841.02,3.3e-05,210.0,0.106
6677841.03,1.0,1.0,0.069
6531491.01,1.0,11.0,0.001
6383821.01,8.7e-06,1.2,0.214
10724369.01,0.018000000000000002,7.9,0.177
10867062.01,0.0,2.8e-07,0.172
10744335.01,8.2e-05,940.0,0.214
4860678.01,0.0013,69.0,0.19899999999999998
4860678.02,0.00057,36.0,0.126
7023960.01,0.011000000000000001,61.0,0.035
10033279.01,0.62,20.0,0.052000000000000005
5009189.01,1.0,140.0,0.001
8230616.02,0.00013000000000000002,3900.0,0.12
8230616.01,0.003,450.0,0.136
9836959.01,0.3,0.73,0.19
9838949.01,0.00022999999999999998,710.0,0.13
9895006.01,0.00033,510.0,0.146
9896558.01,0.001,3.6,0.099
9896558.02,0.00037999999999999997,2.5,0.191
9589323.01,0.00014,3000.0,0.217
9602514.01,1.0,0.0008,0.142
9726659.01,4.3e-05,730.0,0.218
5371776.01,4e-05,9300.0,0.18600000000000003
5371776.02,4e-05,1200.0,0.204
5371776.03,0.012,2000.0,0.21600000000000003
5371776.04,0.0007700000000000001,9200.0,0.11
9573539.01,0.00015,2100.0,0.218
9886661.01,0.00023999999999999998,830.0,0.13699999999999998
5477805.01,1.0,30.0,0.20600000000000002
10055126.01,0.00016,140.0,0.16899999999999998
10055126.02,0.00014,11.0,0.154
10055126.03,1.0,0.018000000000000002,0.21899999999999997
5009743.01,9.6e-05,99.0,0.21100000000000002
10015937.01,0.14,1.8,0.18600000000000003
10019065.01,0.00041,9.7,0.215
7950644.01,0.00086,320.0,0.073
10080248.01,0.002,4.5,0.17800000000000002
10213902.01,0.00028,34.0,0.158
9842906.01,0.038,0.43,0.113
11821363.01,0.02,150.0,0.209
7629518.01,1.1e-05,16.0,0.18100000000000002
10810838.01,5.6000000000000006e-05,200.0,0.214
4828341.01,0.7,110.0,0.051
10019763.01,0.61,190.0,0.069
9899280.01,1.0,0.55,0.17
8046659.01,0.73,160.0,0.057
4940438.01,0.58,190.0,0.051
5308663.01,1.0,84.0,0.001
5308663.02,0.0046,20.0,0.195
5474733.01,1.0,3.0,0.18100000000000002
10963065.01,0.0081,630.0,0.031
6268648.01,7.3e-05,80.0,0.11599999999999999
6268648.02,0.0047,0.52,0.099
10125352.01,0.98,45.0,0.001
5357901.01,3.3e-06,2400.0,0.066
4278221.01,0.0022,640.0,0.111
10214162.01,0.00049,53.0,0.183
8242434.01,0.00026000000000000003,160.0,0.215
6185331.01,0.00021,3.6,0.051
11820830.01,0.99,180.0,0.001
9636135.01,2.1000000000000002e-06,200.0,0.205
7841925.01,2e-05,39.0,0.205
7841925.03,0.006,120.0,0.094
7841925.02,0.15,24.0,0.034
5219234.01,0.00056,560.0,0.156
5219234.02,0.05,22.0,0.171
5219234.03,0.0062,2000.0,0.17800000000000002
5219234.04,0.15,330.0,0.205
6470149.01,1.0,0.061,0.001
12504988.01,0.068,210.0,0.028999999999999998
9015738.01,0.0012,290.0,0.141
7215603.01,8.2e-05,21.0,0.052000000000000005
4276716.01,0.31,6.7,0.031
5561278.01,3.9e-06,21.0,0.207
7287683.01,0.027999999999999997,1.2,0.14300000000000002
6387542.01,1.9e-05,310.0,0.187
8266276.01,0.019,2500.0,0.21899999999999997
8266276.02,0.9,2.5,0.193
6869184.01,6.2e-05,62.0,0.204
10799735.01,0.042,62.0,0.051
9719634.01,4.5e-05,2000.0,0.172
7439316.01,0.0004,500.0,0.157
12061238.01,1.0,1.6,0.171
8323753.01,0.018000000000000002,34.0,0.07200000000000001
12400538.01,0.0019,5.1,0.084
5184584.01,0.00018,44.0,0.052000000000000005
5564247.01,0.015,4000.0,0.184
5438099.01,1.2e-05,2100.0,0.217
5438099.02,0.00011,1200.0,0.154
5438099.03,0.0066,35.0,0.218
5438099.04,0.00023999999999999998,66.0,0.213
6543893.01,0.00014,430.0,0.209
6543893.02,0.0017,640.0,0.13
6543893.03,0.017,210.0,0.099
6975129.01,6.1e-05,540.0,0.20600000000000002
6975129.02,9.2e-06,3300.0,0.098
6975129.03,5.7e-08,0.00073,0.179
11391018.01,0.0088,22.0,0.073
8685497.01,0.00037999999999999997,220.0,0.129
4365645.01,0.045,76.0,0.122
8197343.01,0.0005200000000000001,280.0,0.207
7032421.01,1.0,70.0,0.001
6786348.01,0.0006799999999999999,100.0,0.214
9641018.01,1.0,0.24,0.001
9813499.01,3.4e-06,460.0,0.209
12254792.01,0.37,0.41,0.12300000000000001
12020218.01,1e-05,0.71,0.195
7690844.01,0.00022999999999999998,130.0,0.1
5210475.01,1.0,9.7,0.001
8009350.01,4e-05,650.0,0.201
8082001.01,7.900000000000001e-05,320.0,0.171
9017682.01,2.8000000000000003e-05,12.0,0.152
9277896.01,3.5e-05,950.0,0.149
9401997.01,0.0005200000000000001,8.5,0.17600000000000002
10686864.01,1.3000000000000001e-05,140.0,0.192
11904734.01,0.29,310.0,0.053
8043714.01,0.28,280.0,0.04
9631995.01,0.00018999999999999998,770.0,0.076
11870545.01,0.001,17000.0,0.185
7901948.01,2.3e-05,4200.0,0.21899999999999997
11955499.01,0.52,21.0,0.195
6442377.01,1.7e-05,4.4,0.16399999999999998
5376836.01,0.0059,210.0,0.032
5557821.01,1.0,0.16,0.009000000000000001
10004519.01,9.4e-06,280.0,0.19899999999999998
5031857.01,0.97,13.0,0.053
5031857.02,0.42,93.0,0.215
10879038.01,0.00043,820.0,0.18899999999999997
10990917.01,5e-05,350.0,0.20600000000000002
11046025.01,0.013999999999999999,7.7,0.098
5771719.01,0.77,31.0,0.075
9729691.01,1.4999999999999999e-05,2000.0,0.19399999999999998
9729691.02,0.92,6.4,0.13
4950232.01,1.0,1000.0,0.12300000000000001
10904857.01,0.021,730.0,0.051
8651389.01,0.019,190.0,0.185
9520668.01,0.59,0.44,0.081
7871954.01,0.0019,940.0,0.08199999999999999
7871954.02,0.0078,930.0,0.107
12418724.01,0.00057,96.0,0.09699999999999999
7456001.01,0.012,15.0,0.096
10028792.01,0.021,19.0,0.07400000000000001
10028792.02,0.0084,1.3,0.052000000000000005
10028792.03,0.0007700000000000001,81.0,0.17300000000000001
10028792.04,0.0017,29.0,0.16
5299459.01,0.00027,1400.0,0.192
5299459.02,0.0015,860.0,0.19899999999999998
11153121.01,5.7999999999999994e-05,0.42,0.20800000000000002
11153121.02,0.009000000000000001,20.0,0.217
11177543.01,0.047,54.0,0.18100000000000002
11337141.01,0.1,120.0,0.075
6705142.01,0.0007700000000000001,470.0,0.106
3967760.01,0.00029,280.0,0.20600000000000002
3967760.02,0.001,180.0,0.215
4067336.01,1.0,120.0,0.001
5387843.01,0.08199999999999999,430.0,0.131
7549209.01,0.00016999999999999999,96.0,0.17300000000000001
7663405.01,3.2e-05,1100.0,0.134
7663405.02,0.16,11.0,0.157
9765975.01,5.9999999999999995e-05,140.0,0.218
9818462.01,0.00029,100.0,0.187
6803202.01,0.031,3.6,0.18899999999999997
9651668.01,7e-05,2300.0,0.055999999999999994
12506770.01,0.00047000000000000004,4200.0,0.15
5629985.01,1.0,0.021,0.07400000000000001
9898364.01,0.78,49.0,0.059000000000000004
11337372.01,1.1e-05,1100.0,0.21
11337372.02,0.00018,17.0,0.113
11337833.01,0.0009599999999999999,28.0,0.196
11546211.01,1.0,1200.0,0.069
11547505.01,0.00016999999999999999,23000.0,0.138
4471747.01,0.013999999999999999,35.0,0.159
11502867.01,0.00031,1900.0,0.077
9909735.01,0.00011999999999999999,0.89,0.125
9909735.02,0.0017,0.59,0.196
11551692.01,9.2e-07,3200.0,0.172
11551692.02,4.8e-05,29.0,0.18899999999999997
11551692.03,0.0032,1.5,0.159
12266636.01,0.00021,110.0,0.20199999999999999
12266636.02,0.0012,9.5,0.102
9850893.01,1.0,0.49,0.175
7869917.01,2.5e-05,310.0,0.195
9824805.01,0.0002,330.0,0.182
7939330.01,1.0,0.0011,0.179
7939330.02,0.00013000000000000002,0.68,0.207
4918309.01,0.73,3.0,0.053
12602568.01,1.4000000000000001e-05,120.0,0.205
9941066.01,0.00042,100.0,0.145
5972334.01,0.00041,260.0,0.075
5972334.02,0.003,5400.0,0.19899999999999998
5972334.03,1.0,4.6,0.12
5972334.04,0.0013,42.0,0.205
4650733.01,0.0041,51.0,0.193
4830605.01,0.028999999999999998,39.0,0.21100000000000002
4832197.01,1.0,92.0,0.001
12120943.01,7.099999999999999e-05,140.0,0.053
7751571.01,0.4,1.7,0.051
9579499.01,1.0,32.0,0.001
7768451.01,0.00039,32.0,0.196
7691260.01,0.0048,1100.0,0.11800000000000001
9821454.01,1.0,3.3,0.20600000000000002
9821454.02,0.0049,49.0,0.12300000000000001
11954842.01,7.8e-05,410.0,0.175
7972785.01,0.099,170.0,0.042
5470739.01,0.0005099999999999999,85.0,0.2
10022908.01,0.00036,1800.0,0.209
9932970.01,0.91,29.0,0.013000000000000001
5617854.01,0.00018,860.0,0.129
4932442.01,0.00011999999999999999,53.0,0.145
5183357.01,1.6e-05,46.0,0.162
5269467.01,0.00045999999999999996,130.0,0.215
5360920.01,0.95,68.0,0.05
7838655.01,1.0,40.0,0.001
11702948.01,0.66,890.0,0.068
9512981.01,0.0021,16.0,0.076
7770450.01,1.0,0.56,0.038
11455491.01,0.97,0.17,0.218
11764462.01,0.00082,50.0,0.113
11656246.01,0.00014,180.0,0.20800000000000002
7808587.01,0.00014,590.0,0.16899999999999998
4741126.01,3.5000000000000004e-06,82.0,0.183
4741126.02,0.0001,320.0,0.113
5301750.01,0.0079,38.0,0.192
5301750.02,0.57,0.79,0.17300000000000001
5301750.03,0.00016,6.1,0.20800000000000002
5301750.04,0.00082,380.0,0.139
5301750.05,0.00041,6.9,0.21600000000000003
5526717.01,0.00035,26.0,0.21
5530882.01,0.12,30.0,0.071
5531953.01,0.74,5.5,0.08
5531953.02,0.9,110.0,0.021
5531953.03,0.99,1200.0,0.024
5531953.04,0.34,18.0,0.057999999999999996
6034945.01,2.7000000000000004e-06,2.4,0.188
8692861.01,0.00036,55.0,0.214
8692861.02,0.001,1.4,0.17600000000000002
7543649.01,1.0,2.7,0.054000000000000006
9480310.01,0.013000000000000001,72.0,0.087
11858748.01,1.0,0.42,0.114
11669125.01,6.6e-05,18.0,0.174
12159249.01,4e-05,1100.0,0.106
9872292.01,0.99,0.034,0.141
9963461.01,0.96,62.0,0.001
8081482.01,0.2,5.8,0.011000000000000001
5542466.01,0.042,140.0,0.18600000000000003
5542466.02,0.016,1100.0,0.127
5542466.03,0.046,390.0,0.168
10028140.01,0.046,42.0,0.198
6048024.01,0.99,24.0,0.001
6049190.01,8.5e-06,2.5,0.084
6198999.01,0.0067,180.0,0.155
6310636.01,8.3e-06,420.0,0.111
6616218.01,0.00072,170.0,0.20199999999999999
6616218.02,0.002,1100.0,0.047
7761545.01,0.00086,16.0,0.052000000000000005
7499398.01,0.0094,64.0,0.052000000000000005
12365184.01,0.99,9.7,0.001
4770365.01,0.00047000000000000004,9900.0,0.205
4770365.02,0.0032,570.0,0.203
4770365.03,0.34,290.0,0.151
10748390.01,3.6000000000000003e-06,3900.0,0.083
11804465.01,1.2e-06,390.0,0.049
9663113.01,0.00014,1.6,0.095
5649956.01,0.91,69.0,0.001
4840513.01,0.98,990.0,0.001
5217586.01,0.71,2.9,0.077
5289854.01,0.00011999999999999999,17.0,0.217
5289854.02,0.00039,51.0,0.21899999999999997
9895709.01,0.93,5.4,0.21899999999999997
10006581.01,8.1e-06,180.0,0.2
6696462.01,1.0,91.0,0.001
7220429.01,0.00011999999999999999,160.0,0.133
7222086.01,0.82,270.0,0.198
12406749.01,0.4,0.72,0.065
7811397.01,0.71,4.1,0.073
12403119.01,7.6e-05,28.0,0.077
9842890.01,0.7,0.08199999999999999,0.157
8113154.01,0.97,21.0,0.001
5270698.01,0.011000000000000001,76.0,0.043
5024450.01,0.91,97.0,0.001
5282049.01,7.400000000000001e-06,180.0,0.065
10027323.01,0.00013000000000000002,0.34,0.14800000000000002
10027323.02,0.0091,27.0,0.188
12019440.01,0.0017,1600.0,0.057999999999999996
5039228.01,0.00023999999999999998,260.0,0.21100000000000002
10004738.01,0.01,1.5,0.152
10004738.02,0.0032,8.9,0.20800000000000002
10004738.03,0.002,220.0,0.124
7304449.01,0.023,1100.0,0.07400000000000001
7386827.01,0.0002,350.0,0.12
7522911.01,0.01,17.0,0.212
7626370.01,0.00022,10000.0,0.138
7703955.01,0.32,0.49,0.086
7703955.02,0.052000000000000005,2.4,0.096
7512982.01,0.00011,410.0,0.192
7512982.02,0.011000000000000001,14.0,0.124
9597806.01,0.094,3.7,0.138
7812167.01,1.0,5.3,0.001
11760959.01,0.067,100.0,0.215
5283458.01,0.026000000000000002,46.0,0.055
9940565.01,1.0,5.0,0.053
8053552.01,0.93,240.0,0.013999999999999999
8111381.01,0.91,5.4,0.059000000000000004
5444549.01,0.56,52.0,0.057999999999999996
5474613.01,0.75,0.79,0.215
5474613.02,1.0,5.5,0.001
4860932.01,1.0,22.0,0.001
5438757.01,0.00018,37.0,0.21
5438757.02,0.017,1.3,0.203
7750419.01,1.0,10.0,0.001
7815744.01,2.9999999999999997e-05,44.0,0.21
7955580.01,5.1e-05,34.0,0.209
9692345.01,1.0,0.022000000000000002,0.14300000000000002
7898352.01,0.07200000000000001,7.3,0.079
7898352.02,3.4e-05,100.0,0.133
11402995.01,5.7999999999999994e-05,300.0,0.207
12062667.01,1.0,0.05,0.001
7984047.01,0.0088,29.0,0.065
7951018.01,0.00085,12.0,0.065
12644774.01,0.98,2.3,0.114
7747425.04,0.055999999999999994,1.8,0.20600000000000002
7747425.01,2.6000000000000002e-05,350.0,0.18600000000000003
7747425.02,0.27,0.52,0.21
7747425.03,0.011000000000000001,11.0,0.11800000000000001
9892816.01,0.00015,530.0,0.21100000000000002
9892816.02,0.017,1.7,0.204
9892816.03,3.4e-05,410.0,0.085
9892816.04,0.39,28.0,0.184
9836149.01,2.9999999999999997e-05,380.0,0.19699999999999998
4813563.01,5.1e-05,16.0,0.055999999999999994
2985767.01,0.0085,110.0,0.163
2304320.01,9.7e-05,17.0,0.15
3657758.01,0.00057,780.0,0.109
3657758.02,0.0029,830.0,0.18600000000000003
9790806.01,2.8000000000000003e-05,12000.0,0.205
6382217.01,0.0057,580.0,0.187
6382217.02,0.0035,280.0,0.107
5375194.01,2.5e-05,550.0,0.218
6468138.01,1.2e-05,35.0,0.157
10019708.01,1.3000000000000002e-10,1300.0,0.07400000000000001
10019708.02,1.0,0.0058,0.18899999999999997
11875734.01,0.0009699999999999999,19.0,0.094
7697568.01,1.0,1.6,0.011000000000000001
7046804.01,0.0046,250.0,0.066
7449136.01,4.5e-09,580.0,0.16
8680979.01,1.4000000000000001e-05,330.0,0.218
8680979.02,0.0039,170.0,0.126
9030537.01,0.0013,27.0,0.08
6949061.01,0.057,4.2,0.215
6949061.02,0.0013,77.0,0.193
7269493.01,0.0029,250.0,0.07400000000000001
5513648.01,0.0081,49.0,0.215
9164836.01,0.99,630.0,0.001
7887791.01,0.027999999999999997,390.0,0.019
11657891.01,0.005,540.0,0.134
6305192.01,7.4e-05,92.0,0.053
9634821.01,0.00033,8.4,0.161
9634821.03,0.97,55.0,0.18100000000000002
9634821.02,0.00016,1000.0,0.179
8950568.01,1.0,0.23,0.218
8950568.02,1.0,1.1,0.196
8950568.04,0.034,21.0,0.11599999999999999
3326377.01,2.8999999999999997e-05,790.0,0.214
3326377.02,1e-05,3.4,0.139
11601584.01,0.48,0.4,0.165
11601584.02,0.00025,1100.0,0.106
11601584.03,0.013000000000000001,7.5,0.109
11601584.04,0.092,32.0,0.152
8689793.01,4e-05,2600.0,0.209
11673802.01,0.00015,11.0,0.051
4263293.01,0.00033,290.0,0.204
4263293.02,0.00014,190.0,0.20199999999999999
4263293.03,0.0028,28.0,0.207
5695524.01,6.500000000000001e-05,22.0,0.156
6205897.01,0.00066,1500.0,0.122
7948784.01,0.00044,420.0,0.17800000000000002
9244756.01,0.018000000000000002,4.5,0.054000000000000006
9650808.01,0.00011999999999999999,270.0,0.20600000000000002
9650808.02,0.00053,17.0,0.187
8804845.01,0.0008900000000000001,780.0,0.15
8804845.02,0.011000000000000001,1200.0,0.053
10480915.01,0.49,65.0,0.09699999999999999
11709244.01,5.0999999999999995e-06,1200.0,0.20199999999999999
11709244.02,0.013999999999999999,210.0,0.18899999999999997
11709244.03,9.499999999999999e-05,190.0,0.198
