kepid_plnt,koi_disposition,max_ephemeris_corr,wst_robstat,tce_cap_stat,tce_hap_stat,koi_fwm_stat_sig,tce_rminmes,tce_max_mult_ev,tce_albedo_stat
10662202.02,CANDIDATE,0.9549159160783014,0.0011001929407469025,0.12856677600749766,0.009157017745268477,0.619,0.5016531737071169,8.867191973897853e-06,0.9921217247544166
10662202.03,CANDIDATE,0.9548637106322282,0.0011234335922760859,0.12854978912839737,0.00813067864991636,0.067,0.37720639978822773,3.5918794555920845e-06,0.9921535977239085
11138155.01,CANDIDATE,0.0,0.0010958048457029308,0.17398078725398314,0.026342375438711586,0.705,0.003755997676819415,0.005528585855973751,0.9907729867932871
11818800.01,CANDIDATE,0.0,0.001126467336997844,0.13068416119962512,0.010226981992324599,0.027000000000000003,0.06008168969836882,0.0007247179334982436,0.9930698398662027
11918099.02,CANDIDATE,0.9527680674178801,0.001112598789698378,0.12880517806935332,0.007394594417292617,0.057999999999999996,0.3584554241077954,1.7151016054776112e-05,0.9921355274034487
3115833.01,CANDIDATE,0.0,0.001112598789698378,0.13847000937207124,0.014993275822481715,0.021,0.01504203269084281,0.0013833402847173671,0.9926515311713028
3453214.01,CANDIDATE,0.0,0.001100030418708237,0.14732895970009371,0.017987994883064917,0.0,0.007353199777503347,0.0028900962141165513,0.9928683750168208
3641726.01,CANDIDATE,0.0,0.001107262649428857,0.13109301780693533,0.009417456620854792,0.09699999999999999,0.06049215881774146,0.000335528210583742,0.9927414982986985
3940418.01,CANDIDATE,0.0,0.0010934753631487238,0.13235590440487346,0.010020008528225146,0.282,0.033410525782768805,0.00042111661431675987,0.9926434571983314
4544670.01,CANDIDATE,0.0,0.0010987573294053562,0.1329850046860356,0.012064158493784238,0.13,0.0420023907587281,0.0005711255010932273,0.9926230800284511
5792202.03,CANDIDATE,0.9549315541584837,0.0010810695141972482,0.12904111996251172,0.00819628038180208,0.09,0.09836726392349034,0.00014101668739692255,0.9926315384763259
6867155.01,CANDIDATE,0.0,0.0011354060491244532,0.13561855670103093,0.014370059369567359,0.0,0.00924322349534195,0.0025350751820789118,0.9937653549664546
6526710.01,CANDIDATE,0.0,0.0011052040369390924,0.16066073102155576,0.028651556401088997,0.0,0.0070724015844779685,0.004151004245743191,0.9926161594801899
6862328.01,CANDIDATE,0.0,0.0010966445429027032,0.13724109653233366,0.013435234690195823,0.0,0.020490077366152503,0.0013241701127110939,0.9927180453295911
11869052.01,CANDIDATE,0.0,0.001094613017419383,0.12936855670103092,0.008071965099878637,0.0,0.03135818018590557,0.0007205510199766751,0.9922749380034218
7135852.01,CANDIDATE,0.0,0.0010959402807351522,0.13679240862230552,0.014035490536950176,0.0,0.018045920337160827,0.0010616545608522758,0.9926038562832811
7678434.02,CANDIDATE,0.9548637106322628,0.001091687620723402,0.12903573102155577,0.0079843867878112,0.184,0.16208326586247182,4.642775045731668e-05,0.9921577116053749
7380537.01,CANDIDATE,0.0,0.001091200054607405,0.1783739456419869,0.05487584872240627,0.0,0.0007717938905440432,0.014749965479204931,0.987585305369192
8013419.01,CANDIDATE,0.0,0.0011497892495463604,0.1423149015932521,0.013687801357955852,0.21600000000000003,0.01604954780203022,0.0016866915890875569,0.9931678809665699
8018547.01,CANDIDATE,0.0,0.0011092941749121772,0.13487464854732895,0.012283924295601406,0.0,0.024249601345861075,0.0009499812784742389,0.9930971375843441
7825899.03,CANDIDATE,0.9507082380237267,0.0010987031553924677,0.12903819119025303,0.007222455472824484,0.867,0.27524213899861316,2.045954539090153e-05,0.9922509467694496
7938496.01,CANDIDATE,0.0,0.0011059895601259763,0.13071344892221182,0.009419424672811363,0.775,0.052460024459108516,0.0002760246854957432,0.9926646033180184
8552202.01,CANDIDATE,0.0,0.0010643568312211338,0.1308294283036551,0.009096336143274184,0.0,0.05975518017159512,0.00028435851253888033,0.9923098483246506
9140402.01,CANDIDATE,0.0,0.0010742706755797365,0.1312242268041237,0.008531833240397548,0.064,0.04756238155750305,0.0002508565278254693,0.9921020396393625
8951215.01,CANDIDATE,0.0,0.0011303136919129304,0.12937910028116215,0.007149201298914293,0.555,0.19053623890989402,0.00011026486560774672,0.9927584151944482
9347899.04,CANDIDATE,0.9568617536429167,0.0011057728640744221,0.1287680412371134,0.00808803752419064,0.33,0.2886756738144453,6.175365838964572e-06,0.9922654030258174
9904059.01,CANDIDATE,0.0,0.001113005094795042,0.13098992502343018,0.009219011381900483,0.0,0.08239628364244549,0.0002697743152133904,0.9929741056152559
2860866.01,CANDIDATE,0.0,0.0011289322545842727,0.13038191190253046,0.008768327483845574,0.0,0.06355201952579209,0.0003499457313683692,0.9927107403064265
10319385.01,CANDIDATE,0.0,0.0010795797288428134,0.13069119025304593,0.00939908813592679,0.14300000000000002,0.10321826260698527,0.00013168280110860902,0.991571848747573
10482160.01,CANDIDATE,0.0,0.0011063416912097518,0.12990042174320524,0.008838849345622726,0.0,0.11777125865747005,0.00015393411931378503,0.9924665987427671
3240158.03,CANDIDATE,0.9547274086244181,0.001098025980231361,0.12858575445173384,0.008754551120149574,0.5479999999999999,0.3972634135757549,6.57538953703516e-06,0.9919958092235529
10350571.02,CANDIDATE,0.9565007145952154,0.001089195616130529,0.12857157919400186,0.008769967527142718,0.8959999999999999,0.22188115348016893,4.9094575111120546e-05,0.9925965512601165
11013201.01,CANDIDATE,0.0,0.0011433696290190684,0.12792877225866917,0.007117787909600814,0.20144073748902558,0.019911689061581955,0.001460844876218542,0.9919999615525097
9414417.01,CANDIDATE,0.0,0.0010895206602078602,0.12792877225866917,0.007117787909600814,0.0,0.0683283874603102,0.00027510796452099814,0.992780330263942
6131236.01,CANDIDATE,0.0,0.001100626332850011,0.12971883786316776,0.008217928953324368,0.043,0.10666993474716435,0.00016610150679676516,0.9926165439550934
2307199.01,CANDIDATE,0.0,0.0012541283983696873,0.13429358013120898,0.010056089480762294,0.006,0.034744550420729915,0.0007824713549071837,0.9928160864299582
5956656.02,CANDIDATE,0.9682458365518319,0.0010826405605710158,0.12892830365510777,0.007171318922819563,0.0,0.39754327888441804,1.4384185476454612e-05,0.9921446394586593
2853446.01,CANDIDATE,0.0,0.0010846449990478918,0.12905025773195877,0.008175615836258077,0.0,0.1658148033113141,7.442940932225726e-05,0.9925704069666852
3942446.01,CANDIDATE,0.0,0.0011042018177006546,0.13242970946579194,0.010207957490077739,0.7979999999999999,0.054764248833768604,0.0005353733830781691,0.9925100444068513
6124941.01,CANDIDATE,0.0,0.0011044456007586528,0.12958880037488285,0.012395447239807133,0.0,0.10965516470623815,0.0001657681537150397,0.9925915530863723
4061149.01,CANDIDATE,0.0,0.001093908755251832,0.1287181349578257,0.008340604191950669,0.045,0.13251083158039698,7.91796907368454e-05,0.9926984371095177
1432789.02,CANDIDATE,0.9558139185600925,0.0010736476744315183,0.128732427366448,0.008072293108538067,0.002,0.22645228685500068,1.4850879790870285e-05,0.9921892385474538
8218274.01,CANDIDATE,0.0,0.0010970237609929231,0.2354381443298969,0.13848525601075873,0.0,0.0009769351617941462,0.028784130219847777,0.9198177588957881
6359320.03,CANDIDATE,0.9550988118818378,0.0010905770534591869,0.1286545220243674,0.008683373241053565,0.055,0.22803819027075867,1.5384244721631056e-05,0.9921478690478479
3859628.01,CANDIDATE,0.0,0.0011097004800088412,0.12998477038425493,0.00861875553514613,0.067,0.07476528955956308,0.0002039370815726075,0.9929214325534901
1431122.01,CANDIDATE,0.0,0.0011072084754159685,0.1290666588566073,0.007912552891396333,0.0,0.14659738544977646,7.401271797010043e-05,0.9922268786404967
8260218.01,CANDIDATE,0.0,0.001102657858333331,0.1544165885660731,0.024925378029979996,0.0,0.004489244785516918,0.004356016391004363,0.9921965820181088
12105051.01,CANDIDATE,0.0,0.0010849158691123345,0.1541237113402062,0.019834683635647984,0.001,0.008579009829448028,0.0020167111399957854,0.9900993867625291
10232123.01,CANDIDATE,0.0,0.0018115789909927578,0.17767104029990627,0.01627250959425329,0.0,0.014715523164069114,0.009666330982891312,0.9888836771179761
8313667.01,CANDIDATE,0.0,0.0011109193952988333,0.12941893158388004,0.008431462590612393,0.036000000000000004,0.16217655429869288,0.0001275158875870405,0.992260943116938
9595686.01,CANDIDATE,0.0,0.0010832093877063455,0.1371848641049672,0.014829271492767412,0.0,0.018241826053225045,0.0011024903133636476,0.9919783079259501
9605514.01,CANDIDATE,0.9574271077563411,0.001095723584683598,0.12949859418931584,0.00877423163971529,0.562,0.12989875536620737,0.00011851535438045242,0.9925054307080106
9605514.02,CANDIDATE,0.9559252603881611,0.0011266840330493983,0.12964386129334582,0.007193328303867223,0.38799999999999996,0.10368470478809054,0.00010651464343833505,0.9926246179280648
8158127.03,CANDIDATE,0.953462589245596,0.0011097004800088412,0.12863964386129334,0.008931019778922165,0.835,0.34157021715178426,8.983865552501782e-06,0.9926188508045137
