kepid_plnt,koi_disposition,max_ephemeris_corr,wst_robstat,tce_cap_stat,tce_hap_stat,koi_fwm_stat_sig,tce_rminmes,tce_max_mult_ev,tce_albedo_stat,tce_period,tce_prad,tce_model_snr
7601633.01,FALSE POSITIVE,0.0,2.759,146.4,23.15,,0.0107,292.3,-0.3693,15.6639,25.52,286.1
8242681.01,FALSE POSITIVE,0.0,42.97,551.6,153.0,0.0,0.020030000000000003,1090.0,1.88,4.020630000000001,16.78,1077.0
8260218.01,CANDIDATE,0.0,2.638,226.1,54.29,0.0,0.004868,529.8,0.6537,5.71482,9.408,510.3
8246781.01,FALSE POSITIVE,0.0,3.6430000000000002,499.0,85.1,0.0,0.0037549999999999997,958.2,2.637,185.023,40.48,892.7
8264070.01,FALSE POSITIVE,0.0,2.186,2.948,52.37,0.0,0.04187,54.7,-1.5330000000000001,2.8974,10.78,58.79
8222813.01,CONFIRMED,0.9520676176291263,2.96,41.84,4.067,0.0,0.04318,60.57,1.808,8.7042,3.025,68.05
8222813.02,CONFIRMED,0.9549660375586079,2.5,14.91,1.52,0.38799999999999996,0.08719,24.84,1.004,2.46697,1.7990000000000002,27.7
6362874.01,CONFIRMED,0.0,3.6039999999999996,32.4,4.065,,0.1928,24.32,-0.3448,0.9748469999999999,1.102,46.8
6272413.01,CONFIRMED,0.0,1.905,9.602,0.4198,0.031,0.1692,13.62,0.5565,4.8972,1.5630000000000002,15.57
8279765.01,FALSE POSITIVE,0.0,168.6,712.7,253.0,0.0,0.02375,2390.0,2.252,2.75779,21.63,1900.0
8330548.01,FALSE POSITIVE,0.0,5.073,-88.93,790.4,,0.0052,1058.0,-35.37,0.957073,12.13,702.3
3348082.01,FALSE POSITIVE,0.9548637106322853,2.634,-6.916,51.2,,0.1067,25.1,1.217,3.9822300000000004,3.21,22.27
3348082.02,CONFIRMED,0.9519716382329368,2.234,8.0,2.4459999999999997,,0.17,16.88,1.004,11.6348,2.9610000000000003,18.36
3348082.03,CONFIRMED,0.95452140421841,3.1310000000000002,7.443,0.7532,,0.3683,9.732000000000001,0.6592,33.1984,3.174,10.85
3853673.01,FALSE POSITIVE,0.0,5.705,13.33,18.73,0.0,0.3787,23.06,0.6317,0.6438010000000001,1.659,33.64
3447722.01,CONFIRMED,0.955533085905937,2.406,10.88,8.102,0.669,0.1187,26.2,2.093,16.0882,3.873,27.39
3447722.02,CONFIRMED,0.9511897312113348,2.2359999999999998,7.647,2.449,0.001,0.2227,15.47,0.8490000000000001,35.6757,3.0580000000000003,16.44
3447722.03,CONFIRMED,0.9574271077563805,1.345,10.11,4.0680000000000005,0.8109999999999999,0.1841,13.77,1.197,10.3007,2.6910000000000003,14.8
1432214.01,FALSE POSITIVE,0.0,7.505,358.8,111.6,0.278,0.004416,807.0,3.87,161.78799999999998,36.08,714.8
2165002.01,CONFIRMED,0.9539980920057067,2.292,18.84,3.694,0.054000000000000006,0.07619,31.12,1.73,16.5681,2.745,35.13
2165002.02,CONFIRMED,0.9519716382329857,4.197,6.898,3.2260000000000004,0.057,0.2751,13.27,2.6289999999999996,47.3331,2.7319999999999998,14.02
2441728.01,FALSE POSITIVE,0.0,1.994,5.2139999999999995,30.33,0.0,0.07799,25.67,0.7323,0.8568899999999999,0.8428,28.21
1871056.01,CONFIRMED,0.9574271077563474,2.83,16.16,4.941,0.187,0.1186,31.34,1.926,40.8063,3.94,32.55
1871056.02,CONFIRMED,0.9534625892455779,2.404,8.237,4.711,0.37,0.2186,14.67,1.692,140.105,4.351,17.43
12105051.01,CANDIDATE,0.0,1.983,223.6,38.77,0.001,0.009252,249.1,-4.801,2.6242400000000004,5.5489999999999995,360.5
8240904.01,CONFIRMED,0.9545214042183863,3.438,14.08,2.305,0.021,0.098,27.65,1.7069999999999999,6.61833,3.522,29.67
8240904.02,CONFIRMED,0.9636241116594284,3.13,11.73,1.042,0.085,0.2479,20.73,1.94,107.72200000000001,5.169,22.71
8374494.01,FALSE POSITIVE,0.0,50.21,-704.1,1263.0,0.0,0.0444,319.5,1.841,5.25194,15.21,216.2
3438507.01,CONFIRMED,0.0,2.5669999999999997,15.14,5.502999999999999,0.395,0.1275,23.7,1.6,8.39847,2.1109999999999998,24.73
3869014.01,CONFIRMED,0.0,3.1519999999999997,17.48,5.153,0.866,0.09319,29.93,1.0659999999999998,8.63848,6.622999999999999,32.79
1865042.01,CONFIRMED,0.0,1.7169999999999999,13.52,5.044,0.6409999999999999,0.1502,19.79,0.7969,3.48159,1.426,22.95
2438502.01,FALSE POSITIVE,0.0,23.48,164.3,78.71,0.0,0.0264,556.0,1.67,8.360610000000001,40.27,501.9
2309585.01,FALSE POSITIVE,0.0,6.553,-48.85,132.6,,0.01239,272.3,0.7281,1.83844,3.6689999999999996,35.76
5780460.01,CONFIRMED,0.0,5.111000000000001,64.08,14.25,0.0,0.02623,123.2,4.168,35.6176,5.249,120.5
8229696.01,CONFIRMED,0.0,2.339,19.7,4.178,0.0,0.08888,33.04,1.8119999999999998,10.1281,2.026,35.4
8262210.01,FALSE POSITIVE,0.0,5.93,-6.845,22.95,0.0,0.2323,13.16,0.7741,1.61295,1.3090000000000002,14.04
10272640.01,CONFIRMED,0.0,7.2379999999999995,258.7,86.86,0.0,0.005862,655.8,0.8148,3.77054,11.94,628.3
10232123.01,CANDIDATE,0.0,28.81,424.6,27.91,0.0,0.01583,1167.0,-7.962999999999999,1.34376,18.42,907.0
8415745.01,FALSE POSITIVE,0.0,3.383,38.4,15.72,0.0,0.03874,85.96,0.7835,31.8282,10.54,82.57
8378634.01,FALSE POSITIVE,0.0,11.33,-158.0,572.1,,0.05555,87.26,3.138,3.6294199999999996,2.7939999999999996,80.55
8346392.01,CONFIRMED,0.0,2.249,9.766,0.9151,0.895,0.17,17.51,2.26,5.72814,1.8769999999999998,19.85
8288947.01,CONFIRMED,0.0,2.154,14.31,2.011,0.09300000000000001,0.1755,24.51,1.016,3.75576,1.844,26.92
8312852.01,FALSE POSITIVE,0.0,2.755,-0.002306,48.24,0.0,0.1082,30.97,1.875,7.44042,2.7060000000000004,32.07
9480189.01,CONFIRMED,0.9547274086244122,1.83,40.79,10.39,0.529,0.023969999999999998,104.4,1.0759999999999998,6.5814699999999995,5.111000000000001,104.5
9480189.02,CONFIRMED,0.9574271077563434,3.602,19.42,2.8310000000000004,0.8759999999999999,0.06134,51.43,1.7990000000000002,24.6645,5.261,51.89
9480189.03,CONFIRMED,0.954913071624402,2.8169999999999997,18.45,3.147,0.645,0.056229999999999995,39.69,0.8408,2.3826400000000003,2.861,44.58
11974540.01,CONFIRMED,0.0,2.98,252.9,71.04,0.0,0.008129,431.8,-5.349,24.6692,78.02,455.0
9512687.01,CONFIRMED,0.0,2.613,32.01,10.11,0.38299999999999995,0.05604,44.96,2.2319999999999998,11.5152,3.654,49.99
8644288.01,CONFIRMED,0.9539392014169603,-1.7,228.9,31.37,,0.02178,399.4,0.0,14.8589,6.45,370.8
8644288.02,CONFIRMED,0.9551812048090806,2.2230000000000003,219.8,28.45,,0.00589,366.3,0.6955,7.641560000000001,5.507999999999999,359.8
8644288.03,CONFIRMED,0.9542474706772859,1.993,31.05,4.298,,0.04531,50.79,1.043,3.5047099999999998,2.144,57.39
5738346.01,FALSE POSITIVE,0.0,9.197000000000001,8.088,27.17,0.0,0.1041,38.14,0.4238,30.6114,5.577000000000001,33.96
1725016.01,CONFIRMED,0.0,2.347,12.68,6.164,0.943,0.1281,19.42,1.486,7.407360000000001,2.31,21.28
892772.01,FALSE POSITIVE,0.0,2.318,1.168,14.28,0.0,0.1533,15.18,1.156,5.09259,1.411,15.34
10166274.01,CONFIRMED,0.9550718099504792,1.889,25.84,12.16,0.531,0.050710000000000005,38.82,1.7380000000000002,3.35371,1.8969999999999998,44.43
10166274.02,CONFIRMED,0.9552185071036616,2.628,19.11,5.479,0.0,0.09639,29.3,1.896,6.877460000000001,2.01,35.94
10166274.03,CONFIRMED,0.950708238023706,1.939,12.62,3.512,0.07,0.1465,22.19,1.704,28.4646,2.017,25.92
8302450.01,FALSE POSITIVE,0.0,3.318,2.2119999999999997,14.41,0.0,0.1307,21.77,1.682,2.44199,1.393,23.25
8313667.01,CANDIDATE,0.0,2.943,12.72,4.005,0.036000000000000004,0.1739,22.41,0.8211,30.5876,3.569,23.57
8351704.01,CONFIRMED,0.0,1.986,9.831,1.205,0.75,0.1901,14.41,1.115,7.097110000000001,0.8658,16.4
8299955.01,FALSE POSITIVE,0.0,2.468,-95.44,222.0,0.0,0.1455,22.63,1.1059999999999999,2.68277,1.33,26.07
9513865.01,CONFIRMED,0.0,2.508,30.01,7.016,0.8490000000000001,0.056139999999999995,42.13,1.933,3.6014699999999995,3.11,47.61
9595686.01,CANDIDATE,0.0,1.92,79.01,23.51,0.0,0.01961,139.4,0.08598,3.1082400000000003,4.363,150.3
9605514.01,CANDIDATE,0.9574271077563214,2.3819999999999997,13.4,5.05,0.562,0.1393,21.33,1.4569999999999999,40.7157,2.895,22.9
9605514.02,CANDIDATE,0.9559252603881921,3.525,14.64,0.2303,0.38799999999999996,0.1112,19.89,1.767,25.8476,2.5789999999999997,20.9
9605514.03,FALSE POSITIVE,0.9534625892455844,2.492,5.104,-0.4144,0.809,0.4465,7.5120000000000005,1.797,66.7903,2.57,8.517999999999999
9661877.01,FALSE POSITIVE,0.0,1.9969999999999999,-50.17,117.8,0.0,0.0595,54.39,0.665,20.4272,5.627000000000001,36.03
5728283.01,FALSE POSITIVE,0.0,94.07,1072.0,390.9,0.0,0.01842,2130.0,2.306,6.19827,19.85,1959.0
8125580.01,CONFIRMED,0.0,2.363,21.61,4.588,0.09300000000000001,0.08113,33.5,1.591,17.3171,2.029,36.15
8158127.01,CONFIRMED,0.9543731060113432,2.7239999999999998,25.96,2.3209999999999997,0.040999999999999995,0.06797,38.59,1.409,9.42886,4.758,43.89
8158127.02,CONFIRMED,0.9550329376980138,1.676,11.9,3.003,0.196,0.2012,15.52,0.7381,4.08893,2.6289999999999996,15.56
8158127.03,CANDIDATE,0.9534625892455791,2.898,6.068,5.528,0.835,0.3662,8.187000000000001,1.7519999999999998,16.9977,3.9539999999999997,8.805
10158990.01,FALSE POSITIVE,0.0,2.127,-19.74,18.55,0.0,0.1749,18.01,0.5898,1.09656,1.068,17.49
10149023.01,FALSE POSITIVE,0.0,2.488,18.26,3.306,0.47700000000000004,0.1202,28.36,0.344,9.9564,4.691,31.59
10141900.01,CANDIDATE,0.9551338658818012,1.945,9.984,4.792,0.009000000000000001,0.1406,15.91,0.8258,6.50327,1.9669999999999999,16.93
10141900.02,CANDIDATE,0.9546900922825519,1.86,6.959,2.1319999999999997,0.013000000000000001,0.141,13.65,0.3823,1.19654,1.482,15.56
10141900.03,CONFIRMED,0.9549061367629227,2.8539999999999996,9.704,0.1932,0.887,0.2897,11.02,0.7463,4.09668,1.641,12.41
10141900.04,CANDIDATE,0.9534625892456239,3.35,6.794,-0.7334,0.244,0.4117,7.656000000000001,0.613,9.65509,1.775,9.61
8410727.01,CONFIRMED,0.9564144928693339,1.8319999999999999,16.44,6.622000000000001,1.0,0.1401,23.0,1.449,11.4761,2.197,24.14
8410727.02,CONFIRMED,0.9566892062149457,2.66,8.282,3.7260000000000004,0.04,0.2973,10.75,1.5330000000000001,25.2652,1.7209999999999999,10.84
8278371.01,CONFIRMED,0.0,0.7936,24.31,2.176,0.166,0.08851,29.28,-0.3561,0.677372,0.9233,32.35
8280511.01,CONFIRMED,0.956813961931203,3.325,20.46,3.227,,0.09416000000000001,29.56,2.253,10.4355,1.435,31.02
8280511.02,CONFIRMED,0.9541738631895628,2.625,15.17,1.84,,0.1248,21.52,1.349,7.41087,1.122,23.0
8280511.03,CONFIRMED,0.9548092884891904,2.4859999999999998,8.602,0.2201,,0.2368,12.19,0.8834,5.2497300000000005,0.7882,13.63
8280511.04,CANDIDATE,0.9517785209496986,2.039,5.332999999999999,2.394,,0.4093,8.377,0.7011,17.4535,0.8732,9.999
8280511.05,CANDIDATE,0.9555330859059272,1.06,4.284,0.9967,,0.3081,7.773,0.6584,21.7201,0.9164,9.272
9710326.01,CONFIRMED,0.0,2.171,24.1,9.154,0.8690000000000001,0.07285,45.71,2.08,28.5991,1.9609999999999999,46.26
9761882.01,CONFIRMED,0.0,2.635,18.68,4.123,0.0,0.1023,30.48,2.17,24.5871,2.571,34.26
5297298.01,CANDIDATE,0.0,3.8789999999999996,681.5,125.0,0.21100000000000002,0.003565,1313.0,1.5130000000000001,34.1936,22.19,1303.0
9766437.01,CONFIRMED,0.0,2.717,36.06,6.037000000000001,0.775,0.05279,52.61,1.893,12.5325,3.372,59.13
9772531.01,CANDIDATE,0.0,3.397,327.3,53.0,0.535,0.0046890000000000005,595.1,3.292,31.2017,8.498,614.9
9775938.01,CONFIRMED,0.9589801130069453,2.57,39.22,14.07,0.442,0.03179,103.3,0.7563,13.1972,4.331,102.7
9775938.02,CONFIRMED,0.9534625892455907,2.8989999999999996,16.23,6.517,0.861,0.08366,34.6,0.8164,33.6528,3.641,36.4
8176653.01,FALSE POSITIVE,0.0,2.376,21.68,6.475,0.0,0.0747,36.52,1.375,2.86669,2.426,47.14
8174625.01,CONFIRMED,0.0,3.484,23.4,3.9219999999999997,0.062,0.07904,39.72,2.253,17.4449,3.214,41.27
8183911.01,FALSE POSITIVE,0.0,5.091,-7.445,44.17,0.0,0.2029,14.45,0.5147,8.30696,3.889,15.71
10157458.01,CONFIRMED,0.0,2.673,13.53,5.356,0.488,0.1781,18.45,1.2990000000000002,7.3368199999999995,1.7530000000000001,20.19
4649305.01,CANDIDATE,0.0,24.52,108.8,21.02,0.08800000000000001,0.1028,182.1,2.2430000000000003,22.6512,7.6,181.8
10148521.01,FALSE POSITIVE,0.0,4.437,-86.82,132.0,0.0,0.1116,27.42,1.112,1.20428,1.3090000000000002,31.29
10118816.01,CANDIDATE,0.0,1.945,7.672999999999999,2.19,0.0,0.2266,12.75,1.128,7.71793,1.117,14.5
10122255.01,CONFIRMED,0.0,2.5,20.35,4.936,0.423,0.07346,32.01,1.81,27.6654,2.477,33.98
3835670.01,CONFIRMED,0.0,2.124,92.54,15.9,0.8590000000000001,0.01875,170.1,1.4380000000000002,14.5573,4.629,167.2
10287248.01,FALSE POSITIVE,0.0,354.7,889.4,386.1,0.0,0.03965,4807.0,12.65,4.7222599999999995,14.54,3275.0
10351767.01,FALSE POSITIVE,0.0,28.02,0.0,0.0,,0.4419,751.7,-6.42,1.27017,22.03,655.1
10295951.01,CANDIDATE,0.0,45.39,981.0,362.0,0.0,0.009629,2688.0,0.4817,6.81082,25.77,2451.0
10514770.01,FALSE POSITIVE,0.0,18.15,78.64,26.3,0.0,0.05575,137.6,3.78,1.87242,5.025,156.1
9787239.01,CONFIRMED,0.9532733913889823,2.6660000000000004,33.26,7.79,0.0,0.0627,44.17,2.494,5.90129,2.2319999999999998,49.57
9787239.02,CONFIRMED,0.9607689228305281,1.93,21.1,4.169,0.027000000000000003,0.09182,31.42,1.421,22.7808,2.261,38.04
9787239.03,CONFIRMED,0.9548637106322198,2.59,20.29,5.0680000000000005,0.0,0.1048,31.8,2.577,8.75211,2.363,34.72
9787239.04,CONFIRMED,0.9542042949892448,2.08,7.263999999999999,0.98,0.9390000000000001,0.1504,15.25,1.2109999999999999,2.89601,1.209,17.4
9787239.05,CONFIRMED,0.9547945073014916,1.148,8.595,1.564,0.10400000000000001,0.16899999999999998,11.13,0.473,0.742957,0.856,13.71
2309719.01,FALSE POSITIVE,0.0,2.8339999999999996,304.0,79.94,0.0,0.006486,570.4,1.807,54.3563,22.88,545.0
2716853.01,CONFIRMED,0.0,2.735,12.95,5.155,0.11,0.09511,25.11,1.148,18.8274,2.793,26.94
2445154.01,FALSE POSITIVE,0.0,2.044,-61.4,122.1,0.0,0.0563,40.86,2.188,8.41208,2.117,29.74
2715135.01,CONFIRMED,0.0,2.279,27.5,8.452,0.0,0.06059,44.49,1.493,5.74771,2.0340000000000003,50.14
3247268.01,CONFIRMED,0.9428090415820546,3.9789999999999996,122.6,37.64,0.0,0.01526,229.1,3.1510000000000002,86.6786,9.883,226.5
3247268.02,CANDIDATE,0.9538532725602012,1.179,41.72,11.29,0.0,0.0338,81.52,1.048,12.2183,5.18,81.8
3232859.01,FALSE POSITIVE,0.0,69.66,26.13,139.8,0.0,0.03428,230.3,2.326,8.38722,17.17,183.4
10352945.01,FALSE POSITIVE,0.0,3.403,-47.09,117.8,0.0,0.1168,22.51,2.0540000000000003,6.47171,2.307,24.76
10354039.01,CANDIDATE,0.0,2.907,29.2,5.752999999999999,0.255,0.06792999999999999,58.21,2.648,64.6175,5.395,55.37
10330115.01,CONFIRMED,0.0,2.557,12.94,3.7939999999999996,0.0,0.08545,32.68,1.915,13.2141,2.765,34.86
10426656.01,CONFIRMED,0.9542374472274374,2.189,23.4,7.809,0.644,0.08417000000000001,27.37,1.422,6.05731,2.241,31.75
10426656.02,CONFIRMED,0.9548637106322595,2.224,13.14,2.548,0.785,0.1235,20.16,1.053,10.9373,2.336,22.3
10426656.03,CONFIRMED,0.9540333540912702,1.315,12.68,0.7932,0.48200000000000004,0.1324,19.35,0.6219,2.97136,1.7009999999999998,21.62
9820483.01,CONFIRMED,0.0,1.839,84.23,18.82,0.65,0.01874,152.5,0.5848,3.5841,4.842,161.1
9941662.01,CONFIRMED,0.0,19.48,0.0,0.0,,0.001809,6791.0,-63.74,1.7635900000000002,21.55,5052.0
7778437.01,CONFIRMED,0.0,1.98,430.4,99.08,0.0,0.003795,782.2,-2.8680000000000003,5.01423,10.69,764.2
9823457.01,CONFIRMED,0.9552844110583143,2.149,34.59,9.272,0.0,0.05426,49.55,1.5919999999999999,8.11528,3.072,54.42
9823457.02,CONFIRMED,0.9617692030835729,2.85,20.27,6.907,0.0,0.1019,30.91,1.9680000000000002,36.925,2.9930000000000003,33.68
2574201.01,FALSE POSITIVE,0.0,3.637,-3.365,32.33,0.0,0.1774,17.83,0.2238,37.4786,2.9760000000000004,16.15
2166206.01,FALSE POSITIVE,0.0,2.7889999999999997,-21.58,57.46,0.0,0.07466,31.48,1.121,8.096969999999999,3.752,28.29
2164169.01,CANDIDATE,0.0,3.52,13.66,3.468,0.096,0.1171,26.9,2.333,32.3124,4.651,29.04
2574338.01,CANDIDATE,0.0,1.864,11.44,6.063,0.087,0.2021,16.37,1.385,9.22958,3.1710000000000003,17.86
2584163.01,CONFIRMED,0.0,1.531,7.757000000000001,2.31,0.161,0.2756,12.68,1.058,14.5598,1.76,13.41
4180280.01,CONFIRMED,0.0,2.096,118.9,17.52,0.0,0.010029999999999999,218.1,0.9044,4.17625,3.141,220.4
2721030.01,CONFIRMED,0.0,1.7530000000000001,23.06,6.526,0.001,0.06961,37.2,1.196,6.10025,2.725,40.9
3329204.01,CANDIDATE,0.0,3.161,42.89,12.93,0.0,0.04177,81.97,2.134,51.5981,7.5520000000000005,78.71
10528068.01,CONFIRMED,0.0,3.6069999999999998,55.07,4.9639999999999995,0.687,0.038130000000000004,89.58,2.6719999999999997,158.684,3.2289999999999996,89.38
10468940.01,CONFIRMED,0.9545902804608808,2.5340000000000003,22.38,-4.087,0.16399999999999998,0.09826,29.48,1.055,2.93653,2.247,33.98
10468940.02,CONFIRMED,0.9557790087219865,3.377,13.51,-0.04469,0.485,0.1227,22.86,2.347,8.01498,2.739,25.26
9825625.01,CONFIRMED,0.0,1.5290000000000001,31.11,4.282,0.397,0.0643,45.44,1.111,7.039,2.8339999999999996,51.38
9875711.01,CONFIRMED,0.0,2.5980000000000003,64.51,10.5,0.0,0.02338,111.3,0.7340000000000001,8.36087,4.0169999999999995,113.5
7661409.01,FALSE POSITIVE,0.0,3.842,-66.66,253.8,0.0,0.1108,42.97,0.9309999999999999,3.14052,3.635,50.05
1026957.01,CANDIDATE,0.0,3.117,24.49,11.55,0.608,0.0322,96.21,2.335,21.7613,2.944,97.07
8176650.01,FALSE POSITIVE,0.0,25.95,802.7,146.9,0.0,0.005065999999999999,1527.0,4.269,15.8011,15.66,1427.0
5899544.01,FALSE POSITIVE,0.0,5.797999999999999,-21.67,208.0,0.0,0.023540000000000002,188.9,2.219,1.7394,4.302,84.52
5963222.01,FALSE POSITIVE,0.0,8.664,299.1,573.0,,0.006174,1791.0,-86.37,1.21726,13.71,1052.0
5982353.01,FALSE POSITIVE,0.0,47.49,1164.0,164.9,0.0,0.01207,2029.0,1.775,19.5631,23.74,1999.0
6205468.01,FALSE POSITIVE,0.0,4.237,-17.65,145.9,,0.0683,94.5,1.787,3.72285,3.6319999999999997,97.59
8506766.01,FALSE POSITIVE,0.0,2.699,214.2,29.36,0.0,0.007603,362.1,1.501,48.9379,23.88,362.5
3240706.01,FALSE POSITIVE,0.0,26.8,5.126,34.13,0.0,0.1348,29.51,1.036,5.48991,3.5039999999999996,33.3
2853093.01,CONFIRMED,0.0,3.0780000000000003,31.04,5.534,0.047,0.06146,55.33,2.131,161.528,8.196,54.22
3228824.01,FALSE POSITIVE,0.0,0.02102,0.6878,7.019,0.0,0.3953,19.32,-0.1235,0.730893,0.6307,11.47
3245969.01,CONFIRMED,0.0,2.524,13.26,-0.6017,0.0,0.1176,20.38,1.896,11.3911,2.733,22.1
10341831.01,FALSE POSITIVE,0.0,4.97,-2.803,11.43,0.0,0.1878,19.35,0.5635,0.9337190000000001,0.4558,17.51
10337517.01,CANDIDATE,0.9539143602206173,2.489,33.12,3.345,0.18899999999999997,0.055060000000000005,48.29,2.061,7.05395,2.35,55.65
10337517.02,CONFIRMED,0.9542865524607688,2.519,7.475,1.156,0.731,0.3006,9.917,0.6977,4.292669999999999,0.8344,10.56
10351231.01,CANDIDATE,0.0,2.8360000000000003,14.46,-0.8048,0.0,0.1541,18.01,1.745,7.6746300000000005,2.785,20.82
8561063.01,CONFIRMED,0.9549390797340933,2.07,70.42,30.04,0.0,0.03755,70.82,1.2770000000000001,1.21377,0.6856,89.91
8561063.03,CONFIRMED,0.954798012337288,9.968,13.48,20.71,0.005,0.5107,10.46,0.8992,0.9065610000000001,0.2611,20.8
8892910.01,FALSE POSITIVE,0.0,15.84,417.7,65.07,0.0,0.0048119999999999994,734.4,2.0140000000000002,10.8101,14.24,728.9
10657664.01,FALSE POSITIVE,0.0,1818.0,1390.0,294.7,0.0,0.05591,5358.0,2.26,3.2737,35.4,4121.0
3337351.01,FALSE POSITIVE,0.0,5.025,-330.2,654.4,0.0,0.03225,1293.0,-2.489,7.04712,39.2,679.5
5817553.01,FALSE POSITIVE,0.0,4.077,-115.0,192.7,,0.1176,55.1,0.8959999999999999,4.20608,5.745,66.35
5982368.01,FALSE POSITIVE,0.0,4.798,-242.4,370.4,0.0,0.014780000000000001,262.1,2.272,19.5631,9.059,190.1
5816811.01,FALSE POSITIVE,0.0,29.17,-59.44,128.8,,0.1014,103.1,1.24,4.455430000000001,4.988,73.16
5816165.01,FALSE POSITIVE,0.0,3.161,20.92,10.32,0.001,0.06377000000000001,26.98,-0.1898,0.591901,1.702,30.73
7102227.01,CONFIRMED,0.9486832980505054,2.641,20.45,4.637,0.3,0.09876,32.54,2.426,36.7705,3.22,35.48
7102227.02,CONFIRMED,0.9548637106322422,2.7539999999999996,14.4,2.396,0.478,0.1156,25.36,2.536,14.5893,2.877,28.04
7102227.03,CANDIDATE,0.9545393401127726,1.449,5.824,0.6595,0.38299999999999995,0.1729,11.5,0.4796,0.764008,0.8903,10.68
6960913.01,CONFIRMED,0.0,2.741,26.68,1.525,0.024,0.08143,41.29,1.983,59.878,2.362,43.98
6837146.01,CANDIDATE,0.0,2.504,14.4,6.926,0.0,0.09509,27.99,1.32,20.5136,2.565,29.75
11122894.02,CONFIRMED,0.9486832980505162,1.8730000000000002,44.35,11.38,0.038,0.03441,92.36,2.2569999999999997,150.02100000000002,7.119,81.16
11122894.03,CANDIDATE,0.9597148699374202,3.069,32.64,8.096,0.584,0.05297,55.26,2.764,38.8688,3.555,57.48
11122894.01,CONFIRMED,0.9486832980505205,-0.6476,65.1,9.722999999999999,0.235,0.03957,135.4,0.0,74.931,5.666,122.8
11129738.01,CONFIRMED,0.9550531596648102,2.158,15.74,5.156000000000001,0.611,0.1181,26.91,0.9515,2.61301,1.264,29.58
11129738.02,CANDIDATE,0.9545596945850211,1.614,2.949,0.9690000000000001,0.012,0.2933,8.39,0.4076,4.884519999999999,0.9002,8.805
11401182.01,CONFIRMED,0.0,2.0269999999999997,38.2,12.02,0.002,0.043289999999999995,42.13,-0.5748,0.927861,1.52,53.3
11030711.01,CANDIDATE,0.0,3.5589999999999997,24.99,7.255,0.355,0.07123,45.57,2.952,205.912,5.084,44.22
11512246.03,CONFIRMED,0.9534625892455346,3.048,18.16,4.065,,0.1678,21.7,2.125,7.10703,1.875,23.36
11512246.01,CONFIRMED,0.9558603793170636,3.054,44.78,5.955,,0.05825,64.2,2.674,10.7424,3.6910000000000003,72.26
11512246.02,CONFIRMED,0.9578756564377121,2.4859999999999998,16.6,3.113,,0.1071,31.08,1.85,15.2744,2.427,32.12
6607286.01,CANDIDATE,0.9547664360295699,2.162,25.9,4.367,0.0,0.07819,34.99,-1.973,0.783271,2.13,37.12
6607286.02,CANDIDATE,0.9552905094032922,3.009,13.49,-0.9353,0.0,0.1499,20.46,1.328,3.17406,2.447,23.06
6690082.01,CONFIRMED,0.9551074367983369,1.854,28.72,6.944,0.037000000000000005,0.05435,40.35,0.4272,2.13956,2.102,46.95
6690082.02,CONFIRMED,0.9537701082309071,2.6839999999999997,19.7,2.195,0.807,0.1544,23.29,1.3259999999999998,4.80711,2.7060000000000004,30.97
6448890.01,CONFIRMED,0.955533085905913,2.263,17.17,0.7231,0.036000000000000004,0.1156,27.98,1.598,21.4054,11.17,29.76
6448890.02,CONFIRMED,0.9565007145952057,1.3769999999999998,14.71,-1.99,0.048,0.1477,19.49,-0.5662,10.5007,11.8,21.58
10730034.01,CONFIRMED,0.9547274086243821,2.7289999999999996,14.98,6.651,0.01,0.1516,20.75,1.123,2.63381,1.714,22.6
10730034.02,CONFIRMED,0.9532647549060724,2.201,9.58,0.6249,0.08199999999999999,0.2906,11.19,0.7535,6.1866900000000005,1.422,12.0
10858691.01,CONFIRMED,0.954900910457277,2.293,12.78,0.6088,0.242,0.1358,17.92,0.8604,1.7963099999999999,1.318,18.76
10858691.02,CONFIRMED,0.9546841946015564,2.119,6.638999999999999,0.4313,0.037000000000000005,0.1582,14.93,1.6440000000000001,3.46809,1.567,16.67
10858691.03,CONFIRMED,0.9551704547406525,1.7180000000000002,12.57,0.1731,0.135,0.3172,11.95,1.136,5.9143,1.5919999999999999,15.08
10858691.04,CONFIRMED,0.9599836599916485,2.667,6.972,3.5189999999999997,0.001,0.3542,9.017999999999999,0.9259999999999999,29.2213,1.81,10.49
8107380.01,CONFIRMED,0.0,2.76,60.54,6.3229999999999995,0.036000000000000004,0.02997,95.65,2.083,14.0064,3.214,96.12
6936909.01,CONFIRMED,0.9536895771287061,2.557,14.76,1.594,0.33799999999999997,0.1003,23.15,1.4180000000000001,3.54651,2.391,25.22
6936909.02,CONFIRMED,0.9549227165776049,2.512,2.461,1.9240000000000002,0.0,0.2856,11.39,0.6634,5.700740000000001,1.9140000000000001,13.35
6962977.01,CONFIRMED,0.9561828874674738,1.804,17.32,3.543,0.0,0.131,26.06,0.8192,7.0556600000000005,2.228,27.7
6962977.02,CONFIRMED,0.9546152746424663,2.795,13.16,1.338,0.996,0.1206,22.09,2.852,11.9789,2.741,23.67
6962977.03,CONFIRMED,0.9568139619311798,2.948,11.54,2.585,0.001,0.1606,19.91,2.491,20.8341,2.6210000000000004,21.52
6962977.04,CONFIRMED,0.955248658727105,2.613,12.32,1.24,0.5820000000000001,0.2261,14.92,2.237,3.7154300000000005,1.9980000000000002,16.29
