# Kepler ID, Theta 1, Theta 2
008678594,0.642,0.767
009898017,0.641,0.668
007091432,0.641,0.694
011821363,0.641,0.643
004245861,0.641,0.734
009880190,0.641,0.618
008495415,0.641,0.704
003645438,0.640,0.729
010199984,0.640,0.636
009896018,0.640,0.707
010916600,0.640,0.630
005651846,0.640,0.727
007455287,0.639,0.614
010118816,0.638,0.701
007379385,0.638,0.539
010679583,0.638,0.692
011401767,0.638,0.638
010922659,0.637,0.700
001718189,0.637,0.588
008022489,0.637,0.658
012256520,0.637,0.637
008480285,0.637,0.777
006206559,0.636,0.595
011414511,0.636,0.736
010485250,0.636,0.767
003247268,0.636,0.767
009071386,0.636,0.767
006046540,0.636,0.736
009651668,0.636,0.736
008544996,0.636,0.736
008605074,0.636,0.736
006470149,0.636,0.767
008845026,0.636,0.767
002437209,0.636,0.646
004365645,0.636,0.784
009757613,0.635,0.622
011818872,0.635,0.628
011098013,0.635,0.777
005544903,0.635,0.652
007918992,0.635,0.641
006290935,0.635,0.686
009839030,0.635,0.693
008247770,0.634,0.677
009071593,0.634,0.750
008229458,0.634,0.619
006964159,0.633,0.688
008077137,0.633,0.619
004263293,0.632,0.792
009892816,0.632,0.655
007841925,0.632,0.646
008814872,0.632,0.738
009025971,0.631,0.740
003336476,0.631,0.659
008490993,0.631,0.711
006600515,0.631,0.637
006929285,0.631,0.681
012505503,0.631,0.673
006198999,0.631,0.816
009520838,0.631,0.789
008282651,0.630,0.765
004454752,0.630,0.616
002438513,0.630,0.616
009963524,0.630,0.616
006468337,0.630,0.616
009283156,0.629,0.665
004858610,0.629,0.703
005450893,0.629,0.692
009147012,0.629,0.786
008950568,0.629,0.698
011246161,0.628,0.782
009872831,0.628,0.646
003342467,0.628,0.778
010518399,0.628,0.756
010963065,0.628,0.617
003554031,0.627,0.573
003234598,0.627,0.651
004951249,0.627,0.690
007047363,0.626,0.664
006221385,0.626,0.606
004676964,0.626,0.684
012266636,0.625,0.630
003248501,0.625,0.614
009716028,0.625,0.659
008257205,0.625,0.741
005860968,0.625,0.665
010880507,0.624,0.668
010858691,0.624,0.742
003231341,0.624,0.506
010090257,0.624,0.514
009217583,0.624,0.633
009020160,0.624,0.601
010658177,0.623,0.643
011244137,0.622,0.735
001995519,0.622,0.599
004861791,0.622,0.677
008751796,0.622,0.696
006975615,0.622,0.654
006124512,0.621,0.703
005471792,0.621,0.826
003240158,0.621,0.662
010670119,0.621,0.703
007272132,0.620,0.643
006615511,0.620,0.709
008394721,0.620,0.625
007768952,0.620,0.694
011754553,0.620,0.742
005088400,0.620,0.593
005080636,0.619,0.648
010610039,0.619,0.641
004914566,0.619,0.624
008288947,0.619,0.796
006422155,0.618,0.705
007503885,0.618,0.693
002584163,0.618,0.650
009468551,0.618,0.692
008212002,0.618,0.626
011285870,0.618,0.744
008581240,0.618,0.692
009177629,0.617,0.749
010362031,0.616,0.722
005552562,0.616,0.640
012156347,0.616,0.662
009836149,0.616,0.640
008126558,0.615,0.600
010397751,0.615,0.655
009641076,0.615,0.612
009936080,0.615,0.645
005710069,0.614,0.662
010617638,0.614,0.684
006358937,0.614,0.670
005386163,0.614,0.815
007285757,0.613,0.650
008481129,0.613,0.762
008525286,0.613,0.561
003219037,0.613,0.656
009896018,0.612,0.661
008018547,0.612,0.778
005195172,0.612,0.690
011122894,0.612,0.775
007596240,0.611,0.644
008359569,0.611,0.694
007303253,0.611,0.564
011442793,0.611,0.682
010684670,0.611,0.603
007778621,0.611,0.639
006062929,0.611,0.624
010328458,0.610,0.757
004939533,0.610,0.675
005308296,0.609,0.592
001718189,0.609,0.713
008490993,0.609,0.830
006937529,0.609,0.616
008280511,0.609,0.644
009828127,0.609,0.599
003234598,0.608,0.653
011176166,0.608,0.635
011658036,0.608,0.661
005007345,0.608,0.744
007661893,0.608,0.595
009850966,0.607,0.637
007840044,0.607,0.595
009851970,0.607,0.602
007288444,0.607,0.687
003348216,0.607,0.614
007769819,0.606,0.634
008652577,0.606,0.676
008556077,0.606,0.808
007595157,0.606,0.616
007884986,0.606,0.711
008480582,0.605,0.680
005551672,0.605,0.762
007033233,0.605,0.628
006697756,0.605,0.684
003547760,0.604,0.659
007515762,0.604,0.644
008197793,0.604,0.667
011775507,0.604,0.574
008321314,0.603,0.618
004164994,0.603,0.726
001717722,0.602,0.634
007777397,0.602,0.686
010328393,0.602,0.623
011912987,0.602,0.584
003644399,0.602,0.662
011037818,0.601,0.678
010663976,0.601,0.633
005106313,0.601,0.647
006034379,0.600,0.730
005036705,0.600,0.614
007259298,0.600,0.679
005525484,0.600,0.602
005897826,0.600,0.778
009474232,0.600,0.712
006369131,0.599,0.635
003559860,0.599,0.657
008442463,0.599,0.640
005792202,0.599,0.564
006381846,0.599,0.828
009006186,0.598,0.589
006429812,0.598,0.684
003348082,0.597,0.657
011497958,0.597,0.632
007174351,0.597,0.653
009838804,0.596,0.635
004263293,0.596,0.563
005938970,0.596,0.569
009849884,0.596,0.597
005342473,0.596,0.711
008548454,0.596,0.740
009071593,0.596,0.650
007289338,0.596,0.667
010480982,0.596,0.709
009873759,0.595,0.631
005702939,0.595,0.724
006373680,0.595,0.629
008087812,0.594,0.749
002973386,0.594,0.574
008278073,0.594,0.620
009872283,0.594,0.811
010468940,0.593,0.679
006525185,0.593,0.697
009411412,0.593,0.561
005542466,0.593,0.600
009509343,0.593,0.608
006041734,0.593,0.721
003241557,0.593,0.621
008081899,0.592,0.685
005471108,0.592,0.788
007703955,0.592,0.561
007206422,0.592,0.678
005531576,0.592,0.708
005129453,0.591,0.621
008525101,0.591,0.607
007134976,0.591,0.593
008644365,0.590,0.586
011389771,0.590,0.625
010271806,0.590,0.782
007100673,0.589,0.734
006206470,0.589,0.622
008559644,0.589,0.641
011905409,0.589,0.666
009026248,0.589,0.595
010964440,0.588,0.680
008426567,0.588,0.616
008379705,0.588,0.611
004474462,0.587,0.649
009842890,0.587,0.598
007376983,0.587,0.604
011080405,0.587,0.634
009950612,0.586,0.619
009837661,0.586,0.590
009452897,0.586,0.635
010669994,0.585,0.635
003356156,0.585,0.651
009966219,0.585,0.643
005652237,0.585,0.760
009595686,0.584,0.364
009880467,0.584,0.733
004077526,0.584,0.550
006948054,0.584,0.571
003098843,0.583,0.610
011124436,0.583,0.728
006366559,0.583,0.617
006752002,0.582,0.639
005689351,0.582,0.659
003756264,0.582,0.707
009026007,0.582,0.680
004365442,0.581,0.675
009272070,0.581,0.667
009851360,0.581,0.618
009415108,0.581,0.613
010068024,0.581,0.740
005105886,0.581,0.627
006264750,0.580,0.645
003120308,0.580,0.578
006864893,0.580,0.549
008301878,0.580,0.652
008352009,0.579,0.658
004556468,0.579,0.648
008630788,0.579,0.574
009205938,0.578,0.729
009288237,0.578,0.706
009142225,0.578,0.668
011255231,0.578,0.658
007659389,0.578,0.525
006026438,0.578,0.638
004241238,0.578,0.665
012737015,0.578,0.600
009006449,0.578,0.555
006223324,0.578,0.621
011090556,0.577,0.672
011570749,0.577,0.821
009020114,0.577,0.654
006586746,0.577,0.598
010747501,0.577,0.609
012017109,0.577,0.623
003646449,0.577,0.639
010464050,0.577,0.603
007038988,0.576,0.669
009221528,0.576,0.695
009536108,0.576,0.572
012204137,0.576,0.647
005181299,0.576,0.771
007984574,0.576,0.606
007620413,0.575,0.818
010872983,0.575,0.625
010186945,0.574,0.780
006043562,0.574,0.644
008753896,0.573,0.614
011125613,0.573,0.580
010023469,0.573,0.658
010864531,0.573,0.611
008110767,0.573,0.569
006525106,0.572,0.652
006705026,0.572,0.641
008044600,0.572,0.651
006516185,0.571,0.744
007762153,0.571,0.633
005544450,0.571,0.583
004935172,0.571,0.659
012216278,0.571,0.607
009366617,0.570,0.757
010027323,0.570,0.553
010863608,0.570,0.596
010793172,0.570,0.586
002569516,0.570,0.594
005164255,0.569,0.510
004770174,0.569,0.732
008746295,0.568,0.636
011601584,0.568,0.600
002854698,0.568,0.609
008946267,0.568,0.727
003119256,0.568,0.607
010525049,0.568,0.583
007889486,0.567,0.640
003444098,0.567,0.543
004725681,0.566,0.730
003128552,0.566,0.584
009843517,0.566,0.637
009391208,0.566,0.565
006615600,0.565,0.737
004633570,0.565,0.508
008494783,0.565,0.636
002985767,0.564,0.777
003101178,0.564,0.800
005307568,0.564,0.600
005981058,0.563,0.724
009636563,0.563,0.650
004391348,0.563,0.613
006705137,0.563,0.623
005211922,0.563,0.504
008891684,0.563,0.567
005124254,0.563,0.620
011671579,0.563,0.672
011513441,0.563,0.597
009224514,0.563,0.624
011021266,0.562,0.659
003002478,0.562,0.671
006359929,0.562,0.670
002452289,0.562,0.744
005972334,0.562,0.690
008280511,0.562,0.645
007747425,0.561,0.603
008493354,0.561,0.664
011403389,0.561,0.586
007100673,0.561,0.528
004915638,0.560,0.596
006685526,0.560,0.810
008560804,0.560,0.650
004548011,0.560,0.625
007430034,0.559,0.692
005780715,0.558,0.772
009002278,0.558,0.613
010583180,0.558,0.680
006116172,0.558,0.785
010397751,0.557,0.621
006592832,0.557,0.555
008866137,0.557,0.515
001164301,0.557,0.670
010471621,0.557,0.575
003955444,0.557,0.619
008628761,0.557,0.738
011285136,0.557,0.511
009027909,0.557,0.606
001724513,0.556,0.603
009845909,0.556,0.587
005358624,0.556,0.636
009087853,0.556,0.662
005436338,0.556,0.611
006756669,0.556,0.636
007017372,0.556,0.636
009772531,0.556,0.636
011359879,0.556,0.636
007131760,0.555,0.561
004139254,0.555,0.644
011670125,0.554,0.602
010621666,0.553,0.784
003751118,0.553,0.597
006103377,0.553,0.628
008836888,0.552,0.643
010141900,0.552,0.615
002853029,0.551,0.589
009020114,0.551,0.621
004172805,0.551,0.576
010468885,0.551,0.687
009282853,0.551,0.641
005941160,0.550,0.501
007777818,0.550,0.593
005959719,0.550,0.621
011341164,0.550,0.652
005980208,0.549,0.751
009641144,0.549,0.610
005513012,0.548,0.816
004939346,0.548,0.491
005175986,0.547,0.582
003962243,0.547,0.557
010937749,0.546,0.608
003962684,0.545,0.744
011551692,0.545,0.522
004473226,0.545,0.540
006129524,0.545,0.680
009345933,0.545,0.625
011187436,0.544,0.683
006776555,0.544,0.689
005351250,0.544,0.522
011030475,0.543,0.572
010328393,0.543,0.571
007834045,0.543,0.762
008626325,0.542,0.661
003328080,0.541,0.634
005213404,0.541,0.631
011870545,0.541,0.756
002707916,0.541,0.559
005212220,0.540,0.800
005166811,0.540,0.630
004067925,0.540,0.687
007213311,0.540,0.659
010063208,0.540,0.643
008192911,0.539,0.566
010140274,0.539,0.635
006152974,0.539,0.740
010265898,0.538,0.633
010141900,0.538,0.603
006527078,0.538,0.656
009119568,0.538,0.600
010855545,0.538,0.648
009821454,0.538,0.638
005174858,0.538,0.619
008395660,0.538,0.622
011911929,0.537,0.565
011177543,0.537,0.569
006467363,0.537,0.612
004055304,0.537,0.574
005962262,0.537,0.619
009349757,0.537,0.677
008806123,0.536,0.632
004742420,0.536,0.598
008121328,0.536,0.650
010339000,0.536,0.600
008233802,0.535,0.716
005564247,0.535,0.747
009274092,0.534,0.713
006665860,0.534,0.588
007515212,0.534,0.587
012254792,0.534,0.500
006025174,0.534,0.613
006767337,0.533,0.660
009334893,0.533,0.580
004366323,0.533,0.606
006129694,0.533,0.682
003230753,0.532,0.538
008631504,0.531,0.581
005791713,0.531,0.645
011465651,0.531,0.675
004949524,0.530,0.564
010779233,0.530,0.565
011341314,0.530,0.741
009899315,0.530,0.642
006922710,0.530,0.564
008429566,0.530,0.666
004160006,0.529,0.564
010909127,0.529,0.647
011860294,0.529,0.658
009334893,0.528,0.608
006752502,0.528,0.628
004077526,0.528,0.561
011752906,0.527,0.630
008302450,0.527,0.677
007888863,0.527,0.645
004061149,0.526,0.554
005513893,0.526,0.561
011768142,0.526,0.652
009580167,0.526,0.769
006278762,0.526,0.816
010973664,0.526,0.560
008564674,0.526,0.559
006511182,0.525,0.608
008890150,0.525,0.599
004381429,0.525,0.656
005980783,0.525,0.501
002715695,0.525,0.588
008036863,0.524,0.569
005900235,0.524,0.659
009457948,0.523,0.663
011599937,0.523,0.577
009907129,0.522,0.614
010141900,0.522,0.652
006448890,0.522,0.623
004255944,0.522,0.625
011615258,0.522,0.628
007186665,0.521,0.633
011081504,0.521,0.605
005446961,0.521,0.606
012647577,0.521,0.641
009968924,0.520,0.649
011100383,0.520,0.557
007045496,0.520,0.557
005308537,0.519,0.613
006934986,0.519,0.696
007673841,0.519,0.593
008753896,0.519,0.570
012734396,0.519,0.604
009044060,0.519,0.589
010653179,0.519,0.549
009210738,0.519,0.602
009109857,0.518,0.679
004466356,0.518,0.600
011968463,0.518,0.629
007950158,0.518,0.737
004144576,0.518,0.812
011807274,0.518,0.817
005565707,0.518,0.651
009836563,0.517,0.594
008644545,0.517,0.734
009363944,0.517,0.612
007287995,0.517,0.564
007204233,0.516,0.634
009850843,0.516,0.570
008573193,0.516,0.684
001297263,0.516,0.623
003354846,0.515,0.543
008355178,0.515,0.611
008950568,0.515,0.555
009021075,0.515,0.565
004940376,0.515,0.615
009728465,0.514,0.592
008197176,0.514,0.586
003953212,0.514,0.652
009473078,0.514,0.739
006342333,0.514,0.484
006973796,0.513,0.507
011612280,0.512,0.579
004173026,0.512,0.548
001996180,0.512,0.625
004830605,0.512,0.584
010749059,0.512,0.646
006363560,0.511,0.548
001572948,0.511,0.639
005621333,0.511,0.606
008890150,0.510,0.581
011018648,0.509,0.547
009279354,0.509,0.807
011444514,0.509,0.525
005471617,0.509,0.604
012643589,0.509,0.652
010387742,0.508,0.660
004813750,0.508,0.613
007691260,0.508,0.751
006929841,0.508,0.555
004863260,0.507,0.555
007183745,0.507,0.701
010122538,0.507,0.497
008261920,0.507,0.505
006444896,0.506,0.599
010336951,0.506,0.547
010208477,0.506,0.738
004135912,0.505,0.587
009575728,0.505,0.642
012121470,0.505,0.713
004270565,0.505,0.761
003852655,0.504,0.571
005020319,0.504,0.556
005385471,0.504,0.831
010535708,0.504,0.512
010161534,0.504,0.682
003539231,0.504,0.607
010028140,0.503,0.657
008874090,0.503,0.599
006765135,0.503,0.584
011600889,0.503,0.525
010319385,0.503,0.521
005773121,0.502,0.568
010155029,0.502,0.594
009394605,0.502,0.520
002446113,0.502,0.604
006351097,0.502,0.606
010120548,0.502,0.506
005031857,0.502,0.813
011355925,0.502,0.654
011560897,0.502,0.686
011177676,0.501,0.722
001026957,0.501,0.674
009006186,0.500,0.539
009002278,0.500,0.591
005474613,0.500,0.540
005868793,0.500,0.569
009775253,0.500,0.414
010265898,0.500,0.520
005456023,0.500,0.814
009278725,0.500,0.479
002853828,0.500,0.520
011401182,0.500,0.520
003869825,0.500,0.338
010225800,0.500,0.520
010975146,0.500,0.520
009472074,0.500,0.591
010730070,0.499,0.612
009815053,0.499,0.574
003942670,0.498,0.652
006765563,0.497,0.585
006975129,0.497,0.562
008677186,0.497,0.606
003529290,0.497,0.562
012058204,0.497,0.631
009712350,0.496,0.570
010007916,0.496,0.601
002305255,0.496,0.516
011466960,0.495,0.556
006523351,0.495,0.553
010090854,0.495,0.608
005965629,0.495,0.610
006368905,0.495,0.627
003218908,0.494,0.754
011616434,0.494,0.573
006209677,0.494,0.465
003858926,0.493,0.701
010978763,0.493,0.614
008278685,0.493,0.569
007289577,0.493,0.707
012253474,0.493,0.772
005956656,0.493,0.636
011709244,0.493,0.571
005305404,0.493,0.629
010190075,0.492,0.618
009947653,0.492,0.547
009271739,0.492,0.683
003340165,0.492,0.588
003557560,0.492,0.600
006205384,0.492,0.600
010026502,0.492,0.590
008838950,0.491,0.556
009942658,0.491,0.618
004820550,0.490,0.428
009839821,0.490,0.648
008883727,0.489,0.470
009015738,0.489,0.550
008676148,0.489,0.609
002582800,0.488,0.614
005385697,0.488,0.830
012406807,0.488,0.746
011966253,0.488,0.756
010460984,0.488,0.585
005991765,0.487,0.571
004077526,0.487,0.410
009577855,0.486,0.646
011153476,0.486,0.616
008560940,0.486,0.560
010676014,0.486,0.616
008016691,0.486,0.535
006350031,0.486,0.628
006761777,0.485,0.530
007900450,0.485,0.673
002708885,0.485,0.571
009994381,0.485,0.546
005384713,0.485,0.605
011021676,0.484,0.581
009777256,0.484,0.586
005880320,0.483,0.575
005775129,0.483,0.530
010064256,0.483,0.596
007024045,0.482,0.579
011824578,0.482,0.749
009072639,0.482,0.618
003764714,0.482,0.462
008463346,0.482,0.590
005865654,0.481,0.590
006947668,0.481,0.584
011569782,0.480,0.576
001724719,0.480,0.623
007835312,0.480,0.650
004918303,0.480,0.600
006779726,0.479,0.540
003329985,0.479,0.539
010875245,0.479,0.604
011350118,0.479,0.582
003732894,0.479,0.557
007987866,0.478,0.698
005096590,0.477,0.543
010964747,0.477,0.619
009898447,0.477,0.569
007285757,0.476,0.587
004281700,0.476,0.601
006115516,0.475,0.585
006294819,0.475,0.725
009886221,0.474,0.640
005193659,0.474,0.543
006289344,0.474,0.555
006186964,0.474,0.556
005513857,0.473,0.537
009390655,0.473,0.545
003752110,0.473,0.703
005294945,0.472,0.559
003348090,0.472,0.547
004138951,0.472,0.671
008323753,0.472,0.497
005471217,0.471,0.810
010730034,0.471,0.571
007125794,0.471,0.559
005357545,0.471,0.685
007207081,0.471,0.609
010028792,0.470,0.669
009178185,0.470,0.786
009097470,0.470,0.574
003974928,0.469,0.567
007542369,0.469,0.572
006543192,0.468,0.621
006424561,0.468,0.626
007829836,0.467,0.637
010319341,0.467,0.586
011137180,0.467,0.508
008546542,0.467,0.624
007289317,0.466,0.562
005031857,0.466,0.569
002831055,0.465,0.532
008625813,0.465,0.560
005283728,0.464,0.645
002997459,0.464,0.580
004547603,0.464,0.647
010189542,0.464,0.658
005819801,0.463,0.627
004917596,0.463,0.721
010525077,0.463,0.636
003120397,0.463,0.595
009845362,0.463,0.540
000892772,0.462,0.584
009904059,0.462,0.413
006387557,0.462,0.678
005471496,0.462,0.832
006850665,0.462,0.832
004150496,0.461,0.585
005037742,0.461,0.533
005986270,0.461,0.832
009842906,0.461,0.636
004736569,0.460,0.576
007123580,0.460,0.700
008700895,0.460,0.550
005471769,0.460,0.779
012402588,0.460,0.571
011450414,0.460,0.618
005385773,0.460,0.814
010407086,0.459,0.606
011872139,0.459,0.572
007836096,0.458,0.546
011853878,0.457,0.556
006364582,0.457,0.590
011337141,0.456,0.544
009845931,0.455,0.554
009782748,0.455,0.581
002574338,0.455,0.657
007770901,0.455,0.573
008766285,0.455,0.519
006119141,0.455,0.644
009892816,0.455,0.451
010130039,0.455,0.629
005530882,0.454,0.658
005531694,0.454,0.528
005385566,0.454,0.810
005531953,0.453,0.751
011303322,0.452,0.550
009475552,0.452,0.624
005792202,0.451,0.616
006507427,0.451,0.613
007881464,0.451,0.514
005097868,0.450,0.663
005524881,0.449,0.568
006033602,0.449,0.632
005859725,0.449,0.559
009087071,0.448,0.589
007748487,0.448,0.698
006071903,0.448,0.650
005881813,0.447,0.516
008971044,0.447,0.607
008733898,0.447,0.599
004455231,0.447,0.415
009757613,0.447,0.648
010917433,0.447,0.663
007440715,0.446,0.578
012168895,0.446,0.619
002558163,0.446,0.636
007098255,0.446,0.523
006527078,0.446,0.551
009893468,0.445,0.554
005942949,0.445,0.561
011868941,0.445,0.566
006756369,0.445,0.619
008552719,0.444,0.579
010989274,0.444,0.789
007676423,0.444,0.543
008558011,0.444,0.763
005371776,0.444,0.533
009209981,0.443,0.521
011296437,0.443,0.494
011968463,0.443,0.503
010619142,0.443,0.630
010340423,0.443,0.644
005280587,0.443,0.541
006879183,0.442,0.597
006599949,0.442,0.704
008564587,0.441,0.638
009574179,0.441,0.496
005817712,0.439,0.630
009910942,0.439,0.601
008241736,0.439,0.611
005940165,0.439,0.544
011905398,0.439,0.536
006350882,0.439,0.538
006047853,0.438,0.626
005288570,0.438,0.747
007257966,0.438,0.705
009153570,0.437,0.535
009787239,0.437,0.651
009402859,0.437,0.557
004150972,0.437,0.600
009092504,0.436,0.723
008007174,0.436,0.576
007804128,0.435,0.540
009006186,0.435,0.596
008686373,0.435,0.454
009643874,0.434,0.694
009520668,0.434,0.697
011046870,0.434,0.509
010858737,0.434,0.477
008653134,0.433,0.528
004078157,0.433,0.607
003109937,0.433,0.523
007826659,0.432,0.576
008035322,0.432,0.561
003341982,0.432,0.547
004857213,0.431,0.522
006203955,0.431,0.565
009214176,0.430,0.645
008804455,0.430,0.569
010130646,0.430,0.600
008279146,0.430,0.557
008352016,0.430,0.587
005270698,0.429,0.693
010799735,0.429,0.693
009119652,0.429,0.446
007813039,0.429,0.396
006922244,0.429,0.693
009595827,0.429,0.693
006674908,0.429,0.456
012504988,0.429,0.446
012017140,0.429,0.446
002997178,0.428,0.693
009456887,0.428,0.553
007499398,0.428,0.622
010556891,0.427,0.576
011290515,0.427,0.592
008410727,0.427,0.533
006362874,0.426,0.748
009969287,0.426,0.606
008959240,0.425,0.580
009153823,0.425,0.648
007531677,0.424,0.519
007603200,0.424,0.397
008827575,0.424,0.577
009388479,0.424,0.716
006346809,0.424,0.520
005036052,0.424,0.605
004346339,0.424,0.654
006023571,0.423,0.560
011361283,0.423,0.585
006370120,0.423,0.527
012349560,0.422,0.572
007902719,0.422,0.485
004680772,0.422,0.474
012885212,0.422,0.603
009777290,0.422,0.551
009145861,0.421,0.624
008022489,0.421,0.695
010933306,0.420,0.562
005350244,0.420,0.571
003343281,0.420,0.559
005385269,0.419,0.781
008323764,0.419,0.440
003236705,0.419,0.575
006705026,0.419,0.533
011598894,0.419,0.556
007219825,0.419,0.590
006357290,0.418,0.555
003863877,0.418,0.553
009357578,0.417,0.526
006543893,0.417,0.529
005303185,0.417,0.561
010318874,0.417,0.779
009674789,0.416,0.616
011393248,0.416,0.536
011547513,0.416,0.612
005511659,0.415,0.565
012885212,0.415,0.638
003640905,0.415,0.543
006522745,0.414,0.526
010611420,0.414,0.498
009514372,0.413,0.662
006497146,0.413,0.568
004570931,0.412,0.736
011614617,0.412,0.708
007879433,0.412,0.615
007989422,0.411,0.775
007259249,0.411,0.580
006211812,0.411,0.725
010272442,0.411,0.466
011236244,0.411,0.695
007598111,0.410,0.539
010858691,0.410,0.602
010190777,0.410,0.752
005039129,0.410,0.539
008294683,0.409,0.504
004277304,0.409,0.715
006934291,0.409,0.778
009209624,0.409,0.515
009285265,0.408,0.559
003341760,0.408,0.660
010554967,0.407,0.628
009602613,0.407,0.574
007673192,0.407,0.678
008823893,0.407,0.552
001432789,0.405,0.620
010319834,0.405,0.575
005470851,0.405,0.674
007501646,0.404,0.660
006952570,0.404,0.536
006721603,0.404,0.687
003112129,0.404,0.762
003428127,0.404,0.650
003757407,0.404,0.776
006347299,0.404,0.706
010407482,0.403,0.524
007583650,0.403,0.558
006948480,0.403,0.497
007266212,0.403,0.529
006281127,0.403,0.681
005513897,0.402,0.510
007891294,0.402,0.568
011497958,0.401,0.657
006448890,0.401,0.772
010272858,0.401,0.651
005629353,0.401,0.639
005301750,0.400,0.584
011968463,0.400,0.640
009517242,0.400,0.589
003355104,0.400,0.591
004281023,0.399,0.562
008951205,0.399,0.545
010191449,0.399,0.564
008609450,0.399,0.571
007449554,0.399,0.456
010002266,0.399,0.608
010992011,0.398,0.398
010470616,0.398,0.547
006442735,0.398,0.537
011559493,0.398,0.634
001849702,0.398,0.591
006974658,0.398,0.424
003648437,0.397,0.545
005954001,0.397,0.621
011970988,0.396,0.658
006470917,0.396,0.673
007902003,0.396,0.670
005213005,0.396,0.616
008628665,0.396,0.553
004263293,0.396,0.488
006697605,0.396,0.548
006045404,0.396,0.537
002437653,0.395,0.514
003957082,0.395,0.602
008008067,0.395,0.773
006869373,0.395,0.627
006198670,0.394,0.575
006922203,0.394,0.449
010481045,0.394,0.561
010518725,0.393,0.518
005623839,0.393,0.560
003859890,0.393,0.555
011912916,0.393,0.555
003747262,0.392,0.605
006425377,0.392,0.365
005942112,0.392,0.568
003558849,0.392,0.552
008074328,0.392,0.668
007983117,0.392,0.598
005985713,0.391,0.524
003834322,0.390,0.635
005598595,0.390,0.394
010487228,0.390,0.523
006428700,0.390,0.439
008307489,0.390,0.671
002015013,0.390,0.523
002861298,0.389,0.557
005526527,0.389,0.506
003641216,0.389,0.527
010584140,0.389,0.576
010363281,0.389,0.506
012071754,0.388,0.487
008313667,0.388,0.505
009692557,0.388,0.507
010615440,0.388,0.531
006311891,0.387,0.577
005027859,0.387,0.580
008681833,0.387,0.578
009369366,0.387,0.450
006846911,0.386,0.705
008295087,0.386,0.445
005308663,0.386,0.560
005440472,0.386,0.610
009776907,0.386,0.540
008168187,0.385,0.605
004846856,0.385,0.651
004248120,0.385,0.515
008570210,0.385,0.588
011773022,0.385,0.470
004056616,0.385,0.441
009289960,0.384,0.470
005112567,0.384,0.470
007382313,0.384,0.501
011251991,0.384,0.801
008975776,0.384,0.574
011499192,0.384,0.474
009532424,0.384,0.558
010292000,0.383,0.549
002861126,0.383,0.537
009640931,0.383,0.451
006263468,0.383,0.524
008129333,0.383,0.516
008558011,0.382,0.425
005951416,0.382,0.585
002438406,0.381,0.578
005796186,0.381,0.554
005385491,0.381,0.814
011568987,0.381,0.582
003634051,0.380,0.541
004548098,0.380,0.537
009278216,0.379,0.514
011598638,0.379,0.514
004829935,0.379,0.543
009412623,0.378,0.546
010489539,0.378,0.544
006425597,0.378,0.529
010019708,0.378,0.730
009899514,0.377,0.529
009993683,0.377,0.536
007825899,0.377,0.541
007758018,0.377,0.642
008950568,0.376,0.511
005305471,0.376,0.649
008351919,0.376,0.555
010736179,0.376,0.514
008890924,0.376,0.669
008120608,0.376,0.659
006679295,0.376,0.532
003965326,0.375,0.581
008054719,0.375,0.532
009286088,0.374,0.676
007021681,0.374,0.534
006287131,0.374,0.490
005077629,0.374,0.433
011506654,0.374,0.539
010003058,0.374,0.581
004770798,0.374,0.596
005255259,0.373,0.494
004953262,0.373,0.530
008652997,0.373,0.704
005257082,0.373,0.583
008025718,0.372,0.542
012300524,0.372,0.540
008332521,0.372,0.456
007703882,0.371,0.516
006517064,0.371,0.658
010489206,0.371,0.548
010991431,0.371,0.589
003001955,0.370,0.522
007368137,0.370,0.598
006309264,0.370,0.564
003230805,0.369,0.679
012107008,0.369,0.569
012406749,0.369,0.475
007468295,0.369,0.619
008378278,0.368,0.501
011182213,0.368,0.544
008841297,0.367,0.646
008046689,0.367,0.679
008845574,0.366,0.588
006716545,0.366,0.571
010656842,0.366,0.504
006060203,0.366,0.727
007673841,0.364,0.524
011407847,0.364,0.550
012121701,0.363,0.553
008241079,0.363,0.519
005394585,0.363,0.750
005685113,0.363,0.557
010459749,0.363,0.536
005443604,0.363,0.513
010661679,0.363,0.642
009466486,0.362,0.519
004587135,0.362,0.528
009008737,0.362,0.509
010905239,0.362,0.526
006041734,0.361,0.451
003644649,0.361,0.594
012020376,0.360,0.526
008396288,0.360,0.520
009883606,0.360,0.513
008395870,0.360,0.539
009640924,0.360,0.669
005793275,0.360,0.519
008196226,0.360,0.601
009785921,0.359,0.613
006928906,0.359,0.733
006364143,0.359,0.685
004912650,0.359,0.739
008300828,0.358,0.528
011818566,0.358,0.539
004670217,0.358,0.423
012253769,0.357,0.563
006263593,0.357,0.573
005457326,0.357,0.695
006501635,0.357,0.708
005963591,0.357,0.717
009214712,0.357,0.403
011188254,0.356,0.428
009086251,0.356,0.500
008836224,0.356,0.494
009717943,0.356,0.497
003758499,0.356,0.528
011705004,0.356,0.462
008043882,0.356,0.671
009216231,0.356,0.612
010096697,0.355,0.568
010132908,0.355,0.530
006946681,0.354,0.525
005479802,0.354,0.448
005478083,0.354,0.572
003228945,0.353,0.481
006200235,0.353,0.566
002854698,0.353,0.541
008812045,0.353,0.557
008223568,0.353,0.522
005556804,0.353,0.749
010663738,0.353,0.523
011125613,0.353,0.506
010328393,0.352,0.483
008190354,0.352,0.620
011656928,0.352,0.572
