# Kepler ID, Theta 1, Theta 2
006962109,0.861,0.783
007626370,0.861,0.825
011253711,0.860,0.815
010917043,0.860,0.772
008758204,0.860,0.768
009758089,0.860,0.793
009851123,0.860,0.796
009845898,0.860,0.771
008259713,0.860,0.777
009480189,0.860,0.680
004832837,0.860,0.792
006205897,0.860,0.814
009289704,0.859,0.816
007463685,0.859,0.767
011391957,0.859,0.802
010089911,0.859,0.798
008037145,0.859,0.822
002715135,0.859,0.808
005301750,0.859,0.791
011129738,0.859,0.738
012110942,0.858,0.799
004833421,0.858,0.821
007604328,0.858,0.762
009995771,0.858,0.778
007767162,0.858,0.797
006131236,0.858,0.767
010022908,0.858,0.702
005299459,0.858,0.759
011413812,0.858,0.820
006786037,0.858,0.820
008480285,0.858,0.796
007630229,0.858,0.682
007215603,0.858,0.815
009886661,0.858,0.813
011241912,0.857,0.800
007107802,0.857,0.802
007434875,0.857,0.799
002302548,0.857,0.619
008505670,0.857,0.692
009634821,0.857,0.748
011075429,0.857,0.761
007097965,0.857,0.691
003120355,0.857,0.758
008247771,0.856,0.757
005384079,0.856,0.802
005183357,0.856,0.777
011037335,0.856,0.781
001865042,0.855,0.752
010337517,0.855,0.827
008612847,0.855,0.786
009455556,0.855,0.779
010604335,0.855,0.550
012456601,0.855,0.772
007289317,0.854,0.783
009962455,0.854,0.780
004636578,0.854,0.750
007219825,0.854,0.763
007102227,0.854,0.759
010122538,0.854,0.790
009704384,0.853,0.691
012164564,0.853,0.795
002305866,0.853,0.759
008022244,0.853,0.745
007102227,0.852,0.631
008873090,0.852,0.752
012121570,0.852,0.791
005436502,0.852,0.772
012301181,0.852,0.739
006504954,0.852,0.759
007175184,0.852,0.815
008822216,0.851,0.733
005621586,0.851,0.797
009842937,0.850,0.783
009578686,0.850,0.825
000757450,0.850,0.695
005542466,0.850,0.803
009475697,0.850,0.622
008164257,0.850,0.788
011415243,0.850,0.777
010123064,0.850,0.769
004139816,0.850,0.816
003003992,0.849,0.767
008494142,0.849,0.794
011360805,0.849,0.774
010386922,0.849,0.795
006924203,0.849,0.792
004243911,0.849,0.785
004650733,0.849,0.799
007445445,0.849,0.749
005695396,0.848,0.788
005084171,0.848,0.770
010363115,0.848,0.802
005213811,0.848,0.731
011401767,0.847,0.751
007439316,0.847,0.807
006941084,0.847,0.763
008806072,0.847,0.729
004270253,0.847,0.822
009146018,0.847,0.791
012314973,0.847,0.795
011572193,0.846,0.751
010874614,0.846,0.746
007767559,0.846,0.746
005282049,0.846,0.746
008260218,0.846,0.746
009141746,0.846,0.746
009631995,0.846,0.746
012019440,0.846,0.746
008703887,0.846,0.746
008823868,0.846,0.795
010213902,0.846,0.807
005437945,0.846,0.795
011904151,0.845,0.795
004254466,0.845,0.756
006685609,0.845,0.815
005709725,0.845,0.816
002443393,0.845,0.803
011709124,0.845,0.789
003338885,0.845,0.824
003546060,0.845,0.740
005791986,0.845,0.827
009761882,0.845,0.787
003120904,0.845,0.743
005864975,0.844,0.786
009958962,0.844,0.813
010858832,0.844,0.628
006021193,0.844,0.809
009166862,0.844,0.746
010189546,0.844,0.730
011499228,0.843,0.816
009589323,0.843,0.814
006607357,0.843,0.770
004142847,0.843,0.767
002854914,0.842,0.809
008609450,0.842,0.762
010604521,0.841,0.763
005520547,0.841,0.770
009967771,0.841,0.820
008158127,0.841,0.792
009973855,0.841,0.823
010388286,0.840,0.821
004860678,0.840,0.754
004242692,0.840,0.816
011080405,0.840,0.781
004275721,0.840,0.772
010843590,0.840,0.775
003559935,0.839,0.779
008760040,0.839,0.776
003728701,0.838,0.774
006803855,0.838,0.779
010098844,0.838,0.799
009466429,0.837,0.759
004249611,0.837,0.788
003832474,0.837,0.687
011122894,0.837,0.827
007440748,0.837,0.817
005629538,0.837,0.761
008680979,0.837,0.774
005282051,0.837,0.801
006032497,0.837,0.757
011194032,0.837,0.749
009150827,0.836,0.821
006278762,0.836,0.824
005972334,0.836,0.690
004385148,0.836,0.757
009590976,0.836,0.769
006289257,0.836,0.800
005857540,0.836,0.771
002014991,0.835,0.813
010073672,0.835,0.732
012644822,0.835,0.746
005305451,0.835,0.763
005480640,0.835,0.757
003117046,0.835,0.783
005784777,0.835,0.720
007373451,0.835,0.732
009166700,0.835,0.773
004136466,0.835,0.802
007287415,0.835,0.794
010850327,0.834,0.595
011716643,0.834,0.579
008934495,0.834,0.822
005004909,0.834,0.747
007133294,0.834,0.749
011337372,0.834,0.778
006442340,0.834,0.775
012156174,0.834,0.770
009573539,0.834,0.743
012159249,0.833,0.799
006047072,0.833,0.793
012070811,0.833,0.767
008430105,0.833,0.794
007046804,0.833,0.690
009410930,0.833,0.690
005357901,0.833,0.690
010619192,0.833,0.690
009955262,0.833,0.794
005963222,0.833,0.690
004770365,0.833,0.736
011358389,0.833,0.797
008780959,0.833,0.781
008120608,0.833,0.826
006436029,0.832,0.768
004245933,0.832,0.796
005374403,0.832,0.740
009471268,0.832,0.772
006665512,0.832,0.793
007978202,0.832,0.775
005288577,0.832,0.773
009225395,0.832,0.782
009735426,0.832,0.793
011818607,0.831,0.787
001718189,0.831,0.781
009269042,0.831,0.759
008680979,0.831,0.764
009480189,0.831,0.765
009837685,0.831,0.749
005042210,0.831,0.765
008557374,0.831,0.804
011611275,0.831,0.769
009836959,0.830,0.813
003749978,0.830,0.782
004545187,0.830,0.820
011566256,0.830,0.742
006949061,0.830,0.777
009813499,0.830,0.804
011401755,0.830,0.821
007216284,0.830,0.751
003962243,0.829,0.781
007102316,0.829,0.757
007457296,0.829,0.762
010973814,0.829,0.763
009458343,0.829,0.764
010266615,0.829,0.753
010797460,0.829,0.752
006962977,0.828,0.775
005185897,0.828,0.756
005364071,0.828,0.820
010872983,0.828,0.738
009880467,0.828,0.794
006774880,0.828,0.784
006356207,0.828,0.618
001724719,0.828,0.770
004178606,0.828,0.797
010717220,0.828,0.802
009085563,0.827,0.736
006755944,0.827,0.812
005445681,0.827,0.740
009897364,0.827,0.815
004483138,0.827,0.729
007749773,0.827,0.757
009838949,0.826,0.800
008672910,0.826,0.745
008826878,0.826,0.804
009395719,0.826,0.721
008611832,0.825,0.736
003244792,0.825,0.781
012055539,0.825,0.744
009963524,0.824,0.793
003867615,0.824,0.749
008636333,0.824,0.752
008848288,0.824,0.807
012454461,0.824,0.746
009588822,0.824,0.807
003450040,0.823,0.755
004736569,0.823,0.781
012602314,0.823,0.787
010166274,0.823,0.733
010881457,0.823,0.772
008013439,0.823,0.788
011135308,0.823,0.777
011962284,0.822,0.776
011497958,0.822,0.765
007132798,0.822,0.784
004262040,0.822,0.799
011669239,0.822,0.738
006842682,0.821,0.777
010468940,0.821,0.807
009904006,0.821,0.746
011455181,0.821,0.750
009650808,0.820,0.768
011656246,0.820,0.796
007733731,0.820,0.765
008644288,0.820,0.822
011176127,0.820,0.761
009957627,0.819,0.721
004770617,0.819,0.751
010028792,0.819,0.761
012314973,0.819,0.798
006871071,0.818,0.748
004656049,0.818,0.777
009405595,0.818,0.669
002581316,0.818,0.798
005602588,0.818,0.736
007347246,0.818,0.738
003103212,0.817,0.776
004049901,0.817,0.764
007124613,0.817,0.797
005880320,0.817,0.767
008892157,0.817,0.754
011512246,0.817,0.769
008644365,0.817,0.759
011752632,0.817,0.738
010777591,0.817,0.777
003438507,0.817,0.788
004466677,0.816,0.813
007449554,0.816,0.732
005787131,0.816,0.761
010730703,0.816,0.755
012785320,0.816,0.794
003448130,0.816,0.757
005977470,0.816,0.759
007455981,0.816,0.730
003326377,0.815,0.753
005650930,0.815,0.771
005880320,0.815,0.786
011308499,0.815,0.793
005513648,0.815,0.775
007768451,0.815,0.794
012254378,0.814,0.768
010600955,0.814,0.774
010670119,0.814,0.727
009455677,0.814,0.745
011874577,0.814,0.792
006020753,0.813,0.820
007135852,0.813,0.750
003745690,0.813,0.778
007288306,0.813,0.737
007102316,0.812,0.751
007183745,0.812,0.730
010489206,0.812,0.805
008973129,0.811,0.757
007008211,0.811,0.798
011912932,0.811,0.736
008570333,0.811,0.738
009475552,0.810,0.814
009285265,0.810,0.796
005531576,0.810,0.747
006932987,0.810,0.688
010875007,0.810,0.771
004150496,0.809,0.769
005385509,0.809,0.795
002995392,0.809,0.764
007870390,0.809,0.821
002990873,0.808,0.745
005283542,0.807,0.686
012120943,0.807,0.775
010329469,0.807,0.734
006226290,0.807,0.655
003544640,0.806,0.747
011760959,0.806,0.743
005956342,0.806,0.736
006599975,0.806,0.759
009605514,0.805,0.780
008885643,0.805,0.765
009518318,0.805,0.726
006435936,0.805,0.734
006034834,0.805,0.792
011547505,0.804,0.811
007118364,0.804,0.821
007051180,0.804,0.535
007510820,0.804,0.740
008193178,0.804,0.753
003533469,0.803,0.771
011014932,0.803,0.755
011495458,0.803,0.737
004833421,0.802,0.780
005688910,0.802,0.716
011509504,0.802,0.734
009895006,0.802,0.702
006226908,0.802,0.800
004989057,0.802,0.798
003103227,0.802,0.735
008822421,0.801,0.728
005716932,0.801,0.796
010094670,0.800,0.823
006850504,0.800,0.826
006037187,0.800,0.779
010614158,0.800,0.500
004458082,0.800,0.696
010682541,0.799,0.759
008042453,0.799,0.721
008883329,0.799,0.766
005599774,0.798,0.680
011460462,0.798,0.766
007595157,0.798,0.774
010798331,0.798,0.734
006934045,0.798,0.735
007204981,0.798,0.666
008559152,0.798,0.756
006792908,0.798,0.729
010538176,0.797,0.740
011860395,0.797,0.748
010340423,0.797,0.735
003122872,0.797,0.777
009209624,0.796,0.784
009661979,0.796,0.777
011337566,0.796,0.797
011395587,0.796,0.685
007747425,0.795,0.754
008429314,0.795,0.747
007287995,0.795,0.820
009112931,0.795,0.783
011493431,0.795,0.756
010130039,0.794,0.803
005534941,0.794,0.742
008351704,0.794,0.727
003859628,0.794,0.694
011565924,0.794,0.794
010538176,0.794,0.760
009307509,0.793,0.759
009166870,0.793,0.719
006067545,0.792,0.758
008410415,0.792,0.732
006276477,0.792,0.692
005252423,0.792,0.761
009834040,0.792,0.821
011348997,0.792,0.622
008168187,0.792,0.782
012645057,0.792,0.735
011666881,0.792,0.776
003342794,0.791,0.755
003937519,0.791,0.764
011709124,0.791,0.735
010933561,0.790,0.705
008935810,0.790,0.789
006184894,0.790,0.618
010514430,0.790,0.818
008962094,0.790,0.724
005351250,0.789,0.710
010360722,0.789,0.736
005438757,0.789,0.707
008636539,0.789,0.781
009696358,0.789,0.809
008396405,0.789,0.730
002164169,0.788,0.729
003447722,0.788,0.733
011601584,0.788,0.789
007366258,0.788,0.697
008578780,0.788,0.507
008959839,0.788,0.740
010027323,0.787,0.741
009992325,0.787,0.719
006869184,0.787,0.741
006287313,0.787,0.690
003660924,0.787,0.723
009700449,0.786,0.764
005219234,0.786,0.757
011200415,0.786,0.750
003732035,0.786,0.775
008826007,0.785,0.751
008802693,0.785,0.738
010905911,0.785,0.765
010718726,0.785,0.763
012401863,0.785,0.803
009839821,0.784,0.702
006768394,0.784,0.736
008344004,0.784,0.817
010166274,0.784,0.776
007584650,0.784,0.721
009030537,0.784,0.729
010166274,0.783,0.627
006696580,0.783,0.760
009267996,0.783,0.799
011601972,0.782,0.755
009230021,0.782,0.749
009415172,0.781,0.778
004770174,0.781,0.797
012306058,0.781,0.746
004545187,0.781,0.696
011288051,0.781,0.793
009328641,0.780,0.782
011560897,0.780,0.716
007871954,0.780,0.816
006937402,0.780,0.740
005185897,0.780,0.808
008197343,0.780,0.726
010357831,0.779,0.549
005796675,0.779,0.825
009838975,0.779,0.677
007605093,0.779,0.712
008454250,0.778,0.684
009006449,0.778,0.719
008047428,0.778,0.730
008026752,0.778,0.684
007941200,0.778,0.703
007380537,0.778,0.547
005651104,0.778,0.547
009288786,0.778,0.547
003458028,0.778,0.684
009077124,0.778,0.684
008277797,0.778,0.703
007877496,0.778,0.547
009115800,0.778,0.547
011502867,0.778,0.547
005794240,0.778,0.547
009040849,0.778,0.684
003749365,0.778,0.547
009715631,0.778,0.757
008628758,0.778,0.737
011853878,0.777,0.703
007447200,0.777,0.817
011125613,0.777,0.705
012785320,0.777,0.804
012456063,0.777,0.741
008878187,0.777,0.683
004078311,0.777,0.803
010982872,0.776,0.755
006936909,0.776,0.746
008105719,0.776,0.722
006636320,0.775,0.705
005219234,0.775,0.757
012254909,0.775,0.718
005095082,0.775,0.758
011752908,0.775,0.744
004455231,0.774,0.746
009513865,0.774,0.570
009955598,0.774,0.703
009458613,0.774,0.741
009285568,0.773,0.738
008978528,0.773,0.756
008164257,0.773,0.744
008013419,0.773,0.545
010793172,0.773,0.770
003732821,0.772,0.730
005942808,0.772,0.788
008806985,0.772,0.750
009730163,0.772,0.684
005621333,0.772,0.732
010018233,0.772,0.712
007211469,0.772,0.721
008611257,0.771,0.714
004150539,0.771,0.710
008801316,0.771,0.698
007522911,0.771,0.708
008689373,0.771,0.724
003326377,0.771,0.796
011461844,0.771,0.728
010068659,0.771,0.763
009881077,0.770,0.685
005880320,0.770,0.793
011811193,0.770,0.802
009157634,0.770,0.679
007663405,0.770,0.716
007455287,0.770,0.732
005471202,0.770,0.778
006604328,0.770,0.740
006525946,0.770,0.766
012008872,0.769,0.765
003755522,0.769,0.680
009351920,0.769,0.763
003217264,0.769,0.704
008073705,0.769,0.690
004850961,0.769,0.731
010662202,0.769,0.679
012366084,0.769,0.719
008165946,0.768,0.760
008753657,0.768,0.784
010587105,0.768,0.738
005385439,0.768,0.757
008197406,0.767,0.714
009447166,0.767,0.728
010332883,0.767,0.681
011356260,0.767,0.692
003848275,0.767,0.739
008264402,0.766,0.667
010686864,0.766,0.684
006962977,0.766,0.743
009180282,0.765,0.813
011401767,0.765,0.712
008142942,0.765,0.724
006343170,0.765,0.759
009229657,0.765,0.748
010744335,0.764,0.738
009364609,0.764,0.722
010329835,0.764,0.670
009264949,0.764,0.700
011389771,0.764,0.642
003120276,0.764,0.785
008656535,0.764,0.796
010489345,0.764,0.691
006278762,0.764,0.810
005780855,0.764,0.685
005352640,0.764,0.738
004739229,0.764,0.799
007761918,0.763,0.832
009824805,0.763,0.693
009280239,0.763,0.739
010925104,0.763,0.783
010552151,0.762,0.813
007109675,0.762,0.706
005185897,0.762,0.692
005792202,0.762,0.613
009757613,0.762,0.691
006692833,0.761,0.774
009244756,0.761,0.790
007731281,0.761,0.682
012257886,0.761,0.713
004370527,0.761,0.747
006607286,0.760,0.723
009527334,0.760,0.648
005856571,0.760,0.637
009909735,0.760,0.637
011081504,0.760,0.733
008078502,0.760,0.751
009092504,0.759,0.786
007955580,0.759,0.681
005652893,0.759,0.721
006291033,0.758,0.695
007256914,0.758,0.749
005640085,0.758,0.709
011121752,0.758,0.719
010879038,0.758,0.715
010132832,0.758,0.712
010745365,0.757,0.731
005688790,0.757,0.725
006606438,0.757,0.679
011361646,0.757,0.713
005959719,0.757,0.729
004644952,0.756,0.680
008150320,0.756,0.676
003958301,0.756,0.732
007018210,0.756,0.752
012352520,0.755,0.733
003426367,0.755,0.673
006467363,0.755,0.732
004484179,0.755,0.753
009664142,0.755,0.713
009026749,0.755,0.773
008738775,0.755,0.734
012109267,0.755,0.703
007429240,0.755,0.717
007376983,0.755,0.704
010337258,0.755,0.695
010793576,0.755,0.729
006975129,0.754,0.635
003728432,0.754,0.669
010187017,0.754,0.604
010453588,0.754,0.754
012066335,0.754,0.745
007948784,0.753,0.823
003239671,0.753,0.656
007094486,0.753,0.753
009003401,0.753,0.719
008240797,0.753,0.702
006774537,0.753,0.637
006677841,0.753,0.640
010454632,0.752,0.750
009787239,0.752,0.749
008226994,0.752,0.652
004140813,0.751,0.697
005358241,0.750,0.708
009963524,0.750,0.675
009697131,0.750,0.675
005514383,0.750,0.798
011017901,0.750,0.655
002302548,0.750,0.705
004852528,0.750,0.657
012470844,0.750,0.709
010070468,0.748,0.706
010600261,0.748,0.729
006026924,0.748,0.797
007908367,0.748,0.678
009945370,0.748,0.813
009529744,0.748,0.723
011403339,0.747,0.739
009941066,0.747,0.695
006149980,0.747,0.772
008505920,0.746,0.712
004075015,0.746,0.719
008681734,0.745,0.780
008099138,0.745,0.743
005283458,0.745,0.752
010027247,0.744,0.718
007673192,0.744,0.715
007542813,0.744,0.673
009851662,0.744,0.741
006062088,0.743,0.701
005809890,0.743,0.664
008773015,0.743,0.741
011126381,0.743,0.633
010059645,0.743,0.665
005689351,0.742,0.576
003548044,0.742,0.793
005807769,0.742,0.717
005963582,0.742,0.808
008260234,0.742,0.630
006607644,0.741,0.680
004741126,0.741,0.761
006521045,0.741,0.689
006880517,0.741,0.791
008167996,0.741,0.652
006697817,0.741,0.717
009655711,0.741,0.749
007699298,0.740,0.679
010730034,0.740,0.715
005181817,0.740,0.628
006265792,0.740,0.730
009411166,0.740,0.773
006593150,0.739,0.739
008494542,0.739,0.703
008554701,0.739,0.712
003632089,0.739,0.696
008164257,0.739,0.689
009266431,0.737,0.787
008231667,0.737,0.670
005211199,0.737,0.722
008243283,0.737,0.722
006690836,0.737,0.755
011152511,0.737,0.686
011181260,0.737,0.719
008120608,0.736,0.826
009395024,0.736,0.755
006587105,0.736,0.667
009941550,0.736,0.703
005384079,0.736,0.695
006962977,0.736,0.721
011657891,0.735,0.800
008167996,0.735,0.693
010854546,0.735,0.570
010842192,0.735,0.742
007019524,0.735,0.698
006269070,0.735,0.596
007866914,0.735,0.695
005706595,0.734,0.801
011403530,0.734,0.725
002852810,0.734,0.715
006268648,0.734,0.703
011134879,0.733,0.707
006543893,0.733,0.692
004242147,0.733,0.682
008222813,0.733,0.787
005972334,0.733,0.697
011618601,0.732,0.743
004157325,0.732,0.608
008620402,0.732,0.676
007265298,0.732,0.751
006221385,0.732,0.711
008949925,0.732,0.716
010227020,0.732,0.730
010005788,0.732,0.770
009884104,0.731,0.815
007900727,0.731,0.746
005301750,0.731,0.428
004852528,0.731,0.622
011497958,0.731,0.735
012506770,0.730,0.725
006072593,0.730,0.748
006436029,0.730,0.639
006021275,0.730,0.732
006185331,0.730,0.761
006442340,0.729,0.705
010004738,0.729,0.719
011972666,0.729,0.701
010991114,0.729,0.736
010686814,0.729,0.710
011389771,0.729,0.697
009282762,0.729,0.693
006037581,0.728,0.702
003629330,0.728,0.729
006525946,0.727,0.694
006936909,0.727,0.673
011298298,0.727,0.701
008367644,0.726,0.701
004827723,0.726,0.651
011771430,0.726,0.688
010351231,0.726,0.747
006276791,0.726,0.660
006619815,0.725,0.701
009086154,0.725,0.657
002165002,0.725,0.701
011853878,0.724,0.643
011176127,0.724,0.643
009730163,0.723,0.703
009967771,0.723,0.800
010187017,0.723,0.651
008492101,0.723,0.686
009463329,0.723,0.712
006945786,0.722,0.733
004150624,0.722,0.705
006035124,0.722,0.720
003245969,0.722,0.646
009714550,0.722,0.746
008868649,0.722,0.777
002142522,0.722,0.697
009716302,0.721,0.705
005471158,0.720,0.801
005480640,0.720,0.652
003937814,0.720,0.705
009518318,0.720,0.654
011963206,0.720,0.731
010874215,0.719,0.650
004929299,0.719,0.654
008380709,0.719,0.697
003861611,0.718,0.681
006272413,0.718,0.678
010531955,0.718,0.754
008883329,0.718,0.721
008081905,0.718,0.743
010875007,0.718,0.672
011656840,0.717,0.718
005726910,0.717,0.750
004919550,0.717,0.708
007761545,0.717,0.769
004478168,0.716,0.714
011969988,0.716,0.608
005375194,0.716,0.702
009904006,0.716,0.738
008824737,0.715,0.731
008247638,0.715,0.725
011923270,0.715,0.652
006349881,0.715,0.683
010973814,0.715,0.689
003128552,0.715,0.768
008894646,0.715,0.766
007097534,0.714,0.790
011090556,0.714,0.709
011508644,0.714,0.702
009693006,0.713,0.717
010526887,0.713,0.709
005817613,0.713,0.726
003241604,0.713,0.732
003642335,0.713,0.657
005551240,0.712,0.694
009958962,0.712,0.658
006609270,0.712,0.701
011121752,0.712,0.744
005470960,0.712,0.702
009467404,0.711,0.703
006786348,0.711,0.679
006359320,0.711,0.697
011179076,0.711,0.666
012066569,0.711,0.670
007040629,0.710,0.695
009887224,0.710,0.646
006368230,0.710,0.642
010924562,0.709,0.702
010200627,0.709,0.679
006345732,0.708,0.781
005562090,0.708,0.736
012120307,0.708,0.674
007273277,0.708,0.803
009139084,0.708,0.701
008459663,0.708,0.698
009973109,0.708,0.667
005209845,0.708,0.689
005978170,0.708,0.673
010591855,0.708,0.660
005530112,0.707,0.705
010467714,0.707,0.689
006200715,0.707,0.672
007747425,0.706,0.725
005546691,0.706,0.692
009491832,0.706,0.711
008811490,0.705,0.701
007515670,0.705,0.797
007269493,0.705,0.660
012302530,0.705,0.666
010748393,0.705,0.721
004852528,0.705,0.681
003130300,0.705,0.724
006145201,0.704,0.708
010031656,0.704,0.728
004385148,0.704,0.735
010552611,0.704,0.657
010790387,0.704,0.762
008914779,0.704,0.693
007534267,0.703,0.701
009965957,0.703,0.731
010722485,0.703,0.688
008804455,0.703,0.668
005271608,0.703,0.716
010925113,0.703,0.669
012416661,0.703,0.731
007983117,0.702,0.790
011037511,0.702,0.687
002849140,0.702,0.655
009837661,0.702,0.633
006372194,0.702,0.656
003555178,0.702,0.706
005872150,0.702,0.764
003661886,0.702,0.685
009517393,0.701,0.771
007673841,0.701,0.724
007604328,0.701,0.655
009210387,0.700,0.773
009364290,0.700,0.706
007732285,0.700,0.823
010482160,0.700,0.795
006364215,0.700,0.743
006849310,0.700,0.697
006948054,0.700,0.651
005339567,0.699,0.677
010019643,0.699,0.693
004466677,0.699,0.706
003122913,0.699,0.673
008210018,0.698,0.728
010122538,0.698,0.644
011019987,0.698,0.730
008125917,0.698,0.715
008036287,0.697,0.617
011718144,0.697,0.750
007762723,0.697,0.708
003548044,0.697,0.729
006842807,0.697,0.699
011074835,0.697,0.666
005942808,0.696,0.794
010552263,0.696,0.703
005686174,0.696,0.662
012056139,0.696,0.676
011718389,0.695,0.668
010187159,0.695,0.822
007286911,0.695,0.709
011100670,0.695,0.734
011912911,0.695,0.692
009636135,0.695,0.771
008230616,0.694,0.766
006026737,0.694,0.737
010583066,0.694,0.784
011442793,0.694,0.669
005302006,0.694,0.606
004736644,0.694,0.750
008004903,0.694,0.676
010908248,0.694,0.670
011456256,0.694,0.736
003848966,0.693,0.663
005219234,0.693,0.546
005436502,0.693,0.654
006956233,0.693,0.732
006949607,0.692,0.741
008949925,0.692,0.692
010187017,0.692,0.663
008037038,0.692,0.738
007376983,0.691,0.679
009020160,0.691,0.654
005881120,0.691,0.661
011288051,0.691,0.741
008151055,0.691,0.646
005706966,0.691,0.663
004459924,0.691,0.748
009995402,0.691,0.682
011253711,0.691,0.698
006206214,0.691,0.681
011521793,0.691,0.692
008095441,0.691,0.652
005475042,0.690,0.685
007877978,0.690,0.620
011449844,0.690,0.698
005768816,0.690,0.725
005978559,0.689,0.792
008757824,0.689,0.688
001431122,0.689,0.752
002987027,0.689,0.736
005005121,0.689,0.618
003967326,0.689,0.651
008956206,0.689,0.650
005802478,0.688,0.647
006921944,0.688,0.689
010586744,0.688,0.658
005340878,0.687,0.657
008463346,0.687,0.659
008544992,0.687,0.699
007294743,0.687,0.632
007539174,0.687,0.647
005553959,0.686,0.700
011014932,0.686,0.673
003231341,0.686,0.658
012021625,0.685,0.604
011709244,0.685,0.646
009828127,0.685,0.654
010028535,0.684,0.645
008804845,0.684,0.610
010876237,0.684,0.721
005956656,0.684,0.709
006364582,0.684,0.671
006964929,0.684,0.673
005213230,0.684,0.717
008030339,0.684,0.745
011520459,0.683,0.712
011153121,0.683,0.676
009716391,0.683,0.666
006382217,0.683,0.615
006345732,0.683,0.645
005906426,0.683,0.671
005471289,0.682,0.819
007906671,0.682,0.749
009956082,0.682,0.678
007918478,0.681,0.619
004072333,0.681,0.703
009117416,0.680,0.641
004274548,0.680,0.681
005110453,0.680,0.694
008346392,0.679,0.665
011187837,0.679,0.730
008972058,0.679,0.657
011622985,0.679,0.661
006422155,0.679,0.641
005617854,0.679,0.829
010141900,0.678,0.702
010723367,0.678,0.677
004645174,0.678,0.710
010545066,0.678,0.649
006359926,0.678,0.625
011046025,0.678,0.680
007907808,0.678,0.719
005613821,0.677,0.677
008827930,0.677,0.651
009899607,0.677,0.703
007901016,0.677,0.804
010601284,0.677,0.691
010158729,0.677,0.707
010858691,0.677,0.758
010122538,0.677,0.730
003529290,0.677,0.688
003444588,0.677,0.714
012120307,0.677,0.777
010813078,0.676,0.675
008742590,0.676,0.710
008651389,0.676,0.756
011757451,0.676,0.675
012120307,0.676,0.685
003554031,0.676,0.764
011284772,0.675,0.737
008934103,0.675,0.669
004773392,0.675,0.672
009573685,0.675,0.728
005783732,0.675,0.725
007609674,0.674,0.654
009775938,0.674,0.599
010991389,0.674,0.644
006131130,0.674,0.673
010617017,0.673,0.628
009896558,0.672,0.656
005436013,0.672,0.684
003447722,0.672,0.735
005125347,0.672,0.704
006871071,0.672,0.718
008832512,0.671,0.716
002716801,0.671,0.686
009076971,0.671,0.697
009602613,0.671,0.660
004665571,0.671,0.642
005289854,0.671,0.724
008495415,0.671,0.661
005456651,0.671,0.771
011810124,0.670,0.682
008029197,0.670,0.697
011414465,0.669,0.647
010597693,0.669,0.685
003761319,0.669,0.749
006461675,0.669,0.678
007672215,0.669,0.706
011967788,0.668,0.678
006719052,0.668,0.711
008695311,0.668,0.760
004060229,0.668,0.691
003124598,0.667,0.674
002717158,0.667,0.702
011601584,0.667,0.405
011764462,0.667,0.780
007047824,0.667,0.611
003861595,0.667,0.520
006768394,0.666,0.823
009364290,0.666,0.646
004139816,0.666,0.655
005689351,0.666,0.637
004450844,0.666,0.712
011461433,0.666,0.650
008076630,0.665,0.761
007906882,0.665,0.522
007692093,0.665,0.689
008544992,0.665,0.637
005609593,0.665,0.751
004832837,0.665,0.707
005358241,0.665,0.570
009886361,0.665,0.691
005471690,0.664,0.775
003955817,0.663,0.679
007416306,0.663,0.683
006780158,0.663,0.653
011754430,0.662,0.663
008804283,0.662,0.621
010978581,0.661,0.711
010290666,0.661,0.715
010419312,0.661,0.677
003765917,0.661,0.762
008263545,0.660,0.638
008349399,0.660,0.680
011662184,0.660,0.747
008760040,0.660,0.659
012068975,0.660,0.711
008892303,0.660,0.792
005353137,0.660,0.625
009216775,0.660,0.676
004484336,0.660,0.647
010214162,0.659,0.564
008331612,0.659,0.688
008429668,0.659,0.653
002161536,0.659,0.568
012469800,0.659,0.749
007801070,0.659,0.737
012735830,0.658,0.628
009353314,0.658,0.686
006140059,0.658,0.692
010028792,0.658,0.768
009002538,0.657,0.636
010227020,0.657,0.423
006949898,0.656,0.678
011283615,0.656,0.688
005511659,0.656,0.682
002720514,0.656,0.683
009221517,0.656,0.707
010878263,0.655,0.707
006291837,0.655,0.805
004076098,0.655,0.743
009529744,0.655,0.655
005601258,0.654,0.627
011599038,0.654,0.666
006525280,0.654,0.642
006716545,0.654,0.705
005364071,0.654,0.637
009962455,0.654,0.738
005125196,0.653,0.677
009832208,0.653,0.747
006462874,0.653,0.778
007976520,0.653,0.705
008880123,0.653,0.681
008025596,0.653,0.790
008646141,0.652,0.731
002852528,0.652,0.722
011036168,0.651,0.741
010337517,0.650,0.628
009664276,0.650,0.650
009947653,0.650,0.699
009351316,0.650,0.626
008617363,0.649,0.634
008235924,0.649,0.784
011518142,0.649,0.768
007282470,0.649,0.758
010656823,0.649,0.645
007918652,0.648,0.695
002715695,0.648,0.629
009466668,0.648,0.672
008709688,0.648,0.632
007816665,0.648,0.646
009634821,0.647,0.667
009044228,0.647,0.783
011769890,0.647,0.526
008652999,0.647,0.685
009701962,0.646,0.701
012154526,0.646,0.644
010583761,0.646,0.706
006026438,0.646,0.646
005092266,0.646,0.661
007673192,0.646,0.779
004471747,0.646,0.638
008226994,0.645,0.668
008916492,0.645,0.784
009995771,0.645,0.675
007090524,0.645,0.694
007847104,0.645,0.643
006607357,0.645,0.638
007375348,0.642,0.635
009009953,0.642,0.584
008013439,0.642,0.712
