rowid,kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
7105,3558981,K00052.01,2.988,23.38,0.38,280,0.01,1899,0.5,0.043,0.34,0.00003,0.000000044,2.7E-10,4.3E-13,0.198,6016,78.09,-61.07,1.08,0.154,-0.087,1.08,0.06,-0.063,9.47,0.216,-0.279,600,87.86,-50.89,0.02,0.036,-0.017
7106,2445975,K00053.01,3.389,,,,,915,0.5,,,,,,,0.105,,,,,,,,,,,,,,,,,,
7107,8248939,K00061.01,1.633,31.93,1,3.2,0.001,16,0.5,0.0024,0.0029,0.039,0.042,0.83,0.078,0.196,6296,280.56,-217.67,1.5,0.64,-0.276,1.32,0.225,-0.137,9.31,0.168,-0.169,522,220.39,-100.91,0.26,0.182,-0.154
7108,11554435,K00063.01,9.434,5.5,0.0000065,420,0.051,38,0.5,0.00000001,0.0000034,0.000003,4.3E-15,2.1E-09,2.1E-13,0.058,5652,68.41,-59.18,0.91,0.029,-0.029,0.98,0.03,-0.032,9.34,0.22,-0.202,198,7.33,-7.06,0.07,0.063,-0.046
7109,7051180,K00064.01,1.951,9.61,0.3,37,0.062,74,0.5,0.0098,0.25,0.013,0.0029,0.017,2.1E-10,0.039,5315,61.49,-53.29,2.14,0.226,-0.056,0.96,0.223,-0.037,10.03,0.079,-0.249,789,74.37,-24.65,0.13,0.11,-0.082
7110,3544595,K00069.01,4.727,1.63,0.0000064,3300,0.158,6,3.6,7E-11,6.6E-09,0.0000063,1.5E-10,2.8E-11,0.000000034,0.016,5710,61.56,-56.99,0.94,0.02,-0.02,0.94,0.036,-0.035,9.72,0.083,-0.105,97,2.49,-2.48,0.07,0.063,-0.048
7111,6850504,K00070.01,10.854,3.04,0.0000018,2000,0.19,37,0.5,3.5E-11,0.0000011,0.00000062,1.2E-11,4.4E-10,3.6E-13,0.03,5574,80.23,-66.4,0.93,0.069,-0.052,0.95,0.037,-0.037,9.71,0.235,-0.394,296,22.62,-17.7,0.09,0.079,-0.056
7112,6850504,K00070.02,3.696,2.13,0.00000086,10000,0.216,27,0.5,1E-14,7.5E-09,0.00000038,1.1E-09,0.00000047,1.9E-11,0.021,5574,80.23,-66.4,0.93,0.069,-0.052,0.95,0.037,-0.037,9.71,0.235,-0.394,296,22.62,-17.7,0.09,0.079,-0.056
7113,6850504,K00070.03,77.612,2.63,0.0000054,31,0.205,70,0.54,2.6E-09,0.0000042,0.00000056,2.1E-24,0.00000065,9.5E-15,0.026,5574,80.23,-66.4,0.93,0.069,-0.052,0.95,0.037,-0.037,9.71,0.235,-0.394,296,22.62,-17.7,0.09,0.079,-0.056
7114,5728139,K00206.01,5.334,11.43,8.3E-15,130,0.073,42,0.5,7.4E-19,5.8E-15,7.8E-60,5.1E-33,2.5E-15,1.4E-19,0.065,6527,137.95,-208.56,1.59,0.742,-0.298,1.37,0.239,-0.151,9.3,0.131,-0.122,1345,615.93,-256.27,0.76,0.076,-0.14
7115,3762468,K00208.01,3.004,15.01,0.000032,360,0.057,129,0.5,3.6E-15,0.000032,1.9E-51,2.1E-14,1.8E-14,1.3E-11,0.09,6451,208.47,-230.22,1.52,0.478,-0.244,1.34,0.161,-0.135,9.31,0.139,-0.145,1917,579.81,-323.94,0.32,0.135,-0.147
7116,10723750,K00209.01,50.79,9.36,0.0000039,14,0.07,95,0.5,0.00000073,5.5E-11,0.0000031,3.5E-30,6.4E-12,6.4E-16,0.071,6169,71.89,-60.65,1.29,0.274,-0.161,1.15,0.086,-0.054,9.55,0.103,-0.181,1169,247.2,-144.99,0.05,0.053,-0.037
7117,10723750,K00209.02,18.796,6.19,0.0016,44,0.052,55,0.5,0.0013,0.00032,0.000024,1.3E-12,0.000000036,0.000000026,0.047,6169,71.89,-60.65,1.29,0.274,-0.161,1.15,0.086,-0.054,9.55,0.103,-0.181,1169,247.2,-144.99,0.05,0.053,-0.037
7118,10602291,K00210.01,20.927,16.46,0.7,220,0.048,168,0.5,0.057,0.58,0.0015,0.0047,0.058,0.00005,0.149,5824,90.56,-125.78,1.01,0.195,-0.089,1.01,0.062,-0.061,9.61,0.235,-0.359,1009,196,-94.98,0.19,0.062,-0.105
7119,10656508,K00211.01,124.036,10.19,0.0079,21,0.073,269,0.5,0.0008,0.0071,0.000022,3.5E-13,0.000000078,2.2E-10,0.084,5995,82.9,-90.95,1.11,0.279,-0.113,1.09,0.08,-0.058,9.54,0.171,-0.311,1297,321.35,-138.31,0.11,0.043,-0.067
7120,6300348,K00212.01,5.696,8.87,0.0000056,790,0.068,67,0.5,4.3E-10,5.7E-10,3.6E-11,0.0000056,1.9E-12,5.8E-11,0.067,6128,151.43,-226.99,1.21,0.403,-0.177,1.13,0.147,-0.094,9.49,0.185,-0.235,1255,412.56,-194.96,0.38,0.096,-0.169
7121,9164836,K00213.01,48.119,51.34,0.99,630,0.001,8159,0.5,0.13,0.86,0.00027,0.0018,0.0029,0.000000064,0.478,5808,222.19,-145.71,0.97,0.161,-0.094,0.99,0.084,-0.065,9.53,0.282,-0.31,824,143.75,-85.23,0.17,0.171,-0.118
7122,11046458,K00214.01,3.312,9.58,0.27,1700,0.07,79,0.5,0.022,0.22,0.00014,0.0029,0.022,0.000011,0.088,5703,86.19,-123.39,0.99,0.217,-0.083,1,0.056,-0.056,9.66,0.257,-0.408,668,144.88,-61.23,0.39,0.057,-0.105
7123,12508335,K00215.01,42.944,55.84,0.98,74,0.001,225,0.5,0.1,0.82,0.0042,0.0089,0.047,0.00012,0.553,5642,79.06,-112.8,0.93,0.165,-0.068,0.96,0.046,-0.055,9.66,0.303,-0.419,806,144.53,-62.38,0.2,0.054,-0.101
7124,6152974,K00216.01,20.172,5.93,0.00056,160,0.05,136,0.5,0.000026,0.00042,0.00011,3.8E-13,1.9E-14,8.6E-09,0.067,5224,216.85,-152.67,0.81,0.069,-0.047,0.85,0.056,-0.049,9.66,0.361,-0.413,575,55.78,-38.7,0.29,0.213,-0.182
7125,10383687,K00334.01,8.488,7.53,0.93,3.6,0.059,105,0.5,0.0028,0.31,0.024,0.062,0.47,0.061,0.058,6085,87.38,-89.79,1.19,0.368,-0.123,1.14,0.107,-0.069,9.49,0.155,-0.257,676,203.47,-76.07,0.08,0.043,-0.055
7126,10470206,K00335.01,46.567,14.75,0.0000089,32,0.216,108,0.5,2.9E-34,4.4E-23,0.0000088,2E-18,2.5E-45,0.000000098,0.027,5689,54.54,-63.67,0.75,0.077,-0.051,0.77,0.042,-0.038,9.78,0.314,-0.529,372,39.31,-27.9,0.23,0.015,-0.032
7127,10518725,K00336.01,19.515,2.2,1,3.1,0.207,54,0.5,0.0058,0.23,0.022,0.21,0.48,0.051,0.012,6700,121.2,-109.25,1.7,0.708,-0.31,1.43,0.232,-0.151,9.24,0.094,-0.098,1048,424.88,-194.86,0.08,0.071,-0.056
7128,10545066,K00337.01,19.783,2.1,0.00011,39,0.216,54,0.63,5.3E-17,0.00011,0.0000008,3.6E-11,4.4E-11,5.6E-11,0.018,5811,93.19,-84.5,1.06,0.146,-0.098,1.01,0.044,-0.042,9.74,0.146,-0.324,713,97.53,-67.09,0.12,0.081,-0.072
7129,10552611,K00338.01,7.011,277.71,0.000035,1.6,0.157,31,0.51,0.0000033,3.8E-11,0.000028,0.000002,0.000002,0.00000005,0.019,4995,76.35,-56.3,0.79,0.019,-0.018,0.84,0.03,-0.03,9.65,0.236,-0.355,302,8.87,-8.26,0.11,0.099,-0.07
7130,10552611,K00338.02,3.108,115.92,0.95,8.3,0.026,25,1.14,0.0062,0.043,0.45,0.021,0.072,0.35,0.008,4995,76.35,-56.3,0.79,0.019,-0.018,0.84,0.03,-0.03,9.65,0.236,-0.355,302,8.87,-8.26,0.11,0.099,-0.07
7131,10587105,K00339.01,1.98,1.88,0.000018,1700,0.201,25,0.5,0.00000018,0.00000045,0.000015,0.00000055,0.0000019,0.000000012,0.015,6086,70.81,-62.74,1.15,0.15,-0.105,1.07,0.056,-0.056,9.61,0.123,-0.266,794,103.52,-73.99,0.06,0.051,-0.041
7132,10587105,K00339.02,12.835,1.97,0.00044,400,0.21,46,1.14,0.00000067,0.0001,0.00016,0.000057,0.00011,0.000012,0.016,6086,70.81,-62.74,1.15,0.15,-0.105,1.07,0.056,-0.056,9.61,0.123,-0.266,794,103.52,-73.99,0.06,0.051,-0.041
7133,10587105,K00339.03,35.866,2.1,0.16,0.51,0.218,57,1.23,0.012,0.0039,0.053,0.0052,0.071,0.017,0.017,6086,70.81,-62.74,1.15,0.15,-0.105,1.07,0.056,-0.056,9.61,0.123,-0.266,794,103.52,-73.99,0.06,0.051,-0.041
7134,10616571,K00340.01,23.673,17.92,0.28,0.62,0.045,700,0.5,0.0031,0.27,0.00092,4.9E-26,1.4E-15,7.6E-32,0.143,5790,70.75,-83.11,1.15,0.131,-0.092,1.11,0.044,-0.044,9.61,0.14,-0.309,483,54.86,-39.78,0.29,0.061,-0.077
7135,10878263,K00341.01,7.171,2.99,1,0.00016,0.192,44,0.5,0.000000075,0.3,7.3E-17,0.7,0.0000049,8.4E-24,0.029,5578,89.77,-77.04,0.94,0.08,-0.054,0.95,0.038,-0.039,9.73,0.232,-0.4,438,37.84,-26.97,0.12,0.086,-0.073
7136,10878263,K00341.02,4.7,2.16,0.94,0.18,0.218,33,0.5,0.038,0.00078,0.31,0.12,0.46,0.022,0.021,5578,89.77,-77.04,0.94,0.08,-0.054,0.95,0.038,-0.039,9.73,0.232,-0.4,438,37.84,-26.97,0.12,0.086,-0.073
7137,10577994,K00475.02,15.313,2.25,0.0000092,880,0.217,127,0.5,3.3E-10,0.0000018,0.0000064,0.000000011,0.00000085,0.00000015,0.027,5107,56.79,-52.7,0.76,0.041,-0.058,0.8,0.044,-0.06,9.72,0.343,-0.432,580,35.35,-47.13,0.07,0.062,-0.046
7138,10599206,K00476.01,18.428,2.15,0.000052,420,0.214,135,0.5,6.6E-13,0.000000013,0.0000086,3.3E-15,0.000044,0.000000098,0.025,5129,60.59,-76.32,0.79,0.044,-0.043,0.83,0.038,-0.048,9.67,0.365,-0.403,629,37.1,-37.33,0.17,0.058,-0.095
7139,10934674,K00477.01,16.543,2.25,0.00038,630,0.218,292,0.51,0.00000019,0.00032,0.000051,0.00000013,0.000013,0.00000044,0.026,5147,100.32,-91.33,0.8,0.044,-0.038,0.84,0.039,-0.041,9.66,0.364,-0.391,569,34.4,-29.85,0.16,0.112,-0.108
7140,10990886,K00478.01,11.023,2.19,0.000053,2100,0.217,578,0.5,0.000001,0.000001,0.00005,0.000000026,0.000000058,0.00000024,0.039,3769,41.25,-40.78,0.53,0.016,-0.016,0.55,0.019,-0.019,9.78,0.279,-0.422,127,5.85,-5.55,0.2,0.085,-0.08
7141,11015323,K00479.01,34.189,3.2,0.0026,56,0.185,69,0.5,0.000015,0.0024,0.000044,1.6E-09,0.00016,0.00000027,0.031,5616,64.94,-55.83,0.93,0.066,-0.045,0.95,0.032,-0.036,9.67,0.235,-0.386,641,45.67,-33.34,0.06,0.06,-0.042
7142,11134879,K00480.01,4.302,2.45,0.000014,3800,0.207,47,0.5,1.3E-09,0.0000064,0.0000066,0.00000059,0.00000039,6.4E-09,0.025,5500,70.85,-90.91,0.9,0.132,-0.055,0.93,0.041,-0.044,9.68,0.363,-0.435,639,94.92,-43.62,0.16,0.052,-0.089
7143,11192998,K00481.01,7.65,2.64,0.000054,2900,0.205,70,0.5,0.00000082,0.000046,0.0000067,0.000000017,0.000000014,0.000000015,0.029,5349,71.72,-86.06,0.83,0.066,-0.051,0.87,0.041,-0.048,9.67,0.37,-0.444,655,53,-43.53,0.15,0.062,-0.088
7144,11192998,K00481.02,1.554,1.73,0.00034,890,0.175,32,0.5,7.4E-09,4.4E-12,0.00032,0.0000043,0.0000087,0.00000011,0.019,5349,71.72,-86.06,0.83,0.066,-0.051,0.87,0.041,-0.048,9.67,0.37,-0.444,655,53,-43.53,0.15,0.062,-0.088
7145,11192998,K00481.03,34.26,2.73,0.00016,160,0.201,126,0.5,0.000000018,0.00011,0.000044,5.6E-09,0.0000036,0.00000034,0.03,5349,71.72,-86.06,0.83,0.066,-0.051,0.87,0.041,-0.048,9.67,0.37,-0.444,655,53,-43.53,0.15,0.062,-0.088
7146,11255761,K00482.01,4.993,81.03,1,6.3,0.001,127,0.5,0.0007,0.0029,0.028,0.073,0.72,0.17,0.788,5673,117.03,-145.14,0.95,0.152,-0.077,0.97,0.06,-0.053,9.63,0.3,-0.407,922,146.69,-83.94,0.23,0.093,-0.135
7147,11497977,K00483.01,4.799,2.63,0.00013,3200,0.203,72,0.5,0.000000033,0.00013,0.0000011,0.000000011,0.00000055,9.4E-09,0.027,5531,72.98,-81.47,0.89,0.097,-0.054,0.93,0.04,-0.051,9.62,0.354,-0.386,752,83.13,-49.52,0.12,0.05,-0.076
7148,12061222,K00484.01,17.205,2.58,0.0000056,670,0.206,81,0.5,3.5E-10,0.00000002,0.0000044,2.1E-10,0.0000012,0.000000019,0.03,5216,86.09,-78.36,0.79,0.051,-0.054,0.83,0.045,-0.051,9.68,0.365,-0.421,533,37.37,-38.67,0.12,0.09,-0.084
7149,6850504,K00070.04,6.099,0.81,0.0018,16,0.059,26,0.9,0.00000076,0.000057,0.00078,0.00004,0.00074,0.00017,0.008,5574,80.23,-66.4,0.93,0.069,-0.052,0.95,0.037,-0.037,9.71,0.235,-0.394,296,22.62,-17.7,0.09,0.079,-0.056
7150,6850504,K00070.05,19.578,1.02,0.19,12,0.094,47,2.46,0.00000072,0.0000046,0.15,0.00098,0.003,0.029,0.01,5574,80.23,-66.4,0.93,0.069,-0.052,0.95,0.037,-0.037,9.71,0.235,-0.394,296,22.62,-17.7,0.09,0.079,-0.056
7151,11904151,K00072.01,0.837,1.51,0.00013,21000,0.141,11,1.53,0.0000047,2.1E-10,0.00012,0.00000016,0.000002,9.8E-14,0.013,5706,32.44,-33.17,1.06,0.042,-0.037,0.92,0.018,-0.018,9.96,0.032,-0.04,184,7.38,-6.76,0.01,0.021,-0.01
7152,11904151,K00072.02,45.294,2.32,0.0000046,43,0.216,25,1.77,2E-17,0.0000042,0.00000042,8.6E-16,6.5E-10,2.4E-16,0.02,5706,32.44,-33.17,1.06,0.042,-0.037,0.92,0.018,-0.018,9.96,0.032,-0.04,184,7.38,-6.76,0.01,0.021,-0.01
7153,6889235,K00074.01,5.189,3.98,0.0022,19,0.101,490,1.62,0.0000083,0.000000025,0.0022,5.7E-10,0.0000032,0.0000015,0.021,9080,216.62,-177.18,1.74,0.244,-0.178,1.65,0.079,-0.075,9.01,0.027,-0.01,663,92.3,-65.67,0.03,0.036,-0.019
7154,7199397,K00075.01,105.882,10.64,0.071,0.65,0.071,43,2.37,0.058,0.0016,0.012,8E-11,0.000000032,6.4E-12,0.038,5990,47.87,-37.6,2.57,0.05,-0.049,1.37,0.039,-0.033,9.47,0.082,-0.049,432,9.48,-10.15,0.04,0.041,-0.025
7155,9955262,K00076.01,77.48,6.82,0.000000026,15,0.052,377,1.8,2.2E-11,0.000000026,6.4E-47,9.4E-33,5.2E-37,5E-97,0.033,6909,204.89,-162.29,1.91,0.555,-0.376,1.55,0.194,-0.156,9.16,0.093,-0.075,309,89.2,-61.47,0.13,0.113,-0.088
7156,9552608,K00080.01,9.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,8823868,K00081.01,23.876,7.11,0.000000076,4.2E-09,0.052,45,1.29,1.2E-16,0.000000076,0,1.3E-60,2.1E-27,1.6E-148,0.037,8980,222.1,-161.34,1.76,0.238,-0.186,1.65,0.08,-0.075,9.02,0.03,-0.011,821,105.67,-85.83,0.03,0.039,-0.02
7158,10187017,K00082.01,16.146,2.54,0.000014,670,0.21,27,0.5,4.4E-09,0.0000029,0.000011,2.6E-11,3.3E-10,4E-10,0.031,4885,44.17,-42.96,0.74,0.012,-0.015,0.8,0.022,-0.031,9.6,0.226,-0.298,110,2.5,-2.61,0.08,0.055,-0.052
7159,10187017,K00082.02,10.312,1.39,0.0000036,830,0.132,19,0.5,0.00000066,8E-13,0.0000029,5.7E-10,5.6E-09,0.000000017,0.017,4885,44.17,-42.96,0.74,0.012,-0.015,0.8,0.022,-0.031,9.6,0.226,-0.298,110,2.5,-2.61,0.08,0.055,-0.052
7160,10187017,K00082.03,27.454,0.82,0.025,4.7,0.046,33,2.85,0.00000005,0.000000014,0.015,0.000065,0.0011,0.009,0.01,4885,44.17,-42.96,0.74,0.012,-0.015,0.8,0.022,-0.031,9.6,0.226,-0.298,110,2.5,-2.61,0.08,0.055,-0.052
7161,6152974,K00216.02,7.518,1.41,0.42,100,0.136,100,0.72,0.00076,0.00065,0.18,0.011,0.058,0.17,0.016,5224,216.85,-152.67,0.81,0.069,-0.047,0.85,0.056,-0.049,9.66,0.361,-0.413,575,55.78,-38.7,0.29,0.213,-0.182
7162,9595827,K00217.01,3.905,13.08,0.00081,2800,0.074,55,0.5,0.00000025,0.00081,1.1E-10,3.5E-10,4.5E-12,1.8E-14,0.136,5525,64.79,-56.99,0.88,0.02,-0.016,0.97,0.024,-0.021,9.23,0.189,-0.147,938,25.41,-22.11,0.09,0.066,-0.057
7163,9838975,K00218.01,18.693,16.59,0.0085,130,0.055,1560,0.5,0.00063,0.0078,0.000092,1.7E-29,4.6E-28,2.4E-10,0.218,4985,103.8,-84.55,0.7,0.058,-0.057,0.73,0.06,-0.059,9.67,0.353,-0.428,892,80.4,-78.35,0.16,0.122,-0.106
7164,6305192,K00219.01,8.025,6.11,0.000074,92,0.053,56,0.5,2E-10,3.1E-10,0.000074,8.5E-16,1.1E-09,2.8E-11,0.052,6000,110.58,-96.47,1.25,0.234,-0.169,1.1,0.063,-0.058,9.69,0.111,-0.208,855,161.12,-115.62,0.51,0.083,-0.083
7165,7132798,K00220.01,2.422,4.44,0.000026,2700,0.077,26,0.5,0.000000032,0.000026,0.000000096,6.5E-09,1.3E-12,3E-19,0.04,5838,255.56,-240.29,1.03,0.222,-0.127,1.02,0.111,-0.078,9.55,0.276,-0.322,736,164.12,-101.13,0.34,0.193,-0.204
7166,7132798,K00220.02,4.125,1.14,0.00018,560,0.115,28,1.14,1.6E-11,2E-10,0.0001,0.000013,0.000048,0.000018,0.01,5838,255.56,-240.29,1.03,0.222,-0.127,1.02,0.111,-0.078,9.55,0.276,-0.322,736,164.12,-101.13,0.34,0.193,-0.204
7167,3937519,K00221.01,3.413,5.23,0.00000086,2500,0.062,48,0.5,0.00000084,4E-11,0.000000021,1.4E-11,1.3E-10,0.000000005,0.058,5347,131.5,-95.71,0.82,0.066,-0.054,0.86,0.044,-0.051,9.64,0.374,-0.408,628,53.56,-44.5,0.14,0.128,-0.093
7168,3937519,K00221.02,5.897,0.9,0.24,5,0.08,50,2.58,0.000000003,3.1E-09,0.1,0.00016,0.00023,0.14,0.01,5347,131.5,-95.71,0.82,0.066,-0.054,0.86,0.044,-0.051,9.64,0.374,-0.408,628,53.56,-44.5,0.14,0.128,-0.093
7169,4249725,K00222.01,6.313,2.45,0.000026,130,0.21,73,0.5,0.000001,0.00000029,0.000024,3.1E-09,0.000000045,0.00000012,0.033,4643,114.53,-80.19,0.68,0.026,-0.025,0.72,0.03,-0.029,9.56,0.394,-0.32,376,17.06,-17.14,0.16,0.157,-0.114
7170,4249725,K00222.02,12.795,1.93,0.000037,540,0.196,84,0.5,0.000000038,0.00000067,0.000036,0.000000083,5.8E-09,0.00000024,0.026,4643,114.53,-80.19,0.68,0.026,-0.025,0.72,0.03,-0.029,9.56,0.394,-0.32,376,17.06,-17.14,0.16,0.157,-0.114
7171,4545187,K00223.01,3.177,2.78,0.0000042,6400,0.198,56,0.5,0.00000044,0.00000007,0.0000014,0.0000015,0.00000044,0.00000022,0.031,5348,142.99,-139.48,0.82,0.071,-0.055,0.86,0.048,-0.058,9.65,0.373,-0.432,623,58.15,-43.21,0.25,0.135,-0.151
7172,10982872,K00343.01,4.762,2.62,0.00000009,4400,0.202,31,0.5,6.6E-13,0.000000044,3.1E-10,0.000000032,2.4E-09,0.000000011,0.02,5880,79.86,-71.54,1.18,0.192,-0.139,1.06,0.048,-0.042,9.74,0.116,-0.261,583,94.77,-68.6,0.1,0.073,-0.057
7173,10982872,K00343.02,2.024,1.97,0.00014,1400,0.194,14,0.5,0.00000059,0.000031,0.0001,0.00000086,0.0000019,7.8E-09,0.015,5880,79.86,-71.54,1.18,0.192,-0.139,1.06,0.048,-0.042,9.74,0.116,-0.261,583,94.77,-68.6,0.1,0.073,-0.057
7174,10982872,K00343.03,41.809,1.43,0.00017,11,0.135,50,1.53,0.000000001,0.00000021,0.00014,0.0000089,0.000016,0.0000067,0.011,5880,79.86,-71.54,1.18,0.192,-0.139,1.06,0.048,-0.042,9.74,0.116,-0.261,583,94.77,-68.6,0.1,0.073,-0.057
7175,11015108,K00344.01,39.309,3.25,0.000094,220,0.192,67,0.5,0.000044,0.000049,0.00000057,4.3E-19,4.2E-13,7.5E-11,0.031,5698,56.8,-53.11,0.89,0.026,-0.023,0.97,0.029,-0.03,9.25,0.184,-0.14,464,14.99,-14.45,0.03,0.045,-0.024
7176,11074541,K00345.01,29.885,2.78,0.000036,290,0.201,67,0.54,0.000000018,0.000012,0.000023,1.5E-10,6.3E-11,0.000000034,0.034,4894,46.7,-51.5,0.75,0.022,-0.023,0.78,0.031,-0.029,9.88,0.213,-0.441,254,8.5,-8.73,0.11,0.058,-0.068
7177,11100383,K00346.01,12.925,2.7,0.00034,460,0.208,66,0.5,3.7E-11,0.00018,0.00015,0.00000035,0.000012,0.00000039,0.03,5189,88.65,-82.37,0.79,0.018,-0.021,0.87,0.027,-0.028,9.29,0.23,-0.165,325,9.24,-10.13,0.21,0.103,-0.106
7178,11189127,K00347.01,2.672,31.56,0.99,1200,0.001,651,0.5,0.3,0.68,0.00032,0.0035,0.012,0.000000016,0.181,6426,105.57,-84.03,1.61,0.708,-0.207,1.42,0.219,-0.097,9.22,0.106,-0.122,1147,493.72,-150.35,0.04,0.059,-0.029
7179,11194032,K00348.01,28.511,3.41,0.011,19,0.163,82,0.5,0.0000016,0.01,0.00029,2.3E-09,0.00025,0.00000051,0.043,4759,54.17,-42.07,0.72,0.013,-0.017,0.77,0.023,-0.03,9.53,0.261,-0.273,305,7.4,-7.86,0.07,0.074,-0.051
7180,11394027,K00349.01,14.387,2.41,0.00017,1100,0.209,54,0.5,0.000033,0.000023,0.0000075,0.0001,0.0000043,0.000000056,0.022,5763,75.71,-70.21,1.02,0.133,-0.083,1,0.038,-0.036,9.74,0.166,-0.383,583,76.53,-48.18,0.09,0.066,-0.06
7181,11395587,K00350.01,12.991,2.02,0.71,4.7,0.208,57,0.81,0.0022,0.043,0.093,0.077,0.46,0.032,0.018,5833,76.24,-72.81,1.02,0.088,-0.062,1.02,0.036,-0.039,9.63,0.191,-0.32,542,47.19,-34.66,0.09,0.065,-0.055
7182,11442793,K00351.01,331.601,11.74,0.065,5.4,0.076,467,0.5,0.0015,0.063,0.000044,3.3E-16,1.7E-12,7.9E-17,0.087,6080,67.24,-58.7,1.2,0.142,-0.093,1.13,0.042,-0.033,9.53,0.121,-0.247,850,101.38,-66.55,0.04,0.045,-0.031
7183,12316431,K00485.01,17.908,6.31,0.91,5.2,0.052,124,0.51,0.006,0.059,0.015,0.043,0.78,0.0074,0.049,6095,109.1,-152.82,1.19,0.376,-0.146,1.13,0.119,-0.073,9.51,0.165,-0.265,949,297.09,-121.24,0.19,0.068,-0.113
7184,12404305,K00486.01,22.183,2.78,0.0000042,40,0.197,50,0.5,2.9E-13,0.00000012,0.00000013,2.5E-10,0.000004,0.000000033,0.025,5747,57.83,-51.73,1.02,0.131,-0.077,0.99,0.034,-0.035,9.75,0.168,-0.379,754,94.17,-59.03,0.03,0.047,-0.024
7185,12834874,K00487.01,7.659,2.4,0.0000027,1800,0.211,62,0.5,0.000000037,0.000000045,0.00000074,0.000000022,0.0000018,0.000000029,0.024,5600,119.52,-96.53,0.91,0.102,-0.06,0.94,0.047,-0.052,9.6,0.34,-0.39,743,86.5,-53.5,0.12,0.101,-0.082
7186,2557816,K00488.01,9.379,2.42,0.00009,210,0.209,65,0.84,3.7E-10,0.000082,0.0000067,3.9E-09,9E-14,0.0000008,0.023,5703,119.24,-140.44,0.95,0.139,-0.079,0.97,0.057,-0.057,9.61,0.295,-0.387,851,123.56,-76.57,0.22,0.093,-0.121
7187,2576197,K00489.01,2.217,4.95,0.77,14,0.054,102,0.5,0.0069,0.39,0.061,0.042,0.26,0.013,0.029,6483,193.27,-214.16,1.57,0.619,-0.274,1.35,0.204,-0.146,9.3,0.147,-0.122,1715,667.53,-307.57,0.24,0.12,-0.144
7188,3239945,K00490.01,4.393,1.58,0.000041,3000,0.15,43,0.5,9.4E-14,1.4E-10,0.00004,0.000000072,0.000000097,0.00000033,0.019,4890,68.97,-51.54,0.74,0.015,-0.021,0.8,0.023,-0.031,9.4,0.277,-0.215,342,9.53,-10.35,0.1,0.098,-0.071
7189,3239945,K00490.03,7.406,1.66,0.000061,1500,0.155,44,0.6,2E-12,0.0000002,0.00006,0.000000032,0.00000036,0.00000095,0.02,4890,68.97,-51.54,0.74,0.015,-0.021,0.8,0.023,-0.031,9.4,0.277,-0.215,342,9.53,-10.35,0.1,0.098,-0.071
7190,3239945,K00490.04,21.804,1.33,0.096,33,0.12,81,4,2.5E-12,0.00000075,0.065,0.000047,0.00038,0.03,0.016,4890,68.97,-51.54,0.74,0.015,-0.021,0.8,0.023,-0.031,9.4,0.277,-0.215,342,9.53,-10.35,0.1,0.098,-0.071
7191,3541800,K00491.01,4.662,25.54,1,2.5,0.002,107,0.5,0.0013,0.0046,0.013,0.042,0.8,0.14,0.186,6208,166.4,-208.58,1.29,0.585,-0.216,1.18,0.197,-0.109,9.44,0.166,-0.195,1137,508.65,-198.8,0.27,0.108,-0.152
7192,3559935,K00492.01,29.911,3.27,0.000076,13,0.157,122,0.5,0.0000044,0.000033,0.000038,6.7E-12,5.1E-09,0.000000063,0.031,5669,97.35,-153.53,0.96,0.183,-0.079,0.98,0.055,-0.058,9.64,0.287,-0.408,694,131.38,-62.17,0.41,0.073,-0.135
7193,3834360,K00493.01,2.908,70.99,1,250,0.001,189,4,0.000062,0.0039,0.71,0.0038,0.024,0.26,0.62,5854,143.28,-159.46,1.04,0.229,-0.11,1.03,0.076,-0.07,9.59,0.247,-0.35,986,219.51,-109.97,0.23,0.106,-0.135
7194,10187017,K00082.04,7.071,0.57,0.0032,42,0.005,15,0.93,0.00000024,1.3E-11,0.002,0.00053,0.00055,0.000094,0.007,4885,44.17,-42.96,0.74,0.012,-0.015,0.8,0.022,-0.031,9.6,0.226,-0.298,110,2.5,-2.61,0.08,0.055,-0.052
7195,10187017,K00082.05,5.287,0.49,0.079,2.5,0.001,14,1.56,0.000055,2.5E-09,0.042,0.0023,0.018,0.017,0.006,4885,44.17,-42.96,0.74,0.012,-0.015,0.8,0.022,-0.031,9.6,0.226,-0.298,110,2.5,-2.61,0.08,0.055,-0.052
