kepid_plnt,max_ephemeris_corr,wst_robstat,tce_cap_stat,tce_hap_stat,koi_fwm_stat_sig,tce_rminmes,tce_max_mult_ev,tce_albedo_stat,Theta1
11295426.02,0.9537701082308664,0.0010422023686503655,0.12792877225866914,0.007117787909600814,0.027000000000000003,0.13251083158039698,0.0001603511661370006,0.9920606316922664,1.0
6034945.01,0.0,0.0011091316528735117,0.1298512183692596,0.007657690163020305,0.113,0.10200551293611153,0.00014068333431519706,0.9924112343566772,0.336
9473078.01,0.0,0.0010880579618598694,0.1302870196813496,0.008297307048906091,0.0,0.10340483947942736,0.00013726646522751085,0.991590495780388,0.514
5717567.01,0.0,0.0010740539795281825,0.12775843486410496,0.01915570571063076,0.0,0.14743698137576594,5.1761399764924405e-05,0.9920232607316556,0.156
8197560.01,0.0,0.0011016285520884489,0.12978795688847236,0.010630760652081215,0.0,0.15350072973013462,0.0001682683018279808,0.9923797074145984,0.006
9573539.01,0.0,0.001098811503418245,0.13173617619493908,0.010837406107521241,0.015,0.030154759358653936,0.0007002164819914207,0.9927964782098848,0.8340000000000001
12120307.02,0.9556189340787176,0.0010676343590008905,0.1287788191190253,0.007432512218322563,0.07400000000000001,0.20368990841706294,4.542769121214024e-05,0.992259828139718,0.708
8950568.02,0.95266102324495,0.0011080481726157409,0.12938847235238987,0.009362023157411357,0.455,0.12765983289690205,0.0001069313347904919,0.9929575731944096,0.629
6387542.01,0.0,0.0010762751140566123,0.13110473289597002,0.009561124413684523,0.0,0.08773238219428993,0.0002615238264406848,0.9923823987389224,0.926
10018233.01,0.0,0.0010789838147010394,0.12905470946579195,0.008690261422901566,0.377,0.2264522868550007,5.842846139943407e-05,0.9923151540783176,0.772
6436029.01,0.9591663046625302,0.0010959402807351522,0.1289914479850047,0.008135270771148359,0.183,0.1326974084528391,9.69307423387274e-05,0.9927541859705108,0.8320000000000001
9872283.01,0.0,0.0011227564171149792,0.13177717900656044,0.011368780135795587,0.0,0.03391428333836252,0.0005930434662166777,0.9918044560641304,0.594
9366886.01,0.0,0.0011438842821415096,0.12853362230552953,0.011768950700298491,0.0,0.174024185698767,0.00010868143846955066,0.9922137295988004,0.284
11924426.01,0.0,0.0010940441902840532,0.331302717900656,0.058352740512349524,0.0,0.0003999461837669128,0.06197776333266278,0.9919452507737556,0.0
8463346.01,0.0,0.001112707137724155,0.12885555295220244,0.007870239774330044,0.696,0.11879743145590167,9.193044611284516e-05,0.9930321613256694,0.687
4076098.01,0.0,0.0010693408404068793,0.14349812558575445,0.015242562403647457,0.0,0.0098925110114405,0.00199087627616206,0.9918097233703069,0.655
11176166.01,0.955684745788799,0.0011101609591183939,0.1290107778819119,0.008213664840751797,0.068,0.1830731640122095,4.7677824513787247e-05,0.9926726772909898,0.608
5364071.04,0.9552486587271338,0.001118503757103229,0.1293732427366448,0.008528225145143833,0.753,0.14081350240407098,0.00011276501372068787,0.9924642918933466,0.958
8892303.01,0.0,0.0011021702922173343,0.1332825679475164,0.010350969265588612,0.0,0.04290728859007235,0.0005676252937351098,0.9925304215767315,0.66
3114167.01,0.0,0.0010936649721938335,0.13109536082474227,0.010604519959326928,0.005,0.0436629249234629,0.0003061098011214681,0.9927218900786252,0.932
10294509.01,0.0,0.0010912813156267378,0.12845208528584814,0.009590317184373668,0.004,0.1302719091110916,6.784568595817898e-05,0.9924335339010746,0.238
5077629.01,0.0,0.001317782863513721,0.1512066541705717,0.02601108669268869,0.0,0.007348535355692294,0.003152611765975369,0.9930863722870491,0.374
3967760.01,0.9543482955109998,0.0010927711009811726,0.1289619259606373,0.008527897136484403,0.0,0.10032632108413253,8.509670793747275e-05,0.9925054307080106,0.295
4544572.01,0.0,0.0013372855081535953,0.12648781630740394,0.04490438547577656,0.0,0.4900854076157059,0.00017618543751896104,0.9927303485265,0.0
9839821.01,0.0,0.0010189725519237599,0.12913894095595127,0.008358316659559814,0.35600000000000004,0.13176452409062853,0.00016043450440743194,0.9919452507737556,0.784
8544992.01,0.954173863189422,0.001093014884039171,0.12931466729147142,0.007471381244464855,0.0,0.14258598269227105,8.201319193151203e-05,0.9922827043964704,0.687
10538176.01,0.956310574306186,0.0011004096367984567,0.12875070290534207,0.00861645947453013,0.199,0.08758312069633621,0.00015035057368523608,0.9928395393990656,0.797
10213902.01,0.0,0.0011117320054921617,0.1295618556701031,0.007099403024239841,0.078,0.09528874552819548,0.00018360254358735305,0.9927822526384591,0.846
6768394.01,0.9540333540912521,0.0011272257731782837,0.12937558575445174,0.00808803752419064,0.004,0.1183309892747964,0.00013984995161088338,0.9928064745573733,0.784
5706595.01,0.9540735874429754,0.0010992719825277974,0.12922914714151829,0.00815888739462722,0.13699999999999998,0.15452690252856624,9.751411023174699e-05,0.9924627539937332,0.7340000000000001
11037335.02,0.9568139619312316,0.0011013035080111176,0.1300222586691659,0.008156591334011221,0.011,0.11310683684641724,0.00017710215849370611,0.9926657567427286,0.968
5094751.01,0.9553343684063779,0.001094396321367829,0.1349168228678538,0.011158854593761277,0.001,0.01937994497512193,0.0007113838102292242,0.9925388800246064,0.997
5621125.01,0.0,0.0011211311967283233,0.13264643861293346,0.009312165841178208,0.0,0.0517696900310727,0.00046670264824271975,0.9920657452084816,0.927
11403044.01,0.0,0.001101140985972452,0.13575562324273666,0.011391740741955588,0.431,0.02472537237058846,0.0007300515828058512,0.9923458736230992,0.987
11774303.01,0.0,0.0010363732448635586,0.1304135426429241,0.00983993177419884,0.0,0.04578057242568088,0.0002186046171685288,0.991726176973798,0.142
8219268.01,0.0,0.0012239805601972152,0.13066190253045926,0.010758684029258373,0.056,0.1999583709682207,0.00017193518572696109,0.9918841577116052,1.0
8620565.01,0.0,0.0012333797514333766,0.12768427835051546,0.07321153278446553,0.0,0.0206393388641062,0.0034209609967643835,0.9914581210711472,0.0
9959494.01,0.0,0.0011446427183219492,0.12788643392689786,0.012290484468789976,0.0,0.18064766467046206,0.0001065979817087664,0.9925085065072378,0.249
9851662.01,0.0,0.0011160659265232447,0.12851370665417058,0.006972053662216683,0.564,0.1939879110500731,4.676110353904217e-05,0.9923266883254196,0.7440000000000001
8037038.01,0.0,0.0010778190734239358,0.12820794283036552,0.00768032276052088,0.39,0.24053884072438025,2.197630191275249e-05,0.9922328764489898,0.6920000000000001
11669125.01,0.0,0.0011031725114557722,0.12981958762886595,0.008561026011086693,0.023,0.10778939598181704,0.00020685392103770547,0.9928253138276398,0.952
12154526.01,0.9607689228304928,0.0011377626186851045,0.1295032802249297,0.007847935185488897,0.488,0.10321826260698527,0.00017593542270766689,0.9930244718276016,0.918
8030339.02,0.9547452338391641,0.0011012222469917847,0.12862757731958765,0.00727447764620986,0.21039617358842694,0.3032286698649301,2.1251258959999545e-05,0.9920733962590592,0.684
6422155.04,0.9523532664857268,0.0010812862102488024,0.1289817244611059,0.00845114311017811,0.0,0.19156241170832564,6.126196259410068e-05,0.9923377996501278,0.973
8506766.01,0.0,0.0011043101657264316,0.15302249297094658,0.016748122150424774,0.0,0.007040683516162809,0.002958433595870276,0.99252234760376,0.0
5809890.01,0.9546008582831876,0.0011146574021881426,0.13236410496719775,0.00955489224915538,0.0,0.06552040553005639,0.0002616905029815475,0.9920164555258656,0.917
8481129.01,0.0,0.001096427846851149,0.1289568884723524,0.007625217305736872,0.584,0.14958261540885026,7.059584888241422e-05,0.9924673676925738,0.613
5302643.01,0.0,0.0011679917178769096,0.1292068884723524,0.011493423426378458,0.0,0.12607392948114407,0.00013701645041621675,0.9921041926988216,0.053
9654875.01,0.0,0.00107543541685684,0.12969657919400188,0.00859021878177584,0.005,0.284944136365603,7.967972035943365e-05,0.9917276764259212,0.037000000000000005
4376644.01,0.0,0.0011445885443090607,0.14837160262417995,0.019857644241807988,0.0,0.005938014200029922,0.004185172936620054,0.9926169284299968,0.125
11403530.01,0.0,0.0010991907215084646,0.1288965557638238,0.007338275330468725,0.01,0.16376245771445086,4.7594486243355874e-05,0.9923279955400912,0.7340000000000001
8543279.01,0.0,0.0030248060096315977,0.11479615745079665,0.08761111293338145,0.031519206939281286,0.0373752843221637,0.0018350337104553968,0.9927764855149079,0.0
7673192.02,0.9542374472275508,0.0011356769191888962,0.12915417057169634,0.007151671204119791,0.001,0.09892699454081667,0.0001229322827133151,0.9926038562832812,0.889
7025846.01,0.0,0.0010811778622230252,0.12099812558575446,0.05389182274412045,0.0,0.0954753224006376,0.0001967699903155096,0.9918708548799476,0.152
7427764.01,0.0,0.001121835458895874,0.12874894564198688,0.006739593925279628,0.256,0.2354079767322221,3.242692102484638e-05,0.9923670197427864,0.136
10026502.01,0.0,0.0011472972449534874,0.12875082005623242,0.007745596483747172,0.5870000000000001,0.2629280654174337,2.4343108793003398e-05,0.992310232799554,0.4920000000000001
5561278.01,0.0,0.0010996241136115726,0.13008434864104967,0.007621937219142586,0.333,0.09064298140438687,0.00020935406915064658,0.9928030142832428,0.88
3728432.01,0.0,0.0011045810357908745,0.12986059044048734,0.008334700036080953,0.8540000000000001,0.09095083324391637,0.00020702059757856818,0.9926995905342278,0.754
4932689.01,0.0,0.0010930961450585036,0.1255974695407685,0.017305736871453408,0.0,0.30117632426806684,1.9526156762070185e-05,0.9921920067667584,0.03
4270565.01,0.0,0.001173056988081988,0.12228678537956887,0.03347656378128383,0.0,0.14006719491430253,0.00011476513221104074,0.9923130394663487,0.505
9886361.03,0.9622504486493594,0.0011020077701786686,0.12893275538894095,0.007661298258274019,0.001,0.2923139228270665,6.334541935488496e-05,0.9926050097079911,0.938
5471675.01,0.9546344121403064,0.0011945640711987385,0.12794633317713214,0.012854659363007184,0.0,0.12924573631265998,8.643012026437468e-05,0.991469655318249,0.28800000000000003
11823054.01,0.9541512585945576,0.0010894393991885275,0.13191893158388004,0.00867746908518385,0.091,0.0451555399029998,0.00038803132095550566,0.9925838635883044,0.985
3122985.01,0.0,0.0011477035500501516,0.13188847235238987,0.013838685341293013,0.0,0.015060690378087022,0.002760088512243613,0.9915682731309714,0.002
9388479.01,0.9543731060113392,0.0011364082683628911,0.13524367385192124,0.013382753304687243,0.455,0.020788600362059886,0.0008583091809997312,0.9931090563063496,0.942
9406892.01,0.0,0.0011714588547017762,0.12689819587628867,0.018785055925476437,0.0,0.2593831048410336,4.459430850782653e-05,0.9923431822987754,0.309
4458082.01,0.9545596945849036,0.001082369690506573,0.12946462043111528,0.009053695017548465,0.21039617358842694,0.13726854182767084,8.918028318860989e-05,0.9924323804763644,0.8
3344419.01,0.0,0.0012801860985690748,0.12792877225866914,0.007117787909600814,0.031519206939281286,0.4510908412753044,0.00021652116040774452,0.99230865645245,0.0
5305240.01,0.0,0.001064681875298465,0.12772551546391753,0.011411421261521306,0.0,0.1587248821585138,6.067859470108109e-05,0.9918848497664314,0.147
8279765.01,0.0,0.005598071621837218,0.21142221180880974,0.09010397874503888,0.0,0.022103967312776782,0.019858601456647963,0.992811088256214,0.0
7800285.01,0.0,0.002274225061060884,0.12792877225866914,0.007117787909600814,0.0,0.18811073956814653,0.0017200268972601053,0.9918227570695324,0.016
8248939.01,0.0,0.0011025765973139985,0.12828573102155574,0.05992718207760685,0.0,0.05200291112162534,0.000496871102138876,0.9921542897787348,0.0
8753657.01,0.9549390797338582,0.001133374523641133,0.13395384254920334,0.009108144455013614,0.112,0.056144917689840236,0.0004893706578000525,0.9925911686114688,0.894
5288570.01,0.0,0.0010488576461337225,0.12775456888472353,0.016384032538459017,0.0,0.09799411017860613,0.00010559792246358997,0.9912332032526576,0.438
8611781.01,0.0,0.0011238940713856386,0.12915768509840675,0.007765277003312887,0.674,0.17663626191295662,0.00011209830755723689,0.9925496453219016,0.866
9077124.01,0.0,0.0010820988204421306,0.13415299906279288,0.010889887493029816,0.248,0.04634030304300722,0.0004452847127418574,0.992233914531229,0.778
7595157.01,0.9546536735191956,0.0010868119595634333,0.13035379568884722,0.009001213632039887,0.004,0.07990548239534329,0.00014643367497496165,0.9922978142601742,0.7979999999999999
9844088.01,0.0,0.0011089962178412905,0.1411668228678538,0.014340538590218785,0.208,0.00937942461222469,0.0016533562809150086,0.992285357273304,0.917
10480982.02,0.9551590271382432,0.001072022454044862,0.12822223523898782,0.013251549840915802,0.0,0.2132053289116107,4.067740979755209e-05,0.992285818643188,0.596
2716853.01,0.0,0.0011052852979584252,0.1294458762886598,0.008808672548955294,0.11,0.08867459540012257,0.0001500172206035106,0.9923866279628596,0.895
9823457.02,0.9617692030835222,0.0011084003036995163,0.13030342080599813,0.009383343720274216,0.0,0.09500888021953233,0.00019835341745370568,0.9927018973836482,0.964
7767559.01,0.0,0.0012389596747608962,0.1540065604498594,0.03886246596910159,0.0,0.005299921296277897,0.006071951379186289,0.992382014264019,0.846
6504954.01,0.0,0.0010884371799500896,0.13581419868791006,0.010414274936858335,0.021,0.031768649305278215,0.000881643896720515,0.9926115457813492,0.852
7436177.01,0.0,0.0470249392777033,0.2948687910028116,0.08187096139338079,0.0,0.17700941565784084,0.02696735592444389,0.9929514215959552,0.0
5880320.03,0.9508467747439684,0.0011109464823052776,0.12911785379568885,0.008197264407780366,0.54,0.2586367973512652,2.8926713666728802e-05,0.9924200772794556,0.8170000000000001
5130380.01,0.0,0.0019369918308297265,0.1330541237113402,0.02782169449273461,0.0,0.02624597388099168,0.003171779568174585,0.9929687229666084,0.0
9787239.02,0.9607689228304821,0.0010834802577707884,0.13040065604498596,0.008485256010758686,0.027000000000000003,0.08560540584844982,0.00020260366924570558,0.992491589611488,0.952
5735762.01,0.956573405305852,0.0010911729676009608,0.13819119025304594,0.011709909141601341,0.373,0.023820474539244216,0.001058321030035021,0.9926765220400238,0.975
3839488.01,0.0,0.0011120299625630484,0.1298910496719775,0.008356020598943812,0.258,0.06635067261242379,0.00018685273613417648,0.9927218900786252,0.993
9842906.01,0.0,0.0011559921740220982,0.12816037956888476,0.015482008725030343,0.0,0.16898661014282998,0.00018585267688900006,0.9927372690747612,0.461
10812504.01,0.0,0.001118016190987232,0.12873488753514525,0.008907731164102733,0.0,0.16282957335224027,7.584615991959058e-05,0.9924450681481766,0.26
9597806.01,0.0,0.0011173931898390136,0.13108598875351452,0.009911109653294848,0.036000000000000004,0.04387748832677133,0.0003237775144529188,0.9925907841365654,0.997
3217264.03,0.9428090415820274,0.0011159846655039117,0.12940135895032806,0.0069337422507954214,0.032,0.1450114820340185,7.842964630296308e-05,0.9929052846075472,0.919
7117003.01,0.0,0.0,0.3950328022492971,0.13720602223898715,0.0,0.018353772176690316,0.0613777277855569,0.9919452507737556,0.0
7668663.01,0.0,0.0010884371799500896,0.13050492033739455,0.007770853150523175,0.918,0.08513896366734454,0.0002176878961937837,0.9925004325342665,0.972
10616656.01,0.0,0.0010754083298503956,0.4937910028116214,0.1335323252533867,0.0,0.000330632875654668,0.060044315458654976,0.9870931774928392,0.0
6922710.01,0.0,0.0010992719825277974,0.12919985941893158,0.008589890773116412,0.94,0.0935162652399954,0.00015218401563472624,0.9927791768392318,0.53
5475735.01,0.0,0.0012427247686566498,0.12662722586691658,0.013989569324630172,0.0,0.24921466529293845,7.967972035943365e-05,0.9920401391799151,0.175
4139816.01,0.9551751413021418,0.0011245983335531897,0.1320571696344892,0.010637320825269787,0.058,0.04361628070535237,0.00042561688092005383,0.993248620696284,0.939
10872983.02,0.955849896725086,0.0011231085481987547,0.13075445173383318,0.008692885492176994,0.21039617358842694,0.07190133456757664,0.00022035472084758754,0.9926269247774852,0.98
8552607.01,0.0,0.0011165534926392414,0.12775410028116213,0.012605372781841442,0.0,0.3206736074382676,0.00013134944802688356,0.9923148080509044,0.0
5356593.01,0.0,0.0017276092710155216,0.1887066541705717,0.037307704923409984,0.0,0.008465197937258338,0.016150048422451962,0.993373190564986,0.238
8277797.02,0.9550521362053211,0.001103009989417107,0.12870536551077788,0.008360940728835243,0.024,0.10760281910937493,0.0001377664948500991,0.9923339549010938,0.778
12116380.01,0.0,0.0010930690580520596,0.13000702905342082,0.0074000393610391315,0.051,0.07844085394667269,0.0001674349191236671,0.9924346873257848,0.898
9347899.02,0.9561828874675103,0.0011178536689485665,0.1326265229615745,0.008958572506314167,0.029,0.045360774462686125,0.0004599522483377785,0.9928287741017704,0.979
9164836.01,0.0,0.009788431518765742,0.2687441424554827,0.0666841604618362,0.0,0.01215942001161217,0.02318379844685966,0.9929210480785866,0.0
7132798.02,0.9546503761692308,0.0010650610933886848,0.1293767572633552,0.007072358710269951,0.0,0.1688000332703879,8.042976479331601e-05,0.9922485630250484,1.0
8962094.04,0.9534625892455946,0.0011169056237230169,0.12956302717900656,0.007925017220454621,0.311,0.18335302932087266,8.843023875472758e-05,0.9923218054941464,0.981
7602070.01,0.0,0.0017408819041732136,0.12727940487347705,0.0251353035720143,0.0,0.1978127369351364,0.0002645240041762141,0.9922617505142352,0.102
5307568.01,0.0,0.0011455095025281658,0.12582825679475165,0.01741069964247056,0.0,0.172344993846788,5.69283725316694e-05,0.9923920106115072,0.564
11015108.01,0.0,0.001128173818403833,0.13439432989690722,0.010499557188309774,0.014,0.026731073749341173,0.0007353852321134593,0.9931213595032584,0.95
11662184.01,0.0,0.0011097004800088412,0.12954779756326149,0.00565683734050579,0.54,0.14473161672535534,9.601402136398233e-05,0.9928995174839962,0.66
8474898.01,0.0,0.0011257901618367374,0.12683305998125585,0.07524518647292289,0.0,0.029091271185733895,0.0009316468589793373,0.99232899517484,0.0
5384713.02,0.9547274086245472,0.0011155783604072475,0.12833001405810684,0.006914061731229704,0.0,0.2421247441401381,3.592712838296396e-05,0.9922582517926142,0.485
6670075.01,0.0,0.0011345121779117926,0.12476686972820995,0.04713484435989111,0.0,0.2222543072250532,4.7927839325081344e-05,0.9918269093984888,0.107
9267996.01,0.0,0.001074487371631291,0.12916471415182754,0.005457408075573196,0.0,0.1807409531066831,9.684740406829602e-05,0.9924931275111016,0.7829999999999999
6973796.01,0.0,0.0011500601196108029,0.13192478912839736,0.013855085774264442,0.0,0.020630010020484087,0.001987542745344805,0.993362809742594,0.513
9343862.01,0.0,0.031341562546471136,0.12959231490159326,0.020339816971168042,0.031519206939281286,0.06508194987981744,0.0383180283571966,0.9919452507737556,0.0
5370302.01,0.0,0.001808599420283888,0.18692596063730085,0.04893889198674845,0.0,0.009538014953800486,0.010141359124350123,0.9927049731828754,0.091
9022166.02,0.95118973121134,0.0011093483489250657,0.12886187910028116,0.00819628038180208,0.97,0.19146912327210455,0.00010193103856460965,0.9926453795728484,0.981
10616415.01,0.0,0.0011588633967051908,0.13021321462043112,0.010113162987502871,0.001,0.7949520171861181,3.7260540709865885e-05,0.9910863338395586,0.006
5202905.02,0.9539392014168993,0.0011120299625630484,0.12977741330834114,0.0075484632794305785,0.0,0.11180079873932246,0.00014601698362280482,0.992546185047771,0.983
7918992.01,0.0,0.00111920801927078,0.12995899718837864,0.00987765277003313,0.011,0.10788268441803807,0.00010951482117386438,0.9922963148080508,0.635
3439096.01,0.0,0.0011013847690304504,0.1276262886597938,0.013356512611932957,0.0,0.11543904775194365,9.884752255864892e-05,0.9890290086314616,0.055
9896558.01,0.9534625892455532,0.0011211582837347674,0.12973992502343018,0.008018827697051202,0.8740000000000001,0.13568263841191286,0.00017168517091566702,0.9925957823103096,0.958
8007644.01,0.0,0.0011025765973139985,0.12932403936269915,0.008995965493489029,0.861,0.14743698137576594,0.00010476453975927626,0.9924296891520406,0.933
4142847.01,0.9258200997725432,0.0011319930863124752,0.12882860824742268,0.008136582805786073,0.002,0.14323900174581844,0.00011151493966421726,0.9927449585728292,0.843
2850321.01,0.0,0.0011585925266407481,0.1283439550140581,0.008751271033555287,0.35,0.2704844287513393,2.9510081559748406e-05,0.9922963917030316,0.08800000000000001
6607357.01,0.9549435053684056,0.001089385225175639,0.12923031865042175,0.007584872240627155,0.003,0.1847523558641885,5.867847621072819e-05,0.9923770160902748,0.843
4950232.01,0.0,0.0010576771754319768,0.12556466729147142,0.018234001377636373,0.0,0.0781330021071432,0.0001237656654176288,0.9918253714988754,0.136
9886361.02,0.953025120725466,0.0010852409131896657,0.12958762886597938,0.00716131465870699,0.742,0.1486497310466397,0.00010368114224366845,0.9925877083373382,0.938
6205897.01,0.0,0.0010906312274720754,0.13019915651358951,0.007975202545347199,0.018000000000000002,0.09236881747447642,0.00018526930899598045,0.992447374997597,0.86
8429566.01,0.0,0.0011871151444265641,0.12537839737582004,0.02005444943746515,0.0,0.1674939951632931,5.5844975016061584e-05,0.9923210365443396,0.53
10518424.01,0.0,0.0012880142434314686,0.12762687441424556,0.018634171942139274,0.0,0.17439733944365127,0.00011551517664492308,0.9926349987504566,0.224
8556077.01,0.0,0.0011328327835122476,0.11888589503280225,0.05120215173680586,0.0,0.05092076526146109,0.00024960645376899876,0.992646917472462,0.606
5021899.01,0.0,0.0011212395447541,0.12994025304592316,0.00885393774395644,0.448,0.08520426557269928,0.00020093690383707815,0.9925604106191968,0.949
8751796.01,0.0,0.0011106756122408348,0.12881654170571696,0.007964378259586053,0.046,0.16031078557427175,5.617832809778706e-05,0.992505815182914,0.622
9950612.01,0.9563650695950052,0.0011010868119595632,0.13249414245548266,0.00825072981926723,0.08199999999999999,0.032766835572843524,0.000649046783946559,0.992829158576674,0.969
5730389.01,0.0,0.001090793749510741,0.1226347235238988,0.07062026437497951,0.0,0.07392569363357357,0.0001726018918904121,0.9924931275111016,0.003
9940565.01,0.0,0.0011165805796456854,0.1590323336457357,0.032659822219306585,0.0,0.0042280371640979605,0.005084392874574546,0.9832253599646285,0.0
9763348.01,0.0,0.0010742435885732922,0.1303010777881912,0.00879784826319415,0.43,0.07165878463340193,0.00022518834053260708,0.9925023549087834,0.947
4544620.01,0.0,0.001355433802471256,0.12836129334582946,0.014045330796733035,0.0,0.43775059489569335,0.00016543480063331418,0.9931136700051904,0.0
4180401.01,0.0,0.0012402056770573324,0.1275691190253046,0.012149440745235676,0.0,0.1454779242151238,0.00014243343799425582,0.9924135412060976,0.002
6975129.02,0.9548820668654632,0.0010392823893556732,0.12875984067478913,0.008238593498868371,0.679,0.04705862400190936,0.00012168220865684453,0.9918586670255098,0.754
2708885.01,0.0,0.0010494291819696966,0.1269198687910028,0.016705481024699053,0.0,0.21954894257464247,7.026249580068874e-05,0.9919179261423712,0.485
6062088.01,0.9553878570752046,0.0011011951599853404,0.13309512652296154,0.009838619739561126,0.21039617358842694,0.033139989317727735,0.000482286904813386,0.9924358407504951,0.913
8495415.02,0.954521404218428,0.0011167160146779071,0.1285636129334583,0.007579952110735725,0.049,0.2024771587461892,5.9928550267198756e-05,0.9922780522501392,0.6709999999999999
6960446.01,0.0,0.001108671173763959,0.1429123711340206,0.02613244989667728,0.0,0.0015413302009315369,0.009866342831926602,0.9866356523577924,0.0
9466668.04,0.9558603793171112,0.0010293517510530752,0.12916822867853794,0.007059533571686294,0.407,0.1880174511319255,6.43454786000614e-05,0.9919452507737556,0.921
11014932.02,0.9534625892456072,0.0011153616643556935,0.129148313027179,0.008195624364483223,0.008,0.2369938801479801,6.167865394625754e-05,0.9923185759049578,0.925
2854698.01,0.9547786182905612,0.0011075876935061882,0.12924203373945642,0.008613507396595272,0.038,0.05814129022497085,0.00027894152496084123,0.9927245814029491,0.568
4832837.01,0.9548092884890022,0.0011205623695929934,0.13362464854732894,0.010640600911864074,0.006999999999999999,0.03110630140810872,0.00045945221871519044,0.9927772544647148,0.86
9636559.01,0.0,0.015040602068309641,0.16298031865042173,0.04346114737429068,0.0,0.03718870744972159,0.016433398541918626,0.9931217439781618,0.0
6956216.01,0.0,0.009699044397499652,0.12792877225866914,0.007117787909600814,0.0,0.028923352000536,0.04082651029718086,0.99233011015206,0.062
9823519.01,0.9550503715098582,0.0011202644125221065,0.13023781630740394,0.00839505362941582,0.051,0.07554891242381995,0.0002000201828623331,0.9923451046732924,0.945
9532424.01,0.0,0.001102739119352664,0.12478912839737585,0.031288746022895005,0.0,0.15601951750810314,5.701171080210077e-05,0.9922457179107632,0.384
8265156.01,0.0,0.0012042341324993427,0.12907005623242734,0.0070635024764653795,0.0,0.5677946749878461,5.384485652570868e-05,0.9925592571944866,0.231
