kepid_plnt,max_ephemeris_corr,wst_robstat,tce_cap_stat,tce_hap_stat,koi_fwm_stat_sig,tce_rminmes,tce_max_mult_ev,tce_albedo_stat,Theta1,Latent1,Latent2,RF_100trees_prob,vespa_fp_prob_num
2307199.01,0.0,0.0012541283983696873,0.13429358013120898,0.010056089480762294,0.006,0.03474455042072992,0.0007824713549071838,0.9928160864299582,0.012,0.1477545135560166,0.6788026905092276,1.0,0.41
5956656.02,0.9682458365518319,0.0010826405605710158,0.12892830365510774,0.007171318922819562,0.0,0.3975432788844181,1.438418547645461e-05,0.9921446394586592,0.684,-0.7504174538227306,-0.14508876180039734,0.55,0.0013
2853446.01,0.0,0.0010846449990478918,0.12905025773195875,0.008175615836258077,0.0,0.1658148033113141,7.442940932225726e-05,0.9925704069666852,0.345,0.14057658932387365,0.34574340052992386,0.55,0.42
3942446.01,0.0,0.0011042018177006548,0.13242970946579194,0.01020795749007774,0.7979999999999999,0.054764248833768604,0.0005353733830781691,0.9925100444068512,0.055999999999999994,0.8196584365827898,0.4183581026347752,0.82,0.75
6124941.01,0.0,0.0011044456007586528,0.12958880037488285,0.012395447239807131,0.0,0.10965516470623816,0.0001657681537150397,0.9925915530863724,0.17600000000000002,0.13992771002150248,0.5142359937073798,0.96,0.13
4061149.01,0.0,0.001093908755251832,0.1287181349578257,0.008340604191950669,0.045,0.13251083158039698,7.917969073684543e-05,0.9926984371095176,0.526,0.16641340264714674,0.15827726777027884,0.02,0.079
1432789.02,0.9558139185600923,0.0010736476744315183,0.12873242736644802,0.008072293108538067,0.002,0.2264522868550007,1.4850879790870285e-05,0.9921892385474538,0.892,-0.6986365702619348,-0.3427672824607484,0.12,0.0027
8218274.01,0.0,0.0010970237609929233,0.2354381443298969,0.13848525601075873,0.0,0.0009769351617941464,0.028784130219847773,0.9198177588957879,0.909,0.24529077293084445,-0.3686132093633495,0.19,0.015
6359320.03,0.9550988118818378,0.0010905770534591866,0.1286545220243674,0.008683373241053565,0.055,0.2280381902707587,1.5384244721631056e-05,0.992147869047848,0.937,-0.6795132097768177,-0.3949421192653572,0.12,0.00037
3859628.01,0.0,0.0011097004800088412,0.12998477038425493,0.00861875553514613,0.067,0.07476528955956308,0.00020393708157260748,0.99292143255349,0.794,0.20483725192159646,-0.14374964990810268,0.0,0.015
1431122.01,0.0,0.0011072084754159685,0.1290666588566073,0.007912552891396333,0.0,0.14659738544977646,7.401271797010043e-05,0.9922268786404967,0.6890000000000001,0.15644918838482255,-0.008188132463842436,0.02,0.014
8260218.01,0.0,0.001102657858333331,0.1544165885660731,0.02492537802998,0.0,0.004489244785516918,0.004356016391004363,0.9921965820181088,0.846,0.2042649950700948,-0.2377244297519488,0.02,5.8e-05
12105051.01,0.0,0.0010849158691123343,0.1541237113402062,0.019834683635647984,0.001,0.008579009829448028,0.002016711139995785,0.9900993867625292,0.951,0.22727012186937914,-0.3570278946686269,0.04,0.0013
10232123.01,0.0,0.0018115789909927574,0.17767104029990627,0.01627250959425329,0.0,0.014715523164069112,0.009666330982891312,0.988883677117976,0.0,0.1423498242628526,0.6998107480168468,1.0,0.14
8313667.01,0.0,0.0011109193952988333,0.12941893158388004,0.008431462590612393,0.036000000000000004,0.16217655429869288,0.00012751588758704052,0.992260943116938,0.38799999999999996,0.15960764499647098,0.2951564181936998,0.08,1.0
9595686.01,0.0,0.0010832093877063457,0.1371848641049672,0.014829271492767412,0.0,0.018241826053225045,0.0011024903133636476,0.99197830792595,0.584,0.11199990660495067,0.11100232675133956,0.44,0.095
9605514.01,0.9574271077563412,0.001095723584683598,0.12949859418931586,0.00877423163971529,0.562,0.12989875536620735,0.00011851535438045242,0.9925054307080106,0.948,-0.5024075247554867,-0.7177462487577939,0.0,0.11
9605514.02,0.9559252603881612,0.0011266840330493985,0.12964386129334582,0.007193328303867224,0.38799999999999996,0.10368470478809054,0.00010651464343833503,0.9926246179280648,0.948,-0.5552468647919676,-0.5959391341497126,0.0,0.0032
8158127.03,0.953462589245596,0.0011097004800088412,0.12863964386129334,0.008931019778922166,0.835,0.34157021715178426,8.983865552501782e-06,0.9926188508045136,0.971,-0.4042338495177203,-0.9587446978177778,0.41,0.067
10141900.01,0.9551338658818722,0.001083886562867452,0.12909840674789128,0.00868960540558271,0.009000000000000001,0.1311115050370811,7.334601180664945e-05,0.992262750148984,0.6779999999999999,-0.6909419076846582,-0.1669219676066522,0.01,0.014
10141900.02,0.9546900922824514,0.0010815841673196894,0.1287440253045923,0.00781710237150261,0.013000000000000001,0.13148465878196533,5.451156268915965e-05,0.9920922355293258,0.6779999999999999,-0.6889105921147701,-0.1678851168526481,0.03,0.26
10141900.04,0.953462589245555,0.001121943806921651,0.1287246954076851,0.006877226358775873,0.244,0.3840164556323649,4.558603392595991e-06,0.9921809338895404,0.6779999999999999,-0.6649855816926771,-0.21118615870338625,0.7,0.039
8280511.04,0.9517785209496245,0.0010864327414732136,0.12855353795688848,0.007903040640272904,0.2014407374890256,0.3817775331630595,1.0567292690697826e-05,0.99221480612853,0.9690000000000001,-0.6314684542524489,-0.5168760258007565,0.31,0.0047
8280511.05,0.9555330859058704,0.0010599145621642736,0.1284306466729147,0.007444714140453309,0.2014407374890256,0.2873696357073505,5.53366115664302e-06,0.9921983890501548,0.9690000000000001,-0.6292231614432449,-0.4923399947699724,0.69,0.78
5297298.01,0.0,0.00113627283333067,0.20776710402999066,0.04811887033817693,0.21100000000000002,0.003273696461556554,0.010883069731189328,0.992526961302601,1.0,0.3002603988394756,-0.4149403679540989,0.25,0.41
9772531.01,0.0,0.001123216896224532,0.1662722586691659,0.02450224685931709,0.535,0.004322258484681227,0.0049002152969212145,0.9932109421557508,0.556,0.5409433030017256,-0.03127692246243713,0.33,0.0082
4649305.01,0.0,0.0016953757333468403,0.14067478912839734,0.014012529930790172,0.08800000000000001,0.09584847614552182,0.0014583447281056009,0.9928076279820834,0.003,0.19895714360363992,0.652502074564301,0.96,0.021
10118816.01,0.0,0.001083886562867452,0.1288276710402999,0.007836126873749467,0.0,0.2113395601871896,4.701111835033628e-05,0.9923789384647916,0.638,0.14939668108507578,0.056372187427080125,0.19,0.012
10295951.01,0.0,0.0022606815578387496,0.24285379568884724,0.12585692262275727,0.0,0.00893070723400141,0.02234208191550281,0.9921304523347241,0.23800000000000002,0.07776577781178658,0.5146793028701295,0.97,0.47
3247268.02,0.9538532725601999,0.0010631379159311415,0.13281630740393627,0.01082100567454981,0.0,0.031479455152992934,0.0006201284041068734,0.9923481804725196,0.978,-0.7161509108369212,-0.4433327920571947,0.06,0.0002
10354039.01,0.0,0.0011099442630668397,0.13134957825679475,0.009004821727293602,0.255,0.06331879843523945,0.000425866895731348,0.9929633403179609,0.053,0.3167868801000105,0.5805450230970937,0.75,0.15
2164169.01,0.0,0.001126548598017177,0.129529053420806,0.00825532194049923,0.096,0.10918872252513287,0.00016493477101072596,0.9928422307233896,0.7879999999999999,0.21172852433845799,-0.1289522195438281,0.0,0.12
2574338.01,0.0,0.0010816925153454664,0.12926897844423618,0.009106504411716471,0.087,0.1884838933130308,7.717957224649252e-05,0.9924777485149656,0.455,0.1882699145570012,0.21793664828554826,0.11,0.0081
3329204.01,0.0,0.001116824362703684,0.132953373945642,0.011358939876012728,0.0,0.038914543519811134,0.000623878626276285,0.9927657202176128,0.917,0.21243733659284364,-0.30345395326083513,0.01,0.0071
1026957.01,0.0,0.0011156325344201363,0.1307977975632615,0.010906287926001249,0.608,0.02998684017345604,0.0007425523233705573,0.9928429996731964,0.501,-0.0015806735332399445,0.31985515281223603,0.16,0.011
10337517.01,0.9539143602206196,0.001098621894373135,0.13180880974695408,0.008214976875389511,0.18899999999999997,0.051312576693589525,0.0003431953314634281,0.9927376535496644,0.855,-0.6118388828058218,-0.4119558902900705,0.0,0.00065
10351231.01,0.0,0.0011080210856092964,0.1296227741330834,0.00685380654049267,0.0,0.14370544392692372,9.084704859723734e-05,0.99261615948019,0.726,0.16054239278923313,-0.050709390266728126,0.09,0.015
7102227.03,0.9545393401126276,0.0010704514076710944,0.12861105904404874,0.007334109620493981,0.38299999999999995,0.16124366993648231,3.659383454641493e-05,0.9921296449374268,0.8540000000000001,-0.548183751519846,-0.5310510440306606,0.05,0.064
6837146.01,0.0,0.0010990281994697991,0.1296157450796626,0.00938957588480336,0.0,0.08865593771287836,0.00017401864248774542,0.9924527576462446,0.919,0.20561586600674853,-0.2887655772331362,0.03,0.0006799999999999999
11122894.03,0.9597148699374204,0.0011143323581108114,0.13175257731958762,0.009773346016334832,0.584,0.049362848376569436,0.00040128210595409363,0.9930079394067552,0.8370000000000001,-0.4814533674824221,-0.7034996466343105,0.0,0.62
11129738.02,0.9545596945851004,0.0010749207637343991,0.12827425023430178,0.007435628300587136,0.012,0.2735629471466341,1.0675632442258606e-05,0.992101962744382,0.8590000000000001,-0.6987031689849912,-0.3102906613330191,0.49,0.27
11030711.01,0.0,0.0011276049912685034,0.13085637300843486,0.009497490733755371,0.355,0.06639731683053432,0.0003205273219060953,0.9930802206885946,0.9420000000000001,0.3566353529766341,-0.3605413045379096,0.0,0.052000000000000005
6607286.01,0.954766436029564,0.0010897644432658587,0.13096298031865042,0.00855020172532555,0.0,0.07289019199151985,0.000232355431789705,0.9911866817893462,0.9109999999999999,-0.7093919333660641,-0.3650310622400421,0.05,1.7e-05
6607286.02,0.9552905094034708,0.001112707137724155,0.12950913776944706,0.006811001410437237,0.0,0.13978732960563936,0.00011126492485292319,0.9924558334454718,0.9109999999999999,-0.7014119907893194,-0.3600626839254542,0.01,9e-05
11075279.01,0.0,0.0011076689545255214,0.13867150890346766,0.012474169318069998,0.897,0.016320084267071284,0.0014458439875408952,0.9931294334762298,0.012,0.9254350135430603,0.4302038806334513,0.71,0.18
6607447.01,0.0,0.0010894393991885275,0.13736527647610122,0.009216387312625056,0.009000000000000001,0.023792488008377896,0.001186661966499332,0.9926942078855804,0.071,0.14271697183310916,0.6294813060568818,0.8,0.62
6441738.01,0.0,0.0010864327414732136,0.12996368322399252,0.0070038377013153155,0.0,0.1395074642969762,0.00013168280110860902,0.9924739037659316,0.9109999999999999,0.19635195477874776,-0.26646895694030354,0.04,0.00053
10713616.01,0.0,0.0011274966432427266,0.13077788191190254,0.008636796011414703,0.24100000000000002,0.06583758621320797,0.00032786108970405585,0.9926384590245872,0.945,0.30294562656097274,-0.3306815613007675,0.0,0.00048
10928043.01,0.0,0.001069882580535765,0.1296052014995314,0.007455964837471709,0.0,0.06979301590898078,0.0001890195311653921,0.9923727868663372,0.9390000000000001,0.212612360916113,-0.31763832177394097,0.02,0.00027
10794087.01,0.0,0.0011147386632074754,0.12917642924086226,0.0073370616984288406,0.304,0.11422629808106992,0.00010918146809213891,0.9926111613064456,0.963,0.32970137581394365,-0.35640908034407737,0.0,1.4e-07
7287415.01,0.0,0.001008879933322625,0.130017572633552,0.007980122675238626,0.565,0.08155668771645598,0.0001725185536199807,0.9919452507737556,0.835,0.4852818316595222,-0.3379688551772596,0.04,1.7e-05
11599038.01,0.0,0.0010950734965289356,0.12888589503280226,0.0073132482697543235,0.11599999999999999,0.1661879570561983,4.5344352941708863e-05,0.9923662507929796,0.654,0.2093645622794692,0.016231647918530108,0.01,0.00013000000000000002
8630788.03,0.9999999999999872,0.0011249504646369652,0.1290483833177132,0.00762357726243973,0.45299999999999996,0.16226984273491393,9.451393249621763e-05,0.9927964782098848,0.903,-0.5760893564334453,-0.6267615688169922,0.26,0.0058
6766634.01,0.0,0.00111920801927078,0.1338156044985942,0.00875323908551186,0.122,0.04903633884979575,0.0006052941919700893,0.9929568042446028,0.943,0.2529930771656003,-0.3184494244380349,0.01,0.0062
8678594.02,0.95297600458041,0.001099136547495576,0.12912839737582005,0.006781251025027061,0.13699999999999998,0.17421076257120915,5.942852064461052e-05,0.9925500297968052,0.882,-0.6382033112839197,-0.3826524577477586,0.01,5.5e-05
8813698.01,0.0,0.0011280383833716116,0.13725164011246485,0.01146718273362417,0.006,0.026628456469498008,0.0010499872029918838,0.9930090928314654,0.086,0.1395211144330521,0.6162872639061842,0.92,0.021
4274548.01,0.0,0.001087191177653653,0.12910613870665416,0.007719683799652313,0.0,0.15919132433961908,0.00011834867783958967,0.9925642553682308,0.68,0.15525856352050252,0.003974075089343904,0.13,0.014
9705459.01,0.0,0.0015707755037032002,0.17303186504217433,0.08583986617246696,0.0,0.02203866540742204,0.006980338526888231,0.9915994155981468,0.33299999999999996,0.09506801539947107,0.3995658665458646,0.91,0.022
8631160.01,0.0,0.001036077996493316,0.13652296157450794,0.014074851576081609,0.284,0.01893216048126086,0.0016500227500977536,0.9919998077625484,0.091,0.34458782916583536,0.5495207711301509,0.89,0.73
9202151.01,0.0,0.0011923700236767525,0.131956419868791,0.00990782956670056,0.0,0.07063261183497029,0.0004309505302276616,0.9935973394336683,0.262,0.12687909188340646,0.4433849258978828,0.76,0.043
8804283.01,0.9534625892456058,0.0011278216873200574,0.13062558575445174,0.007692787089579166,0.0,0.07854347122651588,0.00027477461143927273,0.9928395393990656,0.973,-0.7104708649336465,-0.4241677719246851,0.04,9.2e-05
8804283.02,0.954313515420588,0.0011019265091593358,0.12877706185567012,0.007816118345524323,0.027999999999999997,0.22197444191639001,6.284538973229674e-05,0.9927022818585516,0.973,-0.6951697593700982,-0.41660882326545295,0.0,0.0041
4077526.04,0.954033354091183,0.0011047706448359842,0.1287436738519213,0.008457375274707253,0.0,0.2258925562376744,3.542709876037572e-05,0.9923203829370038,0.584,-0.6995334793701081,-0.07656813536468779,0.38,0.0076
8935810.01,0.0,0.0010963465858318162,0.13026593252108715,0.00859973103289927,0.004,0.05103271138492636,0.00019918680015801945,0.9925284992022144,0.79,0.1815041108955488,-0.14730422477173774,0.02,5e-05
9427402.01,0.0,0.0011078043895577424,0.1296344892221181,0.009857972250467414,0.0,0.051779018874694806,0.0002463562612221753,0.9929679540168016,0.894,0.20562490947398696,-0.2720040481465397,0.03,0.00061
4466677.02,0.9574271077562816,0.0011387919249299867,0.1284819587628866,0.008815232722143865,0.307,0.2759884464883816,4.142745423143444e-05,0.9923474115227128,0.816,-0.5793709569887767,-0.4472881898418487,0.12,0.06
4466677.03,0.9568139619311952,0.0011092941749121774,0.1289020618556701,0.007683602847115166,0.011000000000000001,0.4822491789731373,4.941959436580299e-06,0.9922091543474499,0.816,-0.7820183614112372,-0.2412169375001125,0.74,0.1
9269281.01,0.0,0.0011041205566813216,0.1302577319587629,0.0076599862236363045,0.001,0.0749425375883831,0.00021735454311205815,0.9926230800284512,0.895,0.2025683819602148,-0.2647183743766199,0.01,0.00015
9100484.01,0.0,0.0010939358422582762,0.12952319587628866,0.007910584839439763,0.0,0.10340483947942736,0.00013801650966139322,0.9927603375689652,0.978,0.21829102864952107,-0.3544548340851706,0.0,0.00017
8742590.01,0.0,0.0011123008326274911,0.12887792877225868,0.008193000295207795,0.004,0.16264299647979816,8.551339928962959e-05,0.9924385320748188,0.6759999999999999,0.15675187277925534,0.008454350365453032,0.04,0.095
8874090.02,0.95466874101086,0.0011113257003954977,0.12857450796626055,0.007038934627874176,0.7909999999999999,0.2472556081322963,2.517649149731713e-05,0.9928110882562141,0.9159999999999999,-0.4151511877207989,-0.8910093465833817,0.07,0.0046
9150827.01,0.0,0.0011212395447541,0.1291740862230553,0.008247121724013515,0.588,0.13213767783551272,0.00015426747239551052,0.9926557603952402,0.836,0.4974535394667918,-0.34135781090269396,0.0,0.04
6631721.01,0.0,0.001119722672393221,0.1315217900656045,0.015711614786630367,0.0,0.04997855205562842,0.00047028619387126864,0.99278801976201,0.14400000000000002,0.1327070297000427,0.559414040154947,0.91,0.048
10971674.01,0.0,0.004330399720245397,0.2815135895032802,0.2298356676616263,0.0,0.00868442576237782,0.048043604516537566,0.9918485553355504,0.062,0.07632826725192203,0.7137940017220342,0.99,0.3
6719086.01,0.0,0.0010780086824690458,0.13102741330834114,0.009949158657788566,0.0,0.04712392590726409,0.00033169465014389895,0.9922910859493648,0.882,0.2037875541937667,-0.2601718194031726,0.03,0.1
7376983.01,0.9534625892456782,0.0010956964976771538,0.13020501405810686,0.009768097877783974,0.0,0.06692906091699435,0.0003693635483788786,0.9928057056075664,0.884,-0.7063252761874459,-0.3412432572041993,0.0,5.7e-05
7376983.02,0.9520676176291178,0.0010974029790831428,0.12911902530459232,0.00787811198215633,0.0,0.1118940871755435,0.00014951719098092237,0.9927614909936754,0.884,-0.6960136613625275,-0.3392370177884454,0.05,0.0068
7376983.03,0.9548637106321614,0.0010856472182863297,0.12902343017806936,0.007711811591826026,0.0,0.14809000042931336,6.959578963723777e-05,0.9923397220246448,0.884,-0.6966965272773147,-0.33742118640746394,0.02,0.004
7376983.04,0.9547420517953252,0.0010986760683860234,0.1290253045923149,0.006386984616393874,0.0,0.14174638676628154,6.259537492100263e-05,0.9922561371806456,0.884,-0.6969328227176422,-0.3377367998527035,0.1,0.045
11026304.01,0.0,0.0011303136919129306,0.1335906747891284,0.011929674943418508,0.0,0.030845093786689762,0.0007258846692842827,0.9932382398738924,0.91,0.21237039395225135,-0.29888214414867137,0.04,0.00015
6946199.01,0.9636241116594192,0.0011212666317605444,0.13322164948453608,0.009984583593006855,0.01,0.056723305994410785,0.0005614582617231883,0.9927718718160672,0.9840000000000001,-0.7209682434032341,-0.44344884127698175,0.0,0.0034
6946199.02,0.9617692030835406,0.0010780628564819343,0.13165299906279287,0.009728736838652541,0.001,0.06909335263732286,0.0003388617414009969,0.9925300371018282,0.9840000000000001,-0.7228496734701214,-0.4368800087238919,0.0,0.14
10867062.01,0.0,0.0010917147077298462,0.13084231490159326,0.008626627742972416,0.002,0.10760281910937493,0.00026302391530844946,0.9926707549164728,0.985,0.2200455512938272,-0.3614054622926297,0.03,0.0
4860678.01,0.9553803838535642,0.0010797964248943676,0.12917994376757266,0.006463410634040739,0.373,0.1410000792765131,9.543065347096273e-05,0.9922768988254292,0.84,-0.5495587794352772,-0.5185862901722138,0.02,0.0013
4860678.02,0.9551151228825596,0.0010843470419770046,0.1287735473289597,0.007763636960015746,0.003,0.17542351224208286,2.742662479896413e-05,0.992160787404602,0.84,-0.6905709673435516,-0.3020785653519223,0.09,0.00057
9836959.01,0.0,0.0011058270380873106,0.1297211808809747,0.007568471807655724,0.005,0.1104014721960066,0.00015543420818154972,0.9929072069820642,0.83,0.18529586254964794,-0.17771069153692254,0.09,0.3
10055126.03,0.9258200997725476,0.0011190725842385586,0.1286124648547329,0.007618001115229444,0.447,0.3108783216350567,4.5010999859983367e-05,0.9923923950864108,0.97,-0.5164105489542671,-0.6391510653310739,0.08,1.0
10015937.01,0.0,0.0011158763174781347,0.1293123242736645,0.008730934496670714,0.0,0.19053623890989396,9.518063865966864e-05,0.9930379284492205,0.21100000000000002,0.14386537366813926,0.4684808026589479,0.59,0.14
11821363.01,0.0,0.001119831020418998,0.129293580131209,0.008121822416111786,0.708,0.1473436929395449,8.409664869229628e-05,0.9924246909782964,0.6409999999999999,0.6245104222893982,-0.20433156955602386,0.01,0.02
5308663.02,0.9515279320153258,0.001093421189135835,0.1287926429240862,0.0076891789943254515,0.147,0.3987560285552917,9.408890731701758e-06,0.9923727868663372,0.386,-0.7295030897165848,0.10796821467134306,0.61,0.0046
6268648.02,0.9354143466934824,0.0011005179848242335,0.1285563495782568,0.00796569029422377,0.065,0.3079863801122039,1.5650927187011434e-05,0.9924677521674772,0.956,-0.6607170796034516,-0.4187613747548015,0.09,0.0047
11820830.01,0.0,0.0011565610011574276,0.14923851921274606,0.02812674254600321,0.2014407374890256,0.013652034991149071,0.0048777139639047465,0.9924304581018474,0.14300000000000002,0.2796952827580128,0.5197143908368274,0.84,0.99
7841925.03,0.9548898284677504,0.0010811236882101367,0.12848301312089971,0.007638993669432873,0.0,0.3110648985074988,1.0700633923388008e-05,0.9919963090409272,0.982,-0.7269957530249316,-0.4175977422434664,0.53,0.006
